SALESORDERHEADERKEY,SALESORDERID,ORDERDATE,DUEDATE,SHIPDATE,STATUSODER,ISONLINE,PURCHASEORDERNUMBER,SALESORDERNUMBER,CUSACCOUNT,SALESPERSONID,CUSTOMERKEY,SALESPERSONKEY,SALESPEREXPLAIN,TERRITORYKEY,CURRENCYRATEKEY,CURRENCYEXPLAIN,CREDITCARDKEY,CREDITCARDEXPLAIN,SHIPMETHODKEY,DATEKEYORDER,DATEKEYDUE,DATEKEYSHIP,CREDITCARDAPPROVALCODE,SUBTOTAL,TAX,SHIPPINGFEE,TOTALAMOUNT,CUMULATIVEAMOUNT,ORDERCOUNT,RECENCY,FREQUENCY,MONETARY,PAYMETHOD,FRAUDSTATUS,SALESHEADERMODIFIEDDATE,ISCURRENT
35846,74317,2014-06-05,2014-06-17,2014-06-12,Shipped,True,Unknown,SO74317,10-4030-017657,,7891,-1,Have No SalesPerson,6,-1,Have No CurrencyRate,3994,Have CreditCard,1,20140605,20140617,20140612,223098Vi18232,37.27,2.98,0.93,41.18,123170644.59,27659,4087,2,125.13,CreditCard,Normal,2014-06-12,True
35847,74318,2014-06-05,2014-06-17,2014-06-12,Shipped,True,Unknown,SO74318,10-4030-018846,,11912,-1,Have No SalesPerson,1,-1,Have No CurrencyRate,6262,Have CreditCard,1,20140605,20140617,20140612,624305Vi29996,132.97,10.64,3.32,146.93,123170791.52,27659,4087,1,146.93,CreditCard,Normal,2014-06-12,True
35848,74319,2014-06-05,2014-06-17,2014-06-12,Shipped,True,Unknown,SO74319,10-4030-018507,,11573,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,5327,Have CreditCard,1,20140605,20140617,20140612,1024450Vi25156,103.48,8.28,2.59,114.35,123170905.87,27659,4087,1,114.35,CreditCard,Normal,2014-06-12,True
35849,74313,2014-06-05,2014-06-17,2014-06-12,Shipped,True,Unknown,SO74313,10-4030-013760,,3994,-1,Have No SalesPerson,6,-1,Have No CurrencyRate,1985,Have CreditCard,1,20140605,20140617,20140612,821710Vi7467,68.97,5.52,1.72,76.21,123170982.08,27659,4087,4,218.57,CreditCard,Normal,2014-06-12,True
35850,74351,2014-06-06,2014-06-18,2014-06-13,Shipped,True,Unknown,SO74351,10-4030-016816,,7050,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,23798,Have CreditCard,1,20140606,20140618,20140613,1025035Vi97297,4.99,0.4,0.12,5.51,123170987.59,27659,4086,1,5.51,CreditCard,Normal,2014-06-13,True
35851,74352,2014-06-06,2014-06-18,2014-06-13,Shipped,True,Unknown,SO74352,10-4030-018472,,11538,-1,Have No SalesPerson,1,-1,Have No CurrencyRate,7828,Have CreditCard,1,20140606,20140618,20140613,525107Vi37861,79.47,6.36,1.99,87.81,123171075.4,27659,4086,1,87.81,CreditCard,Normal,2014-06-13,True
35852,74353,2014-06-06,2014-06-18,2014-06-13,Shipped,True,Unknown,SO74353,10-4030-013919,,4153,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,2386,Have CreditCard,1,20140606,20140618,20140613,926100Vi9639,85.48,6.84,2.14,94.46,123171169.86,27659,4086,1,94.46,CreditCard,Normal,2014-06-13,True
35853,74354,2014-06-06,2014-06-18,2014-06-13,Shipped,True,Unknown,SO74354,10-4030-015259,,5493,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,17659,Have CreditCard,1,20140606,20140618,20140613,126144Vi74098,21.98,1.76,0.55,24.29,123171194.15,27659,4086,1,24.29,CreditCard,Normal,2014-06-13,True
35854,74355,2014-06-06,2014-06-18,2014-06-13,Shipped,True,Unknown,SO74355,10-4030-014785,,5019,-1,Have No SalesPerson,7,-1,Have No CurrencyRate,14705,Have CreditCard,1,20140606,20140618,20140613,926366Vi58474,48.97,3.92,1.22,54.11,123171248.26,27659,4086,1,54.11,CreditCard,Normal,2014-06-13,True
35855,74356,2014-06-06,2014-06-18,2014-06-13,Shipped,True,Unknown,SO74356,10-4030-019937,,13003,-1,Have No SalesPerson,8,-1,Have No CurrencyRate,16053,Have CreditCard,1,20140606,20140618,20140613,326683Vi65626,72.96,5.84,1.82,80.62,123171328.88,27659,4086,1,80.62,CreditCard,Normal,2014-06-13,True
35856,74357,2014-06-06,2014-06-18,2014-06-13,Shipped,True,Unknown,SO74357,10-4030-020136,,13202,-1,Have No SalesPerson,10,-1,Have No CurrencyRate,24242,Have CreditCard,1,20140606,20140618,20140613,1026706Vi99709,27.28,2.18,0.68,30.14,123171359.02,27659,4086,1,30.14,CreditCard,Normal,2014-06-13,True
35857,74358,2014-06-06,2014-06-18,2014-06-13,Shipped,True,Unknown,SO74358,10-4030-017938,,8172,-1,Have No SalesPerson,7,-1,Have No CurrencyRate,15339,Have CreditCard,1,20140606,20140618,20140613,826908Vi61885,37.27,2.98,0.93,41.18,123171400.2,27659,4086,1,41.18,CreditCard,Normal,2014-06-13,True
35858,74359,2014-06-06,2014-06-18,2014-06-13,Shipped,True,Unknown,SO74359,10-4030-021837,,14903,-1,Have No SalesPerson,8,-1,Have No CurrencyRate,13332,Have CreditCard,1,20140606,20140618,20140613,1227087Vi51296,68.49,5.48,1.71,75.68,123171475.88,27659,4086,1,75.68,CreditCard,Normal,2014-06-13,True
35859,74360,2014-06-06,2014-06-18,2014-06-13,Shipped,True,Unknown,SO74360,10-4030-027318,,22192,-1,Have No SalesPerson,7,-1,Have No CurrencyRate,3735,Have CreditCard,1,20140606,20140618,20140613,728543Vi16836,42.97,3.44,1.07,47.48,123171523.36,27659,4086,1,47.48,CreditCard,Normal,2014-06-13,True
35860,74361,2014-06-06,2014-06-18,2014-06-13,Shipped,True,Unknown,SO74361,10-4030-013677,,3911,-1,Have No SalesPerson,8,-1,Have No CurrencyRate,23261,Have CreditCard,1,20140606,20140618,20140613,328970Vi94168,39.98,3.2,1.0,44.18,123171567.54,27659,4086,1,44.18,CreditCard,Normal,2014-06-13,True
35861,74362,2014-06-06,2014-06-18,2014-06-13,Shipped,True,Unknown,SO74362,10-4030-011218,,1452,-1,Have No SalesPerson,1,-1,Have No CurrencyRate,12709,Have CreditCard,1,20140606,20140618,20140613,129255Vi48161,37.29,2.98,0.93,41.21,123171608.75,27659,4086,2,43.74,CreditCard,Normal,2014-06-13,True
35862,74363,2014-06-06,2014-06-18,2014-06-13,Shipped,True,Unknown,SO74363,10-4030-016133,,6367,-1,Have No SalesPerson,6,-1,Have No CurrencyRate,6553,Have CreditCard,1,20140606,20140618,20140613,330010Vi31320,56.97,4.56,1.42,62.95,123171671.7,27659,4086,3,182.12,CreditCard,Normal,2014-06-13,True
35863,74364,2014-06-06,2014-06-18,2014-06-13,Shipped,True,Unknown,SO74364,10-4030-011435,,1669,-1,Have No SalesPerson,8,-1,Have No CurrencyRate,12302,Have CreditCard,1,20140606,20140618,20140613,330849Vi46072,34.99,2.8,0.87,38.66,123171710.36,27659,4086,1,38.66,CreditCard,Normal,2014-06-13,True
35864,74341,2014-06-06,2014-06-18,2014-06-13,Shipped,True,Unknown,SO74341,10-4030-018730,,11796,-1,Have No SalesPerson,9,-1,Have No CurrencyRate,11728,Have CreditCard,1,20140606,20140618,20140613,418840Vi43316,2.29,0.18,0.06,2.53,123171712.89,27659,4086,2,43.37,CreditCard,Normal,2014-06-13,True
35865,74349,2014-06-06,2014-06-18,2014-06-13,Shipped,True,Unknown,SO74349,10-4030-023020,,16086,-1,Have No SalesPerson,1,-1,Have No CurrencyRate,14459,Have CreditCard,1,20140606,20140618,20140613,1022833Vi57245,106.93,8.55,2.67,118.16,123171831.05,27659,4086,1,118.16,CreditCard,Normal,2014-06-13,True
35866,74336,2014-06-06,2014-06-18,2014-06-13,Shipped,True,Unknown,SO74336,10-4030-012696,,2930,-1,Have No SalesPerson,9,-1,Have No CurrencyRate,3335,Have CreditCard,1,20140606,20140618,20140613,1016978Vi14605,24.99,2.0,0.62,27.61,123171858.66,27659,4074,3,256.32,CreditCard,Normal,2014-06-13,True
35867,74337,2014-06-06,2014-06-18,2014-06-13,Shipped,True,Unknown,SO74337,10-4030-020309,,13375,-1,Have No SalesPerson,9,-1,Have No CurrencyRate,2610,Have CreditCard,1,20140606,20140618,20140613,117951Vi10835,68.49,5.48,1.71,75.68,123171934.34,27659,4086,1,75.68,CreditCard,Normal,2014-06-13,True
35868,74338,2014-06-06,2014-06-18,2014-06-13,Shipped,True,Unknown,SO74338,10-4030-014019,,4253,-1,Have No SalesPerson,9,-1,Have No CurrencyRate,4349,Have CreditCard,1,20140606,20140618,20140613,1218497Vi20089,36.59,2.93,0.91,40.43,123171974.77,27659,4086,2,68.04,CreditCard,Normal,2014-06-13,True
35869,74339,2014-06-06,2014-06-18,2014-06-13,Shipped,True,Unknown,SO74339,10-4030-017296,,7530,-1,Have No SalesPerson,9,-1,Have No CurrencyRate,17030,Have CreditCard,1,20140606,20140618,20140613,718671Vi70811,49.99,4.0,1.25,55.24,123172030.01,27659,4086,2,125.93,CreditCard,Normal,2014-06-13,True
35870,74340,2014-06-06,2014-06-18,2014-06-13,Shipped,True,Unknown,SO74340,10-4030-019587,,12653,-1,Have No SalesPerson,9,-1,Have No CurrencyRate,23466,Have CreditCard,1,20140606,20140618,20140613,718793Vi95475,93.46,7.48,2.34,103.27,123172133.28,27659,4086,2,127.02,CreditCard,Normal,2014-06-13,True
35871,74350,2014-06-06,2014-06-18,2014-06-13,Shipped,True,Unknown,SO74350,10-4030-016071,,6305,-1,Have No SalesPerson,6,-1,Have No CurrencyRate,11448,Have CreditCard,1,20140606,20140618,20140613,522858Vi41912,36.59,2.93,0.91,40.43,123172173.71,27659,4086,3,114.42,CreditCard,Normal,2014-06-13,True
35872,74342,2014-06-06,2014-06-18,2014-06-13,Shipped,True,Unknown,SO74342,10-4030-011668,,1902,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,2127,Have CreditCard,1,20140606,20140618,20140613,520557Vi8170,53.99,4.32,1.35,59.66,123172233.37,27659,4086,2,142.51,CreditCard,Normal,2014-06-13,True
35873,74344,2014-06-06,2014-06-18,2014-06-13,Shipped,True,Unknown,SO74344,10-4030-014371,,4605,-1,Have No SalesPerson,6,-1,Have No CurrencyRate,17427,Have CreditCard,1,20140606,20140618,20140613,222362Vi72948,32.6,2.61,0.82,36.02,123172269.39,27659,4086,3,132.45,CreditCard,Normal,2014-06-13,True
35874,74345,2014-06-06,2014-06-18,2014-06-13,Shipped,True,Unknown,SO74345,10-4030-021703,,14769,-1,Have No SalesPerson,6,-1,Have No CurrencyRate,12711,Have CreditCard,1,20140606,20140618,20140613,622502Vi48176,29.98,2.4,0.75,33.13,123172302.52,27659,4086,2,48.58,CreditCard,Normal,2014-06-13,True
35875,74346,2014-06-06,2014-06-18,2014-06-13,Shipped,True,Unknown,SO74346,10-4030-025881,,18947,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,3691,Have CreditCard,1,20140606,20140618,20140613,1122663Vi16568,24.99,2.0,0.62,27.61,123172330.13,27659,4086,1,27.61,CreditCard,Normal,2014-06-13,True
35876,74347,2014-06-06,2014-06-18,2014-06-13,Shipped,True,Unknown,SO74347,10-4030-020087,,13153,-1,Have No SalesPerson,6,-1,Have No CurrencyRate,19452,Have CreditCard,1,20140606,20140618,20140613,522712Vi83206,27.28,2.18,0.68,30.14,123172360.27,27659,4086,2,124.6,CreditCard,Normal,2014-06-13,True
35877,74348,2014-06-06,2014-06-18,2014-06-13,Shipped,True,Unknown,SO74348,10-4030-023243,,16309,-1,Have No SalesPerson,1,-1,Have No CurrencyRate,7603,Have CreditCard,1,20140606,20140618,20140613,1022757Vi36707,34.98,2.8,0.87,38.65,123172398.92,27659,4086,1,38.65,CreditCard,Normal,2014-06-13,True
35878,74343,2014-06-06,2014-06-18,2014-06-13,Shipped,True,Unknown,SO74343,10-4030-027190,,22064,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,7119,Have CreditCard,1,20140606,20140618,20140613,621713Vi34248,36.27,2.9,0.91,40.08,123172439.0,27659,4086,1,40.08,CreditCard,Normal,2014-06-13,True
35879,74402,2014-06-07,2014-06-19,2014-06-14,Shipped,True,Unknown,SO74402,10-4030-023978,,17044,-1,Have No SalesPerson,10,-1,Have No CurrencyRate,23708,Have CreditCard,1,20140607,20140619,20140614,1127482Vi96765,39.98,3.2,1.0,44.18,123172483.18,27659,4085,1,44.18,CreditCard,Normal,2014-06-14,True
35880,74401,2014-06-07,2014-06-19,2014-06-14,Shipped,True,Unknown,SO74401,10-4030-013611,,3845,-1,Have No SalesPerson,7,-1,Have No CurrencyRate,16905,Have CreditCard,1,20140607,20140619,20140614,227222Vi70184,38.88,3.11,0.97,42.96,123172526.14,27659,4085,1,42.96,CreditCard,Normal,2014-06-14,True
35881,74400,2014-06-07,2014-06-19,2014-06-14,Shipped,True,Unknown,SO74400,10-4030-013798,,4032,-1,Have No SalesPerson,10,-1,Have No CurrencyRate,14518,Have CreditCard,1,20140607,20140619,20140614,926789Vi57522,100.09,8.01,2.5,110.6,123172636.74,27659,4085,2,150.68,CreditCard,Normal,2014-06-14,True
35882,74399,2014-06-07,2014-06-19,2014-06-14,Shipped,True,Unknown,SO74399,10-4030-018642,,11708,-1,Have No SalesPerson,6,-1,Have No CurrencyRate,507,Have CreditCard,1,20140607,20140619,20140614,326068Vi2400,146.43,11.71,3.66,161.81,123172798.55,27659,4085,2,239.13,CreditCard,Normal,2014-06-14,True
35883,74398,2014-06-07,2014-06-19,2014-06-14,Shipped,True,Unknown,SO74398,10-4030-014340,,4574,-1,Have No SalesPerson,1,-1,Have No CurrencyRate,13308,Have CreditCard,1,20140607,20140619,20140614,825951Vi51147,21.98,1.76,0.55,24.29,123172822.84,27659,4085,1,24.29,CreditCard,Normal,2014-06-14,True
35884,74397,2014-06-07,2014-06-19,2014-06-14,Shipped,True,Unknown,SO74397,10-4030-014482,,4716,-1,Have No SalesPerson,1,-1,Have No CurrencyRate,13287,Have CreditCard,1,20140607,20140619,20140614,125788Vi51050,89.97,7.2,2.25,99.42,123172922.26,27659,4085,1,99.42,CreditCard,Normal,2014-06-14,True
35885,74396,2014-06-07,2014-06-19,2014-06-14,Shipped,True,Unknown,SO74396,10-4030-016070,,6304,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,24194,Have CreditCard,1,20140607,20140619,20140614,325303Vi99440,39.98,3.2,1.0,44.18,123172966.44,27659,4085,1,44.18,CreditCard,Normal,2014-06-14,True
35886,74395,2014-06-07,2014-06-19,2014-06-14,Shipped,True,Unknown,SO74395,10-4030-016239,,6473,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,4448,Have CreditCard,1,20140607,20140619,20140614,1125233Vi20639,39.98,3.2,1.0,44.18,123173010.62,27659,4085,1,44.18,CreditCard,Normal,2014-06-14,True
35887,74394,2014-06-07,2014-06-19,2014-06-14,Shipped,True,Unknown,SO74394,10-4030-016883,,7117,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,21765,Have CreditCard,1,20140607,20140619,20140614,824983Vi85948,48.97,3.92,1.22,54.11,123173064.73,27659,4085,1,54.11,CreditCard,Normal,2014-06-14,True
35888,74393,2014-06-07,2014-06-19,2014-06-14,Shipped,True,Unknown,SO74393,10-4030-024663,,17729,-1,Have No SalesPerson,6,-1,Have No CurrencyRate,16037,Have CreditCard,1,20140607,20140619,20140614,824972Vi65523,58.98,4.72,1.47,65.17,123173129.9,27659,4085,1,65.17,CreditCard,Normal,2014-06-14,True
35889,74392,2014-06-07,2014-06-19,2014-06-14,Shipped,True,Unknown,SO74392,10-4030-017549,,7783,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,7026,Have CreditCard,1,20140607,20140619,20140614,824788Vi33722,39.98,3.2,1.0,44.18,123173174.08,27659,4085,1,44.18,CreditCard,Normal,2014-06-14,True
35890,74391,2014-06-07,2014-06-19,2014-06-14,Shipped,True,Unknown,SO74391,10-4030-020276,,13342,-1,Have No SalesPerson,1,-1,Have No CurrencyRate,12955,Have CreditCard,1,20140607,20140619,20140614,924272Vi49446,128.97,10.32,3.22,142.51,123173316.59,27659,4085,1,142.51,CreditCard,Normal,2014-06-14,True
35891,74390,2014-06-07,2014-06-19,2014-06-14,Shipped,True,Unknown,SO74390,10-4030-020491,,13557,-1,Have No SalesPerson,1,-1,Have No CurrencyRate,18349,Have CreditCard,1,20140607,20140619,20140614,324159Vi77582,23.97,1.92,0.6,26.49,123173343.08,27659,4085,1,26.49,CreditCard,Normal,2014-06-14,True
35892,74403,2014-06-07,2014-06-19,2014-06-14,Shipped,True,Unknown,SO74403,10-4030-022305,,15371,-1,Have No SalesPerson,10,-1,Have No CurrencyRate,1921,Have CreditCard,1,20140607,20140619,20140614,1228030Vi7096,119.96,9.6,3.0,132.56,123173475.64,27659,4085,1,132.56,CreditCard,Normal,2014-06-14,True
35893,74404,2014-06-07,2014-06-19,2014-06-14,Shipped,True,Unknown,SO74404,10-4030-024042,,17108,-1,Have No SalesPerson,8,-1,Have No CurrencyRate,6045,Have CreditCard,1,20140607,20140619,20140614,1228103Vi28895,12.98,1.04,0.32,14.34,123173489.98,27659,4085,1,14.34,CreditCard,Normal,2014-06-14,True
35894,74405,2014-06-07,2014-06-19,2014-06-14,Shipped,True,Unknown,SO74405,10-4030-026863,,21737,-1,Have No SalesPerson,10,-1,Have No CurrencyRate,8117,Have CreditCard,1,20140607,20140619,20140614,928107Vi39299,3.99,0.32,0.1,4.41,123173494.39,27659,4085,1,4.41,CreditCard,Normal,2014-06-14,True
35895,74406,2014-06-07,2014-06-19,2014-06-14,Shipped,True,Unknown,SO74406,10-4030-025790,,18856,-1,Have No SalesPerson,7,-1,Have No CurrencyRate,17533,Have CreditCard,1,20140607,20140619,20140614,528125Vi73492,69.46,5.56,1.74,76.75,123173571.14,27659,4085,1,76.75,CreditCard,Normal,2014-06-14,True
35896,74407,2014-06-07,2014-06-19,2014-06-14,Shipped,True,Unknown,SO74407,10-4030-024185,,17251,-1,Have No SalesPerson,7,-1,Have No CurrencyRate,15991,Have CreditCard,1,20140607,20140619,20140614,728769Vi65321,7.28,0.58,0.18,8.04,123173579.18,27659,4085,1,8.04,CreditCard,Normal,2014-06-14,True
35897,74408,2014-06-07,2014-06-19,2014-06-14,Shipped,True,Unknown,SO74408,10-4030-014992,,5226,-1,Have No SalesPerson,10,-1,Have No CurrencyRate,2748,Have CreditCard,1,20140607,20140619,20140614,1128851Vi11596,36.27,2.9,0.91,40.08,123173619.26,27659,4085,2,117.42,CreditCard,Normal,2014-06-14,True
35898,74415,2014-06-07,2014-06-19,2014-06-14,Shipped,True,Unknown,SO74415,10-4030-011597,,1831,-1,Have No SalesPerson,7,-1,Have No CurrencyRate,2518,Have CreditCard,1,20140607,20140619,20140614,130824Vi10335,34.99,2.8,0.87,38.66,123173657.92,27659,4085,1,38.66,CreditCard,Normal,2014-06-14,True
35899,74414,2014-06-07,2014-06-19,2014-06-14,Shipped,True,Unknown,SO74414,10-4030-016849,,7083,-1,Have No SalesPerson,6,-1,Have No CurrencyRate,17025,Have CreditCard,1,20140607,20140619,20140614,230441Vi70800,56.97,4.56,1.42,62.95,123173720.87,27659,4085,2,195.53,CreditCard,Normal,2014-06-14,True
35900,74413,2014-06-07,2014-06-19,2014-06-14,Shipped,True,Unknown,SO74413,10-4030-012417,,2651,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,18171,Have CreditCard,1,20140607,20140619,20140614,630125Vi76702,59.27,4.74,1.48,65.49,123173786.36,27659,4085,1,65.49,CreditCard,Normal,2014-06-14,True
35901,74412,2014-06-07,2014-06-19,2014-06-14,Shipped,True,Unknown,SO74412,10-4030-012890,,3124,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,17755,Have CreditCard,1,20140607,20140619,20140614,1129620Vi74578,71.97,5.76,1.8,79.53,123173865.89,27659,4085,1,79.53,CreditCard,Normal,2014-06-14,True
35902,74411,2014-06-07,2014-06-19,2014-06-14,Shipped,True,Unknown,SO74411,10-4030-012203,,2437,-1,Have No SalesPerson,6,-1,Have No CurrencyRate,17765,Have CreditCard,1,20140607,20140619,20140614,729305Vi74638,42.28,3.38,1.06,46.72,123173912.61,27659,4085,4,221.21,CreditCard,Normal,2014-06-14,True
35903,74410,2014-06-07,2014-06-19,2014-06-14,Shipped,True,Unknown,SO74410,10-4030-011985,,2219,-1,Have No SalesPerson,1,-1,Have No CurrencyRate,7254,Have CreditCard,1,20140607,20140619,20140614,929230Vi34992,39.99,3.2,1.0,44.19,123173956.8,27659,4085,2,99.43,CreditCard,Normal,2014-06-14,True
35904,74409,2014-06-07,2014-06-19,2014-06-14,Shipped,True,Unknown,SO74409,10-4030-027793,,22667,-1,Have No SalesPerson,7,-1,Have No CurrencyRate,6888,Have CreditCard,1,20140607,20140619,20140614,728864Vi32989,54.98,4.4,1.37,60.75,123174017.55,27659,4085,1,60.75,CreditCard,Normal,2014-06-14,True
35905,74388,2014-06-07,2014-06-19,2014-06-14,Shipped,True,Unknown,SO74388,10-4030-021395,,14461,-1,Have No SalesPerson,1,-1,Have No CurrencyRate,16449,Have CreditCard,1,20140607,20140619,20140614,223494Vi67712,98.97,7.92,2.47,109.36,123174126.91,27659,4085,1,109.36,CreditCard,Normal,2014-06-14,True
35906,74365,2014-06-07,2014-06-19,2014-06-14,Shipped,True,Unknown,SO74365,10-4030-015758,,5992,-1,Have No SalesPerson,9,-1,Have No CurrencyRate,6689,Have CreditCard,1,20140607,20140619,20140614,917113Vi32002,63.97,5.12,1.6,70.69,123174197.6,27659,4066,2,109.35,CreditCard,Normal,2014-06-14,True
35907,74366,2014-06-07,2014-06-19,2014-06-14,Shipped,True,Unknown,SO74366,10-4030-015186,,5420,-1,Have No SalesPerson,9,-1,Have No CurrencyRate,23957,Have CreditCard,1,20140607,20140619,20140614,217194Vi98132,27.28,2.18,0.68,30.14,123174227.74,27659,4085,2,95.87,CreditCard,Normal,2014-06-14,True
35908,74367,2014-06-07,2014-06-19,2014-06-14,Shipped,True,Unknown,SO74367,10-4030-019651,,12717,-1,Have No SalesPerson,9,-1,Have No CurrencyRate,21917,Have CreditCard,1,20140607,20140619,20140614,717347Vi86792,59.25,4.74,1.48,65.47,123174293.21,27659,4085,1,65.47,CreditCard,Normal,2014-06-14,True
35909,74368,2014-06-07,2014-06-19,2014-06-14,Shipped,True,Unknown,SO74368,10-4030-016633,,6867,-1,Have No SalesPerson,9,-1,Have No CurrencyRate,4270,Have CreditCard,1,20140607,20140619,20140614,117349Vi19707,29.99,2.4,0.75,33.14,123174326.35,27659,4085,2,112.24,CreditCard,Normal,2014-06-14,True
35910,74369,2014-06-07,2014-06-19,2014-06-14,Shipped,True,Unknown,SO74369,10-4030-023530,,16596,-1,Have No SalesPerson,9,-1,Have No CurrencyRate,11732,Have CreditCard,1,20140607,20140619,20140614,217961Vi43336,39.98,3.2,1.0,44.18,123174370.53,27659,4085,1,44.18,CreditCard,Normal,2014-06-14,True
35911,74370,2014-06-07,2014-06-19,2014-06-14,Shipped,True,Unknown,SO74370,10-4030-014675,,4909,-1,Have No SalesPerson,9,-1,Have No CurrencyRate,18889,Have CreditCard,1,20140607,20140619,20140614,218667Vi80215,49.99,4.0,1.25,55.24,123174425.77,27659,4085,2,262.96,CreditCard,Normal,2014-06-14,True
35912,74371,2014-06-07,2014-06-19,2014-06-14,Shipped,True,Unknown,SO74371,10-4030-014684,,4918,-1,Have No SalesPerson,9,-1,Have No CurrencyRate,6511,Have CreditCard,1,20140607,20140619,20140614,419015Vi31120,54.99,4.4,1.37,60.76,123174486.53,27659,4085,3,103.35,CreditCard,Normal,2014-06-14,True
35913,74372,2014-06-07,2014-06-19,2014-06-14,Shipped,True,Unknown,SO74372,10-4030-018330,,11396,-1,Have No SalesPerson,9,-1,Have No CurrencyRate,13522,Have CreditCard,1,20140607,20140619,20140614,419051Vi52386,53.99,4.32,1.35,59.66,123174546.19,27659,4085,2,98.31,CreditCard,Normal,2014-06-14,True
35914,74373,2014-06-07,2014-06-19,2014-06-14,Shipped,True,Unknown,SO74373,10-4030-011091,,1325,-1,Have No SalesPerson,6,-1,Have No CurrencyRate,14698,Have CreditCard,1,20140607,20140619,20140614,920477Vi58449,34.99,2.8,0.87,38.66,123174584.85,27659,4082,28,1314.19,CreditCard,Normal,2014-06-14,True
35915,74374,2014-06-07,2014-06-19,2014-06-14,Shipped,True,Unknown,SO74374,10-4030-014265,,4499,-1,Have No SalesPerson,6,-1,Have No CurrencyRate,23137,Have CreditCard,1,20140607,20140619,20140614,1220526Vi93582,53.99,4.32,1.35,59.66,123174644.51,27659,4085,5,237.82,CreditCard,Normal,2014-06-14,True
35916,74375,2014-06-07,2014-06-19,2014-06-14,Shipped,True,Unknown,SO74375,10-4030-011644,,1878,-1,Have No SalesPerson,1,-1,Have No CurrencyRate,15734,Have CreditCard,1,20140607,20140619,20140614,320626Vi63981,2.29,0.18,0.06,2.53,123174647.04,27659,4085,2,46.72,CreditCard,Normal,2014-06-14,True
35917,74376,2014-06-07,2014-06-19,2014-06-14,Shipped,True,Unknown,SO74376,10-4030-011309,,1543,-1,Have No SalesPerson,1,-1,Have No CurrencyRate,4906,Have CreditCard,1,20140607,20140619,20140614,720665Vi22934,2.29,0.18,0.06,2.53,123174649.57,27659,4085,2,46.72,CreditCard,Normal,2014-06-14,True
35918,74378,2014-06-07,2014-06-19,2014-06-14,Shipped,True,Unknown,SO74378,10-4030-028863,,23737,-1,Have No SalesPerson,1,-1,Have No CurrencyRate,12478,Have CreditCard,1,20140607,20140619,20140614,1121085Vi47023,63.97,5.12,1.6,70.69,123174720.26,27659,4085,1,70.69,CreditCard,Normal,2014-06-14,True
35919,74389,2014-06-07,2014-06-19,2014-06-14,Shipped,True,Unknown,SO74389,10-4030-020393,,13459,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,21558,Have CreditCard,1,20140607,20140619,20140614,1123804Vi84717,14.98,1.2,0.37,16.55,123174736.81,27659,4085,1,16.55,CreditCard,Normal,2014-06-14,True
35920,74387,2014-06-07,2014-06-19,2014-06-14,Shipped,True,Unknown,SO74387,10-4030-023590,,16656,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,3047,Have CreditCard,1,20140607,20140619,20140614,1023245Vi13125,69.97,5.6,1.75,77.32,123174814.13,27659,4085,1,77.32,CreditCard,Normal,2014-06-14,True
35921,74386,2014-06-07,2014-06-19,2014-06-14,Shipped,True,Unknown,SO74386,10-4030-026108,,19174,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,22078,Have CreditCard,1,20140607,20140619,20140614,322478Vi87744,32.27,2.58,0.81,35.66,123174849.79,27659,4085,1,35.66,CreditCard,Normal,2014-06-14,True
35922,74385,2014-06-07,2014-06-19,2014-06-14,Shipped,True,Unknown,SO74385,10-4030-025178,,18244,-1,Have No SalesPerson,1,-1,Have No CurrencyRate,6237,Have CreditCard,1,20140607,20140619,20140614,122054Vi29881,36.59,2.93,0.91,40.43,123174890.22,27659,4085,1,40.43,CreditCard,Normal,2014-06-14,True
35923,74384,2014-06-07,2014-06-19,2014-06-14,Shipped,True,Unknown,SO74384,10-4030-016948,,7182,-1,Have No SalesPerson,6,-1,Have No CurrencyRate,17342,Have CreditCard,1,20140607,20140619,20140614,922027Vi72502,71.58,5.73,1.79,79.1,123174969.32,27659,4085,3,274.05,CreditCard,Normal,2014-06-14,True
35924,74383,2014-06-07,2014-06-19,2014-06-14,Shipped,True,Unknown,SO74383,10-4030-016800,,7034,-1,Have No SalesPerson,6,-1,Have No CurrencyRate,3221,Have CreditCard,1,20140607,20140619,20140614,322007Vi13966,36.59,2.93,0.91,40.43,123175009.75,27659,4085,3,83.8,CreditCard,Normal,2014-06-14,True
