PRODUCTINVENTORYKEY,PRODUCTID,PRODUCTKEY,LOCATIONID,LOCATIONNAME,COSTRATE,AVAILABILITY,LOCATIONMODIFIEDDATE,SHELF,BIN,QUANTITY,PROHISMODIFIEDDATE,ISCURRENT,STARTDATE,ENDDATE,HASHDIFF
1340,827,476,6,Miscellaneous Storage,0.0,0.0,2008-04-30,A,12,412,2012-04-30,True,2006-06-23,9999-12-31 00:00:00,0dbb033c0abd028a39d0a92b7753105876443ffad346c41c409b23ec2d145277
1341,827,476,50,Subassembly,12.25,120.0,2008-04-30,V,5,425,2012-04-30,True,2006-06-23,9999-12-31 00:00:00,24e4927223cda1aa8773eade3aa1dddd8f04921e7ccec9f29e8a71551cbd649f
1342,828,472,6,Miscellaneous Storage,0.0,0.0,2008-04-30,A,12,432,2012-04-30,True,2006-06-23,9999-12-31 00:00:00,5b6030ddd12350e9f8f20c5902000caa978953cab3a56357b6d0ac6c1f5ce4f6
1343,828,472,50,Subassembly,12.25,120.0,2008-04-30,V,6,284,2012-04-30,True,2006-06-23,9999-12-31 00:00:00,ce89501ddf20a0b99767eb2c9f34e15db88e1a0b3f035080854dc90e577ad091
1344,829,478,6,Miscellaneous Storage,0.0,0.0,2008-04-30,A,12,265,2012-04-30,True,2006-06-23,9999-12-31 00:00:00,af34bbd3b2d927d0e2268fbbf45b6d60183ecf5c42f16adfcf0842df53eb5b9a
1345,829,478,50,Subassembly,12.25,120.0,2008-04-30,V,7,476,2012-04-30,True,2006-06-23,9999-12-31 00:00:00,674e8f5884fe04c862318fa13e953bdb1f6fdab008008e650237883a62ada557
1346,841,459,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,288,2012-04-30,True,2006-06-23,9999-12-31 00:00:00,5fb554d5634d79dcc9880fb6bec66ae22f8187bc297cdfdd5e617433d018022d
1347,842,464,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,72,2012-04-30,True,2006-06-23,9999-12-31 00:00:00,f7c922a06be9179352959703c6aaf0387a074c36606c40380c259f1a38a74d52
1348,843,505,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,252,2012-04-30,True,2006-06-23,9999-12-31 00:00:00,8bc7480c17d9362167a5e9981cbcf740ad8dab91c8f1d0a18fda8083d959a0f0
1349,844,529,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,288,2012-04-30,True,2006-06-23,9999-12-31 00:00:00,7ac7f0d07813b65ccb1ae9beb29e28f633cc8a2aac992977626418c1a3c98b6f
1350,845,528,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,324,2012-04-30,True,2006-06-23,9999-12-31 00:00:00,4188f969290283f12c53b01579ef6395cae835b155f5e3e8dd7eb2ccf299ea53
1351,846,46,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,144,2012-04-30,True,2006-06-23,9999-12-31 00:00:00,a45b8a92d8ebd015488c0ba15fd1b7555000fb33c8c02c77ae473ac357e87452
1352,847,45,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,180,2012-04-30,True,2006-06-23,9999-12-31 00:00:00,5daaf42e5892c9d800e16a449219b72b55e68fdd76499838a021fdfd30f70c9d
1353,848,44,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,216,2012-04-30,True,2006-06-23,9999-12-31 00:00:00,436a0c5af7a3a3577c153d003c730a22b75cf2b40092a7a27079f5dc46d1be01
1354,849,460,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,108,2012-04-30,True,2006-06-23,9999-12-31 00:00:00,6a3f38aa363fb3f7821121d246012a4a17432b5acd9727252460a38f7de2a160
1355,850,461,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,144,2012-04-30,True,2006-06-23,9999-12-31 00:00:00,1dfee1da51b90d6b7d2acd785d0f2336b64ba9c02f2f720ba083b5a2db23fc06
1356,851,462,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,180,2012-04-30,True,2006-06-23,9999-12-31 00:00:00,d428d2066b1e6f250b9d3ebd422ed1fa3bdd743da7c810261d0fef906f3031b9
1357,852,469,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,324,2012-04-30,True,2006-06-23,9999-12-31 00:00:00,b888a102119de7057c9ef245b70e1a20c5146e309ef5497d0e657f2d2ab04582
1358,853,470,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,0,2012-04-30,True,2006-06-23,9999-12-31 00:00:00,02e99e6a490b6412360e6d7ce621685d2b73eec6e0a4d56ba9898a2cc527be6b
1359,854,471,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,36,2012-04-30,True,2006-06-23,9999-12-31 00:00:00,386fb135e41e6cb2205f24bb8ae1ee21b3b40be0e4dff04a0ad30e24d96c0fba
1360,855,490,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,72,2012-04-30,True,2006-06-23,9999-12-31 00:00:00,b15ef829fde71d099722c8d8e1e5a00835d60613928ac8b6fe73d0678cd9c030
1361,856,491,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,108,2012-04-30,True,2006-06-23,9999-12-31 00:00:00,fba94d68c6e51ee5bd3e31d5cb19bb9d361f1ef19c9361c3912075eae87f75a0
1362,857,492,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,144,2012-04-30,True,2006-06-23,9999-12-31 00:00:00,dad30b93051f0cba7cf62f28b6969abafc56614cb447ea22f178824a2a512a59
1363,858,431,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,324,2012-04-30,True,2006-06-23,9999-12-31 00:00:00,09abc3e70e541b9399a51b8ce2f04a320acdd2c15186f40a853fc1b2e162824f
1364,859,432,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,0,2012-04-30,True,2006-06-23,9999-12-31 00:00:00,40d9e342a2f9918f77045890c6a803550303be9908245d83438cd697f1664156
1365,860,433,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,36,2012-04-30,True,2006-06-23,9999-12-31 00:00:00,5709a8424b2bb78c292fc4ab8b5b2aeef65dea995067f46c613ee3a756416c7f
1366,861,428,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,72,2012-04-30,True,2006-06-23,9999-12-31 00:00:00,95f18a70ce50c1ef93ab7607a85323ae6b7d9dcec4d216c0147831b54f8064c5
1367,862,429,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,108,2012-04-30,True,2006-06-23,9999-12-31 00:00:00,335ce3df82d3a50adbe8817e5578f971b4fc950105cb1149990fa02254825d57
1368,863,430,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,144,2012-04-30,True,2006-06-23,9999-12-31 00:00:00,079aae868109b41b7b3fcf531d1fe25172856c4181ca78342aca8f586e45fd5a
1369,864,49,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,180,2013-04-30,True,2006-06-23,9999-12-31 00:00:00,1892729f110031d1b94176600b2a617932bfc8bb8e4cb4ca0b25397bd082355e
1370,865,50,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,216,2013-04-30,True,2006-06-23,9999-12-31 00:00:00,e3b08b1d1353616f5e94474ac80206383e588caa6edb9bfe6fc64efa0591bf8a
1371,866,51,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,252,2013-04-30,True,2006-06-23,9999-12-31 00:00:00,332698eec03d07652f1694a6dc013efeea2065c28cf63bc14a0f5ccf144bca56
1372,867,456,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,216,2013-04-30,True,2006-06-23,9999-12-31 00:00:00,6b8bb71d67f53267403074082c373944e0c67d5df4da280eaf2e7ca9bd9a55cf
1373,868,457,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,252,2013-04-30,True,2006-06-23,9999-12-31 00:00:00,6aa9c6628601ab1517506083c84b5a1f10d4fdeabf0697c07de6d49c8300ddc8
1374,869,458,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,288,2013-04-30,True,2006-06-23,9999-12-31 00:00:00,94916063b05ee7a2e0a34c4663df39d738bd413e4f1172eac961440d64310a56
1375,870,445,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,252,2013-04-30,True,2006-06-23,9999-12-31 00:00:00,4ef0a0052492cb193199d9c1611dcc24dd3425851772d7be7e93336294dbe99f
1376,871,443,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,288,2013-04-30,True,2006-06-23,9999-12-31 00:00:00,2463a57d28116a4cc9796510685d32107ce6cc194fe12f8befe27507579300a6
1377,872,444,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,324,2013-04-30,True,2006-06-23,9999-12-31 00:00:00,b36dca8c9d64f6d20c06aa36e1b745f10eaf5b4001636dae9d0ca24c2cf7536d
1378,873,504,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,180,2013-04-30,True,2006-06-23,9999-12-31 00:00:00,402cada5be77f069e1824c081352ea90bf8c19f731a126f0e49777d58f6564c4
1379,874,488,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,252,2013-04-30,True,2006-06-23,9999-12-31 00:00:00,3c7c9d2cc531840a34c74f84402a127b07334953bd1da1102b4f831d573f08f7
1380,875,489,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,288,2013-04-30,True,2006-06-23,9999-12-31 00:00:00,2ae3ff2a8577505a858f032acd39316f466f8d01ca041c5f15de60284e0c960e
1381,876,308,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,0,2013-04-30,True,2006-06-23,9999-12-31 00:00:00,59a238269fa6ead3ec09dd5e89971be5d4e7e35de84a3f3a5fb7d7a571bfcd62
1382,877,548,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,36,2013-04-30,True,2006-06-23,9999-12-31 00:00:00,759eaac7c10d258373fb1ddcdb154d7d99b47e038cb320f41fb03f3c5d8cb71e
1383,878,312,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,108,2013-04-30,True,2006-06-23,9999-12-31 00:00:00,ffa5c133f04ddbb127ed03f6edcc1c356d653ca14aae9d1194ef9460c01dfac1
1384,879,463,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,144,2013-04-30,True,2006-06-23,9999-12-31 00:00:00,146093bb0dd374641f3d6db3dda64c226312c81a47b4a513160770b8798ab1b9
1385,880,465,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,108,2013-04-30,True,2006-06-23,9999-12-31 00:00:00,4b1745f2836278d0b77d02efc7496587bc6a2b046fbf21a9510c1a3e0c81016c
1386,881,389,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,324,2013-04-30,True,2006-06-23,9999-12-31 00:00:00,424230ceab2e370c520a119dc0eadef02478c596a1740f37d930ecbc6eb7afa2
1387,882,390,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,0,2013-04-30,True,2006-06-23,9999-12-31 00:00:00,4ab24bdf8a9f997955d51128738beae36b498e5766b10da771f558e3fa5e92ae
1388,883,391,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,36,2013-04-30,True,2006-06-23,9999-12-31 00:00:00,50dc1b1d168372030280dc1b5437f00523fded6eac1a7b08dedbd240ac0fc169
1389,884,392,7,Finished Goods Storage,0.0,0.0,2008-04-30,N/A,0,72,2013-04-30,True,2006-06-23,9999-12-31 00:00:00,3656d28700dee8197b5b8b96cefce4b83d842e9df717b900bede0266ce9d4dc4
1390,894,47,1,Tool Crib,0.0,0.0,2008-04-30,E,23,337,2013-04-30,True,2006-06-23,9999-12-31 00:00:00,6cd90a3e778456bcb98e8a6c8a4fd5eece7a897b61bcc943277c9594c793061a
1391,894,47,6,Miscellaneous Storage,0.0,0.0,2008-04-30,M,14,355,2013-04-30,True,2006-06-23,9999-12-31 00:00:00,05b71d04b8733ac6dd3f7414a1a4911aa6cab3b3431bcc58668908c089e43f50
1392,894,47,50,Subassembly,12.25,120.0,2008-04-30,W,14,155,2013-04-30,True,2006-06-23,9999-12-31 00:00:00,930c3752e07a311b28470aff0b93829819df0dc3f234264bccf0c1992946c535
1393,907,446,1,Tool Crib,0.0,0.0,2008-04-30,E,19,337,2014-08-12,True,2006-06-23,9999-12-31 00:00:00,7d8f6d7949750222a067829fadebda14fdbbea39488d2f2784ce9d044aa1f5f7
1394,907,446,6,Miscellaneous Storage,0.0,0.0,2008-04-30,M,12,228,2014-08-12,True,2006-06-23,9999-12-31 00:00:00,9d61b7d67d4d6e7ebf33b96d434919690958814221a7b8b387350a3a5484e76d
1395,907,446,50,Subassembly,12.25,120.0,2008-04-30,W,12,158,2014-08-12,True,2006-06-23,9999-12-31 00:00:00,ea0fff9e7e2094165d34f869d2344c8d8b0434c3e6a3529c679c2c0b49c57113
1396,908,440,6,Miscellaneous Storage,0.0,0.0,2008-04-30,D,4,400,2014-08-10,True,2006-06-23,9999-12-31 00:00:00,1af5bf8c4345d41ae79fd6a36ea9df39cd53dd00dd18c9bbb416e7706bbbd2f7
1397,908,440,50,Subassembly,12.25,120.0,2008-04-30,G,8,214,2014-08-10,True,2006-06-23,9999-12-31 00:00:00,4e9e9d7642d20bb63900607d976c192f8c68b807e65fe69c58236c6c43bbed33
1398,908,440,60,Final Assembly,12.25,120.0,2008-04-30,F,11,195,2014-08-10,True,2006-06-23,9999-12-31 00:00:00,876e0cf5619114f07a6cd27d642decd351e46f167009d72ae2ec14dc90baa82e
1399,909,437,6,Miscellaneous Storage,0.0,0.0,2008-04-30,D,5,230,2014-08-10,True,2006-06-23,9999-12-31 00:00:00,7c2e702778bfd626c71bde28c0052d8c8464d8ca1fd299e23a07fe83f825c6bc
1400,909,437,50,Subassembly,12.25,120.0,2008-04-30,G,9,72,2014-08-10,True,2006-06-23,9999-12-31 00:00:00,6b4bad39c14604bc84096e20cdfaab1514e132e9e90bb80bdef8ecd105ce41d8
1401,909,437,60,Final Assembly,12.25,120.0,2008-04-30,F,12,120,2014-08-10,True,2006-06-23,9999-12-31 00:00:00,4289cb742fd592176a322810cfa21c060e5a712d5907b11a7fdfa61fca91722d
1402,910,434,6,Miscellaneous Storage,0.0,0.0,2008-04-30,D,7,91,2014-08-11,True,2006-06-23,9999-12-31 00:00:00,09a4f49b3c849b7d08d4247ad002832aa75c94ee642490f5849bbccfaf2dba15
1403,910,434,50,Subassembly,12.25,120.0,2008-04-30,G,19,168,2014-08-11,True,2006-06-23,9999-12-31 00:00:00,9f56605f088cfd270cd5f2f70ec5348c04d0c8eff745033a42dadedc18a009a5
1404,910,434,60,Final Assembly,12.25,120.0,2008-04-30,F,8,96,2014-08-11,True,2006-06-23,9999-12-31 00:00:00,dd23030bb75a4b538dee4e9032fff8cdccf46e291453f5d694dd407bcbf7ef8e
1405,911,441,6,Miscellaneous Storage,0.0,0.0,2008-04-30,D,8,283,2014-08-11,True,2006-06-23,9999-12-31 00:00:00,76bd73fdf17718a02cf6a69c81ff6c73dd91152ce9939f0bf6c90ba9720b7778
1406,911,441,50,Subassembly,12.25,120.0,2008-04-30,G,20,321,2014-08-11,True,2006-06-23,9999-12-31 00:00:00,c02c0a7c2e411b3161e67c3ac22c69d746ec2705db76ac486b21c7fbb01dfc47
1407,911,441,60,Final Assembly,12.25,120.0,2008-04-30,F,9,302,2014-08-11,True,2006-06-23,9999-12-31 00:00:00,db99becc4b1eb05b0912c0cc14e3b3cb8a67c1eda7fbad63f7c365735092a00f
1408,912,438,6,Miscellaneous Storage,0.0,0.0,2008-04-30,D,9,302,2014-08-11,True,2006-06-23,9999-12-31 00:00:00,c4acbbbd0c43ea2d52508e6c2957493caa7028f2b36cee272659bb508f7e0fc4
1409,912,438,50,Subassembly,12.25,120.0,2008-04-30,G,21,353,2014-08-11,True,2006-06-23,9999-12-31 00:00:00,c8fbba5d5827d45165a3900a81d9d7bb1d58cc1fbcefd7523b35be189a53fd98
1410,912,438,60,Final Assembly,12.25,120.0,2008-04-30,F,10,246,2014-08-11,True,2006-06-23,9999-12-31 00:00:00,ea4b68442b0b2d34f965b798a6537908db639a81d775e24510ec17a3a93ff9cd
1411,913,435,6,Miscellaneous Storage,0.0,0.0,2008-04-30,D,12,169,2014-08-10,True,2006-06-23,9999-12-31 00:00:00,bfc99af657666aece194d7050fe92e8ad365009fdae70c387c454fa25c42480e
1412,913,435,50,Subassembly,12.25,120.0,2008-04-30,G,24,145,2014-08-10,True,2006-06-23,9999-12-31 00:00:00,6e09b66413e2704c7bfcbac216dc00a971a2dddb254c348ecc5aa66b7bcd7ea3
1413,913,435,60,Final Assembly,12.25,120.0,2008-04-30,F,15,153,2014-08-10,True,2006-06-23,9999-12-31 00:00:00,4fbcdb77b47c3a1b6dd857f40c717d176ef2d8df024e6c6d5b75a04e95181bc3
1414,914,442,6,Miscellaneous Storage,0.0,0.0,2008-04-30,D,13,248,2014-08-09,True,2006-06-23,9999-12-31 00:00:00,559517292e7ad7cef8660b965146001a321ffd66db2830afe9f6da2c94332cb1
1415,914,442,50,Subassembly,12.25,120.0,2008-04-30,G,25,171,2014-08-09,True,2006-06-23,9999-12-31 00:00:00,d862bb600bf0bccbcb2f9b05cd4feafac14b177bc4d0804dde6d7961409ed513
1416,914,442,60,Final Assembly,12.25,120.0,2008-04-30,F,16,382,2014-08-09,True,2006-06-23,9999-12-31 00:00:00,5ae6552a8ff75ef6ee0ecfb591e71141d5cd091a4a385a0d12d2e252f33d708a
1417,915,439,6,Miscellaneous Storage,0.0,0.0,2008-04-30,D,18,161,2014-08-09,True,2006-06-23,9999-12-31 00:00:00,40c0347d8ba3fb6f32ad729b338c0d4ed28436628f1903f57b21d7d4baae7541
1418,915,439,50,Subassembly,12.25,120.0,2008-04-30,G,26,83,2014-08-09,True,2006-06-23,9999-12-31 00:00:00,12a9c9e817780fa29f00971dc847c4803a68efcc5c4b9aa46b4016635058cacb
1419,915,439,60,Final Assembly,12.25,120.0,2008-04-30,F,17,158,2014-08-09,True,2006-06-23,9999-12-31 00:00:00,c023fb2be6dc68c1219129681d0a059c6a1f10023eabc878abd7337a3aa2026f
1420,916,436,6,Miscellaneous Storage,0.0,0.0,2008-04-30,D,6,425,2014-07-31,True,2006-06-23,9999-12-31 00:00:00,b344211f0bf9d20f243c328818380c43d6954073014f4dc2e2381582af02900f
1421,916,436,50,Subassembly,12.25,120.0,2008-04-30,G,27,288,2014-07-31,True,2006-06-23,9999-12-31 00:00:00,0ce3d257b1eabfbf0898de6c35c4d775d3f75c5c3720ec5584d289974aba8d5e
1422,916,436,60,Final Assembly,12.25,120.0,2008-04-30,F,4,276,2014-07-31,True,2006-06-23,9999-12-31 00:00:00,479afb2f255e2466eb1c703e96fc875802e5729fd31c7270a1138aa4dd43a5c4
1423,921,501,6,Miscellaneous Storage,0.0,0.0,2008-04-30,L,16,286,2014-08-08,True,2006-06-23,9999-12-31 00:00:00,74e3781044d989a220387e908fbaf94f577d946170354f799511ac53f8d9df05
1424,921,501,50,Subassembly,12.25,120.0,2008-04-30,R,15,243,2014-08-08,True,2006-06-23,9999-12-31 00:00:00,ed5f5127f4d207d196b53221c944032d362f7cf7cae2601b2902022ab81e6f2c
1425,922,503,6,Miscellaneous Storage,0.0,0.0,2008-04-30,L,17,264,2014-08-08,True,2006-06-23,9999-12-31 00:00:00,81208edde28143c8ddc9c2a6ed723b3118d4f8b94bacc90a7be513f82c81cebf
1426,922,503,50,Subassembly,12.25,120.0,2008-04-30,R,17,241,2014-08-08,True,2006-06-23,9999-12-31 00:00:00,c8aa6e6bc1b78f8dbedbe166f52236e559026b88f39544e7df6cdba92891d566
1427,923,502,6,Miscellaneous Storage,0.0,0.0,2008-04-30,L,18,262,2014-08-08,True,2006-06-23,9999-12-31 00:00:00,e12de91d255f6851327b4ec9b773a11be91d92184fb80997cf3336b2a4cb7051
1428,923,502,50,Subassembly,12.25,120.0,2008-04-30,R,18,240,2014-08-08,True,2006-06-23,9999-12-31 00:00:00,8c46a2cb390bd1a241882a8debaab673ec975283a1b3146d10c541af49bc7636
1429,928,498,6,Miscellaneous Storage,0.0,0.0,2008-04-30,L,2,240,2014-08-12,True,2006-06-23,9999-12-31 00:00:00,57ba6777973fa72b00762a7837254011ed05016dace7d5b7656ab02b6bb73b0b
1430,928,498,50,Subassembly,12.25,120.0,2008-04-30,R,1,369,2014-08-12,True,2006-06-23,9999-12-31 00:00:00,3ecdeabd03e976eac5b43994c45d20b5a2838e3d5008db07585286bd5a5b60ab
1431,929,496,6,Miscellaneous Storage,0.0,0.0,2008-04-30,L,3,385,2014-08-12,True,2006-06-23,9999-12-31 00:00:00,cd98f8af8ef5b454f7f9336232313568b22887b7bec788c767dd77b2319fa3cb
1432,929,496,50,Subassembly,12.25,120.0,2008-04-30,R,3,284,2014-08-12,True,2006-06-23,9999-12-31 00:00:00,e632b50bf86d63b1b50e882c5f4e2a43101934d07c4cf4cebc5dda6426398e19
1433,930,494,6,Miscellaneous Storage,0.0,0.0,2008-04-30,L,5,267,2014-08-12,True,2006-06-23,9999-12-31 00:00:00,992adf5aec7b38795af7fec07659a93a867928b70045e29e0b5797b37361946d
1434,930,494,50,Subassembly,12.25,120.0,2008-04-30,R,5,232,2014-08-12,True,2006-06-23,9999-12-31 00:00:00,9ebd72f2924e4a62924456df50bf2089dbd23996d1564f8b3089fa0b0cdfba67
1435,931,500,6,Miscellaneous Storage,0.0,0.0,2008-04-30,L,6,236,2014-08-12,True,2006-06-23,9999-12-31 00:00:00,b0f8827e737ad5d16e74b2195b496ce9843479c290653a348a354cfb3bd47365
1436,931,500,50,Subassembly,12.25,120.0,2008-04-30,R,6,252,2014-08-12,True,2006-06-23,9999-12-31 00:00:00,6f4e5eae974c18a4c6cc335289e07c296066ba4638814c9e83099beca4f477fd
1437,932,499,6,Miscellaneous Storage,0.0,0.0,2008-04-30,L,8,382,2014-08-12,True,2006-06-23,9999-12-31 00:00:00,6ef53442730eff4803237bd2994a71db4785f0287e01b0cb19ca8b8bd5f5e892
1438,932,499,50,Subassembly,12.25,120.0,2008-04-30,R,7,192,2014-08-12,True,2006-06-23,9999-12-31 00:00:00,b8e5fc80cdd0126f485b66fdfcfa6ddd8c1882e1cfddb96f97d5d3b0f546c9b9
1439,933,495,6,Miscellaneous Storage,0.0,0.0,2008-04-30,L,10,299,2014-08-08,True,2006-06-23,9999-12-31 00:00:00,fe1bb90e79f828cc17d5329d48adf98a12e427dd2da3da580c8a73c26b2aa957
1440,933,495,50,Subassembly,12.25,120.0,2008-04-30,R,9,228,2014-08-08,True,2006-06-23,9999-12-31 00:00:00,61ffc89bf956b35e05f694356fa12f0c9a814041fa1ac807592ed4e196df775d
1441,934,497,6,Miscellaneous Storage,0.0,0.0,2008-04-30,L,11,233,2014-08-08,True,2006-06-23,9999-12-31 00:00:00,a712d08c405760cb47b4142f019bdcdda4dcc39f5be3dbaf0ac3cef192eb4809
1442,934,497,50,Subassembly,12.25,120.0,2008-04-30,R,11,249,2014-08-08,True,2006-06-23,9999-12-31 00:00:00,8d428e6212954c739f45ca2f429ca72b222716302537c077ee1ddc3a325ed315
1443,935,9,1,Tool Crib,0.0,0.0,2008-04-30,E,24,174,2014-08-10,True,2006-06-23,9999-12-31 00:00:00,5c78039d10e4a571b0b22dd42fc3b70d849d2d6b41712f5abbcf9a68ae3d04a7
1444,935,9,6,Miscellaneous Storage,0.0,0.0,2008-04-30,M,1,182,2014-08-10,True,2006-06-23,9999-12-31 00:00:00,e9e657ede3650b2703244119f3a80122e81e75d85a6d0571a365bf0f885e8a44
1445,935,9,50,Subassembly,12.25,120.0,2008-04-30,W,1,156,2014-08-10,True,2006-06-23,9999-12-31 00:00:00,c42f3fbe4de2b0061ca2cee863008aa827be98aeffdb3b544096460430b09219
1446,936,7,1,Tool Crib,0.0,0.0,2008-04-30,E,25,172,2014-08-10,True,2006-06-23,9999-12-31 00:00:00,9731967730c8bd90329483286bd9c0db70ab2df0c69e3d8e9bbe0a76fce608f8
1447,936,7,6,Miscellaneous Storage,0.0,0.0,2008-04-30,M,2,180,2014-08-10,True,2006-06-23,9999-12-31 00:00:00,295e21a8a15e34d2ca5f31b2be22cd839ebf05f803b68119cd9050213a44c9e8
1448,936,7,50,Subassembly,12.25,120.0,2008-04-30,W,2,155,2014-08-10,True,2006-06-23,9999-12-31 00:00:00,a0633059141f80a1e93794133ea97859d069a0135ab18f9b625afc7b3c2611fc
1449,937,4,1,Tool Crib,0.0,0.0,2008-04-30,E,20,171,2014-08-11,True,2006-06-23,9999-12-31 00:00:00,b46d37d075aa682b5751af5aba425b5a4c491f38c76dc86dd6faadd06a73e47d
1450,937,4,6,Miscellaneous Storage,0.0,0.0,2008-04-30,M,9,179,2014-08-11,True,2006-06-23,9999-12-31 00:00:00,196bafb76ea3f1427ac734630720fe780366c5c25ebd65dfcad979c83288c685
1451,937,4,50,Subassembly,12.25,120.0,2008-04-30,W,9,153,2014-08-11,True,2006-06-23,9999-12-31 00:00:00,75241e0aaf63948753d80b72b7686aa56c6ec8b6675bc95983b8748e743548bc
1452,938,10,1,Tool Crib,0.0,0.0,2008-04-30,E,21,169,2014-08-11,True,2006-06-23,9999-12-31 00:00:00,de9788b5509e5f3c02bf2de4913a7c8904ed6514266631120a57bee09697e41b
1453,938,10,6,Miscellaneous Storage,0.0,0.0,2008-04-30,M,10,177,2014-08-11,True,2006-06-23,9999-12-31 00:00:00,f068a0ec7639648352a2bc7d80bba9a182a8359c09da9813d862194897f0f968
1454,938,10,50,Subassembly,12.25,120.0,2008-04-30,W,10,152,2014-08-11,True,2006-06-23,9999-12-31 00:00:00,73b079c55a95a41fd4922f45de13e3d3635ad5f031783519d58883f38f104c67
1455,939,8,1,Tool Crib,0.0,0.0,2008-04-30,E,16,168,2014-08-11,True,2006-06-23,9999-12-31 00:00:00,687e7c25435692659ecb6fbd089acd8f53126ef637af0747e6fffd9e99bbd162
1456,939,8,6,Miscellaneous Storage,0.0,0.0,2008-04-30,M,3,176,2014-08-11,True,2006-06-23,9999-12-31 00:00:00,4fefd183f56c21c1b79276b4b5cf6282874860886b800b24c671ce7ae375ed83
1457,939,8,50,Subassembly,12.25,120.0,2008-04-30,W,7,150,2014-08-11,True,2006-06-23,9999-12-31 00:00:00,4dc62925dad8ce48d263a0f84750262b7f9ba07cdfb03e1f3dc65a3ba907f5f7
1458,940,5,1,Tool Crib,0.0,0.0,2008-04-30,E,17,316,2014-08-05,True,2006-06-23,9999-12-31 00:00:00,3bb1eeca6da34ef553392ee38120bcf1cb27c548c513b758b4fd52349a3e4a70
1459,940,5,6,Miscellaneous Storage,0.0,0.0,2008-04-30,M,4,267,2014-08-05,True,2006-06-23,9999-12-31 00:00:00,ab2749c3794f4f263d0ca3bd3ffaf4c0b7e74a1e09d7de2db23184c92598347c
1460,940,5,50,Subassembly,12.25,120.0,2008-04-30,W,8,323,2014-08-05,True,2006-06-23,9999-12-31 00:00:00,2d29f54f3fb79bcfbaf6f6c00b9199b944bd7e502c485b0857041f01d91e2648
1461,941,6,1,Tool Crib,0.0,0.0,2008-04-30,E,14,235,2014-08-09,True,2006-06-23,9999-12-31 00:00:00,4d8531f2bfbe1799b327d0fbaaa3cc14c80fcd3cda480aa6db29aad36ce0bfe7
1462,941,6,6,Miscellaneous Storage,0.0,0.0,2008-04-30,M,5,262,2014-08-09,True,2006-06-23,9999-12-31 00:00:00,73493648ea185c1a72da1b191ff1bc65f562f337bc56048ae9621d6789a764f9
1463,941,6,50,Subassembly,12.25,120.0,2008-04-30,W,3,388,2014-08-09,True,2006-06-23,9999-12-31 00:00:00,c0bd5fd317736f8f318a6c48b39125f72b7251161f232e3f7bf69a19b6276d5f
