WORKORDERROUTINGKEY,WORKORDERID,PRODUCTID,PRODUCTKEY,OPERATIONSEQUENCE,LOCATIONID,LOCATIONNAME,COSTRATE,AVAILABILITY,LOCATIONMODIFIEDDATE,SCHEDULEDSTARTDATE,SCHEDULEDENDDATE,ACTUALSTARTDATE,ACTUALENDDATE,ACTUALRESOURCEHRS,PLANNEDCOST,ACTUALCOST,ROUTINGMODIFIEDDATE,SCRAPREASONNAME,SCRAPMODIFIEDDATE,ISCURRENT,STARTDATE,ENDDATE,HASHDIFF
55589,52462,971,516,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,4.0,49.0,49.0,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,adf615831c9df27e74fd2004dc0ff47e163e64c74fa80705df1785eec3b07394
55590,52463,973,326,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,4.0,49.0,49.0,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,3bf1477a5b4d8e3305bab31f4f18da06261364554aec525b0e144f06ec3a69fb
55591,52464,975,328,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,4.0,49.0,49.0,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,419b3374f2d766b8fe4f5d8f586bf6b4f7691c1cdf8a12a582b62388d0989dc9
55592,52465,976,329,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,4.0,49.0,49.0,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,0026228925a4860ae7e1da19176a03f315524f4aed148c30a9f80428792273bc
55593,52466,981,30,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,4.0,49.0,49.0,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,acb4778d00182972ec2f968c1ab37d425f51e78a4ff8e9b4127f5ea84e272fc8
55594,52467,986,35,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,4.0,49.0,49.0,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,54d762446ae9a8980e6ba8eba7358dcef0af9d6b7720cb86a1f6adeadc4ce9ea
55595,52468,989,38,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,4.0,49.0,49.0,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,741e8c65184893ef4d7fd1e72619e1f75518623a36e2a9e69a90e0aaf48a109a
55596,52469,990,39,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,4.0,49.0,49.0,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,a0aed98e9b6ae974c30f78c3b9bb724d603d99f97ea5f0288c08eb6028158b0c
55597,52470,997,353,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,4.0,49.0,49.0,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,c39f69bc3f047ba325a4ccd0d95de3013c232f1ff0e7360ac6d42f39b2f3774c
55598,52471,998,354,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,4.0,49.0,49.0,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,c15b85bd27cbd069adbc0a96a6cb31177939e37fdcf346358b221f297a1a3ae3
55599,52472,999,355,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,4.0,49.0,49.0,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,8cb1661b7287c8cae620961b7a548ec2f49cf1d22fd17a725cf3e0a03c5cf86f
55600,52473,514,60,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,3.0,36.75,36.75,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,1e2dd69b0d02c658ffeadb606c19bf7555f37ad98b6d5fb7504677ad6ebb2d24
55601,52473,514,60,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,4.0,49.0,49.0,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,afa7aa9e5aa39d714057463c2d0e0839528b647da40034deecb8eaca6f7d3280
55602,52474,516,54,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,3.0,36.75,36.75,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,2a7830ae3d34cc5db67e454a3af6f71977cc1751b3cd1789c837d8059233c74b
55603,52474,516,54,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,4.0,49.0,49.0,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,8a7b47c7e420eee42affe250d6490ff93203f5a3152aa5afdb9c5b1088491b06
55604,52475,517,59,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,3.0,36.75,36.75,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,79b1b16daca6de0e6e348fbfef8ed81e0cbcd5347dff8e18fa75835ef5ede158
55605,52475,517,59,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,4.0,49.0,49.0,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,8aad949b2ac0cc0fd108a63da3fb3d64781eac78e01ac840ca168d516524d2d9
55606,52476,518,56,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,3.0,36.75,36.75,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,cbf99b31b429ab8edbcd53be89297c30806737e0ac0a1f26f34746c28fb0f726
55607,52476,518,56,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,4.0,49.0,49.0,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,6742d5b6f7a223435c8305c89211fc8f03f192e443679271dbc7039e3b748921
55608,52477,519,52,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,3.0,36.75,36.75,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,14d159fbcdc6db72b1b42a918c5f9fff0168188cef7d7325cacc7dcb4a2a4c81
55609,52477,519,52,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,4.0,49.0,49.0,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,9c7d70e5c9ebeb5effe9a9d03dad94966b8c7fc89bfec8526bf6fd122720f3b9
55610,52478,520,58,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,3.0,36.75,36.75,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,e070773aa5649b3a24efc939556c7d3285f0367082cccb0faaed90fedff232ee
55611,52478,520,58,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,4.0,49.0,49.0,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,84822fbc6a0ef2ea594dce538eb1b3d7ea941ecb833eee8101e59c688fff10d1
55612,52479,521,55,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,3.0,36.75,36.75,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,f6ca3251854966b9557b0ebc0f79d64b82b28b0973ec87c383fc81cfba60816c
55613,52479,521,55,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,4.0,49.0,49.0,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,bf963972187f3e942719f34ac39ef9987a22ecde3d4ff3a2254a96e1eddbaa7a
55614,52480,522,53,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,3.0,36.75,36.75,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,96dac41f93e2135486e7e09535d03126e19af350b714b1638d8163855517cb91
55615,52480,522,53,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,4.0,49.0,49.0,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,5c46a3eb4cc93e28c1f24f1a462d14a465b3009f959017399bbe06258e0467d2
55616,52488,805,468,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,3.0,36.75,36.75,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,d1675f7547c985c305d8caf64ceb491f9f2a15cc7a0f708cae52ecb5dd3dc1e2
55617,52489,806,467,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,3.0,36.75,36.75,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,bc130cb39abd796f0f69fceda27ac869b80597771641eb77763986070b69f53f
55618,52490,807,466,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,3.0,36.75,36.75,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,0729749da85b69c4e8f9c5795e06430e288332c265ea08aded0be5b2542fc114
55619,52491,808,454,1,10,Frame Forming,22.5,96.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,4.1,92.25,92.25,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,b58468011d84a324e06a49fc4d669d039b5bacad7401f2003e0f79c8798efacd
55620,52491,808,454,2,20,Frame Welding,25.0,108.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,3.5,87.5,87.5,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,822e0bcdae019c03ea99bc1c8a9db3212db8221d0feaf4c3d1932df0f9c61a7f
55621,52491,808,454,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,3.0,36.75,36.75,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,f170a5a2863be23211d79b3f4354abfae17333fa9e2eb2f2a3825fcd9ea42566
55622,52492,810,448,1,10,Frame Forming,22.5,96.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,4.1,92.25,92.25,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,9cdd50d9f72aaea1a126b22c6d9700aba3d9bf17003daf0f93709564d7d20e9f
55623,52492,810,448,2,20,Frame Welding,25.0,108.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,3.5,87.5,87.5,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,44ce3998e86b50da6849bb1471a019699c64657cf9f024ccb97dca77ff8be1c4
55624,52492,810,448,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,3.0,36.75,36.75,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,45ccc9fe48fbbd9962d1ff6e52620e254a0d7b7a01c0f104a5a6eee9981ca89b
55625,52493,811,455,1,10,Frame Forming,22.5,96.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,4.1,92.25,92.25,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,f1baea9f47489ff8ccb8b24daa2655661af0e598090a95cb15a86c27d428f6df
55626,52493,811,455,2,20,Frame Welding,25.0,108.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,3.5,87.5,87.5,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,800fe00d2c2f3e14bed737d2d2dc04f9ac12745de75d6449745a0d8a1fffdbd0
55627,52493,811,455,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,3.0,36.75,36.75,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,c03c09787c771311cba4da1ae9ffb748a89193446acf7a33489e77ee771ae66a
55628,52494,812,452,1,10,Frame Forming,22.5,96.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,4.1,92.25,92.25,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,83ed59954aa9806832a9c3673189bd4df843fa667a60c26ae930beed91b28aa3
55629,52494,812,452,2,20,Frame Welding,25.0,108.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,3.5,87.5,87.5,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,f65862989e6575569a1173af57878c9cb768b739cf20da9afe05155a1cde92b7
55630,52494,812,452,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,3.0,36.75,36.75,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,bccf15c445b8b8322ce750c2b692abdcd3adc4df7ff837b7a02034f122a6ec0c
55631,52495,813,449,1,10,Frame Forming,22.5,96.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,4.1,92.25,92.25,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,bf5f11a65834f90c9dac7abd622bf4bab63a681d47f5338642293eae2e31360d
55632,52495,813,449,2,20,Frame Welding,25.0,108.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,3.5,87.5,87.5,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,61b1b2e7f055f57e72679e2510d514f9c7cfaec017508ba2b16a76291a4ea82e
55633,52495,813,449,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,3.0,36.75,36.75,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,817c6c1f4f27c954d09a633fcc50c1f49a55a57071c4d33c427d26b3f4374d3b
55634,52496,815,485,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,3.0,36.75,36.75,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,4315f8b88e061fe2b8ce84529dc5293fdac9c37ef4db0d58d2474d672cc393b4
55635,52497,816,481,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,3.0,36.75,36.75,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,9fe159e07287e6bfe84c05fe86f4c42479c98ec6409ce91b8416ada6211158c5
55636,52498,818,484,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,3.0,36.75,36.75,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,9ae06aaec04f4eea9d8c523ba33332cc98acdf49edd86c4d168c5f901534cfb2
55637,52499,819,477,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,3.0,36.75,36.75,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,a94962c990a458a05dca50a7f24dfe7fe951ee1c9b3ac44881ef7c2da8dfe099
55638,52500,820,473,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,3.0,36.75,36.75,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,ce4feb153a593291344ebcb837826f84bca3381b411c072b7a8d922d700cf4db
55639,52501,821,480,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,3.0,36.75,36.75,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,c35034931d3aa4b8010bf05cfb7319940c163181622b6177917732bb1cd1b30e
55640,52502,822,372,1,10,Frame Forming,22.5,96.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,4.1,92.25,92.25,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,f07cf25ccea121fe16cf7c79d1edd0ff3b41543c1e3f28c6f33ee459967a5cc6
55641,52502,822,372,2,20,Frame Welding,25.0,108.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,3.5,87.5,87.5,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,d7d5ae9e9931dc79c65c82f20816b509a6c9fa9d1d84db436fe37d21ebafa954
55642,52502,822,372,3,30,Debur and Polish,14.5,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,1.0,14.5,14.5,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,12225d16c8240c730c4fdb0a1fd0bc04c9bafbd5c7137b4aa57447f87e080d29
55643,52502,822,372,4,40,Paint,15.75,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,2.0,31.5,31.5,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,e660fc3a01dfba3e2c388cc3a35b0f918023bc218066b5539b5ce82228c8b2ff
55644,52502,822,372,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,3.0,36.75,36.75,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,e7985735f2ee90f2e5732dcb4a0204184f8b92f378ef89d054c57ace35f57bad
55645,52502,822,372,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,4.0,49.0,49.0,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,c4cc8dcb59a3eac5b761f22350df1b2a12401f425402983b0174232eb8016a27
55646,52503,823,483,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,3.0,36.75,36.75,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,d14b6b90c93e8b15c1868cc16403c7f3ed5bb836d00e014b18b36287bc5837cc
55647,52504,824,479,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,3.0,36.75,36.75,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,c09eb784b30b1a3dd2c04c135c1afa5440b47d661f7b360d2adf6ecce4e904f4
55648,52505,826,482,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,3.0,36.75,36.75,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,63cfc6247604ff2a0019f5026cde7970c45a1be72fdb7e6b66c0c8fbca782fb1
55649,52506,827,476,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,3.0,36.75,36.75,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,c168874444f09b6afe9b40ac750dca106ad97087d5938b09fef288b35503dba7
55650,52507,828,472,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,3.0,36.75,36.75,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,f68c9fd7d066f4e36b6ede79648a84b4e49f583de4e192af03a5eb31405c900f
55651,52508,829,478,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,3.0,36.75,36.75,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,6ddbdcd2cd303c42a2a0fb73fceba5bfc76a2bb6aef9519774d351d575a68bc7
55652,52522,894,47,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,3.0,36.75,36.75,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,9d0a25c293d664d473c84839197979206ad0f30e14cd5fad922eba808cc603eb
55653,52527,943,424,1,10,Frame Forming,22.5,96.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,4.1,92.25,92.25,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,34836c51ae64d679b0fdfb673ef8c968c229d965cd5d580f1452706ec3cfd453
55654,52527,943,424,2,20,Frame Welding,25.0,108.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,3.5,87.5,87.5,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,123f3a5a487f7d8b73d98900d98f1ec874ef649d844ba3230ea1c4f53a49a351
55655,52527,943,424,3,30,Debur and Polish,14.5,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,1.0,14.5,14.5,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,c6dec75b924c7b5f048fc00b7d05065a89e2f2d958fb67d0b982b5f035b94911
55656,52527,943,424,4,40,Paint,15.75,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,2.0,31.5,31.5,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,df7ea8c7f5981d4841fd613e2c5d9c2ee6a836dca27adda65bfdaa7ec340279d
55657,52527,943,424,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,3.0,36.75,36.75,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,3bc1644293e5ed5eb1319f4eea5e823596d7586a854e11e69e9e92bb256bfe68
55658,52527,943,424,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,4.0,49.0,49.0,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,d11ef3d72de3bd805796f303f86467eb534c524ae3d436f025b7039fdcb0d398
55659,52528,945,48,1,10,Frame Forming,22.5,96.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,4.1,92.25,92.25,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,d85061368129ec88fb683647560d09f4696626eea8923b70e85ab27992f5be19
55660,52528,945,48,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,3.0,36.75,36.75,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,636c1e630ac1b8e9da971502f6494210864469fbb73f96e50584170f0e7c54d2
55661,52529,946,453,1,10,Frame Forming,22.5,96.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,4.1,92.25,92.25,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,63fb3ca34906965c9467a8cd85e91c932054dd59254b0b9e798bd70da6bf1d76
55662,52529,946,453,2,20,Frame Welding,25.0,108.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,3.5,87.5,87.5,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,6f6e918bc920d7088f4df59b1609409f07c0e40f5e0262171b36b666aa4d45d3
55663,52529,946,453,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,3.0,36.75,36.75,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,d53382d3b4616f3b9a063d08589a5a56f4873829f8b220f633dcfe9f1abc0950
55664,52530,947,450,1,10,Frame Forming,22.5,96.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,4.1,92.25,92.25,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,0ea54c2fe296dca057e2f1f025f8a9f2c796f556c41c85824e07a82a62732542
55665,52530,947,450,2,20,Frame Welding,25.0,108.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,3.5,87.5,87.5,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,fdde5bfc0511aca9f8334e95beb6e3d041d94f1b8e803bd446ad5d426feb9ffd
55666,52530,947,450,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,3.0,36.75,36.75,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,7aa1528d555c326f13539b24d25fd7b467b5f545103ee259068492f31353a11e
55667,52531,949,307,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,3.0,36.75,36.75,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,a8f07d32b16b28eb886d2755fb31f9a40860932a82a258b14c469fb5458eb29d
55668,52532,950,306,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,3.0,36.75,36.75,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,27869924f02a87a07d486b3e56ea6fa49fa3b1db89c713ba623078aa8144dc06
55669,52533,951,305,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,3.0,36.75,36.75,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,4f4b68dc1de75d1d24fc3fd2360c2cb2bf61a3c0a31b35f5bc2bec05fe86c8ae
55670,52534,994,427,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,3.0,36.75,36.75,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,41540ba29edfa87bdf08ca5269cc7441bded5fdba12b0ec6e703e99e4166e1d1
55671,52535,995,426,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,3.0,36.75,36.75,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,0cb39acdfbfa0b22317c8831e194abee1d8fe1c6df48ec0e15abc9889946e57b
55672,52536,996,425,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,3.0,36.75,36.75,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,18e8366f6d10508d58e2e061bbfd9c0f6c45acb87b6fc9f7f1d34e988feca1c8
55673,52551,802,3,1,10,Frame Forming,22.5,96.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,4.1,92.25,92.25,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,b556c12e40ef8f65ca2b18aae91b8788236dc126c785c18c0fe1acbd731b00f7
55674,52551,802,3,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,3.0,36.75,36.75,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,3cc1b81bdd4f592dfda6f05fbe8db77f407176047d84d67a50bf4465adce50dc
55675,52552,803,2,1,10,Frame Forming,22.5,96.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,4.1,92.25,92.25,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,e007275cf64ff04a381a1e9532074042c37a09f89d19a1794a8b7cc3e3e571e3
55676,52552,803,2,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,3.0,36.75,36.75,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,e982d7605554641c543464310a015afaec983642f44c36a177b10d671efb2e12
55677,52553,804,1,1,10,Frame Forming,22.5,96.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,4.1,92.25,92.25,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,7e65fef8e3da7aecf7ad3277df1ad9d00409f610b5f0a115f1737a9908e745cd
55678,52553,804,1,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-21,2013-12-02,2013-12-04,2013-12-05,3.0,36.75,36.75,2013-12-05,,,True,2006-06-23,9999-12-31 00:00:00,b167970717935e5f7b59c08655f2293777f36dd62ffbd997642c4aced59c5220
55679,52558,779,19,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,4.0,49.0,49.0,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,a1108b6fe065e2a11e355ebc763a15f660e8a3b63ab7b5e1100496cf95e085b8
