SALESORDERDETAILKEY,SALESORDERID,SALESORDERDETAILID,CARRIERTRACKINGNUMBER,ORDERQTY,PRODUCTKEY,SPECIALOFFERKEY,SALESORDERHEADERKEY,UNITPRICE,UNITPRICEDISCOUNT,LINETOTAL,TOTALORDERQTYPERORDER,TOTALLINETOTALPERORDER,PRODUCTRANKINORDER,DETAILMODIFIEDDATE,ISCURRENT
108030,43850,554,EBA6-4C6F-86,1,332,6,221,874.79,0.0,874.79,18,10183.78,4,2011-07-01,True
108031,43850,549,EBA6-4C6F-86,2,348,6,221,419.46,0.0,838.92,18,10183.78,6,2011-07-01,True
108032,43850,551,EBA6-4C6F-86,3,385,6,221,183.94,0.0,551.81,18,10183.78,7,2011-07-01,True
108033,43850,546,EBA6-4C6F-86,1,345,6,221,419.46,0.0,419.46,18,10183.78,8,2011-07-01,True
108034,43850,548,EBA6-4C6F-86,1,349,6,221,419.46,0.0,419.46,18,10183.78,8,2011-07-01,True
108035,43850,552,EBA6-4C6F-86,1,381,6,221,183.94,0.0,183.94,18,10183.78,10,2011-07-01,True
108036,43850,556,EBA6-4C6F-86,1,379,6,221,178.58,0.0,178.58,18,10183.78,11,2011-07-01,True
108037,71496,109882,,1,311,6,33049,34.99,0.0,34.99,1,34.99,1,2014-04-27,True
108038,53591,50000,A7C7-4324-85,1,328,6,13221,1020.59,0.0,1020.59,1,1020.59,1,2013-07-31,True
108039,65720,91549,,1,50,6,27203,63.5,0.0,63.5,2,85.48,1,2014-02-04,True
108040,65720,91548,,1,312,6,27203,21.98,0.0,21.98,2,85.48,2,2014-02-04,True
108041,60667,74462,,1,309,6,22157,34.99,0.0,34.99,3,63.97,1,2013-11-22,True
108042,60667,74461,,1,499,6,22157,24.99,0.0,24.99,3,63.97,2,2013-11-22,True
108043,60667,74460,,1,503,6,22157,3.99,0.0,3.99,3,63.97,3,2013-11-22,True
108044,71473,109834,,1,21,16,32971,2319.99,0.0,2319.99,2,2374.98,1,2014-04-26,True
108045,71473,109835,,1,465,6,32971,54.99,0.0,54.99,2,2374.98,2,2014-04-26,True
108046,70169,106557,,1,310,6,31738,34.99,0.0,34.99,2,38.98,1,2014-04-08,True
108047,70169,106556,,1,503,6,31738,3.99,0.0,3.99,2,38.98,2,2014-04-08,True
108048,45860,8144,,1,314,6,2734,3578.27,0.0,3578.27,1,3578.27,1,2012-03-07,True
108049,48727,24502,,1,23,6,5598,2049.1,0.0,2049.1,1,2049.1,1,2012-11-29,True
108050,74591,120082,,1,310,6,36116,34.99,0.0,34.99,3,48.97,1,2014-06-14,True
108051,74591,120080,,1,444,6,36116,8.99,0.0,8.99,3,48.97,2,2014-06-14,True
108052,74591,120081,,1,445,6,36116,4.99,0.0,4.99,3,48.97,3,2014-06-14,True
108053,55146,54199,,1,23,6,14875,2294.99,0.0,2294.99,3,2309.97,1,2013-08-28,True
108054,55146,54200,,1,443,6,14875,9.99,0.0,9.99,3,2309.97,2,2013-08-28,True
108055,55146,54201,,1,445,6,14875,4.99,0.0,4.99,3,2309.97,3,2013-08-28,True
108056,50230,31692,E4FB-421B-A5,4,340,6,7199,469.79,0.0,1879.18,31,8074.5,1,2013-03-30,True
108057,50230,31691,E4FB-421B-A5,3,350,6,7199,469.79,0.0,1409.38,31,8074.5,2,2013-03-30,True
108058,50230,31696,E4FB-421B-A5,2,347,6,7199,469.79,0.0,939.59,31,8074.5,3,2013-03-30,True
108059,50230,31698,E4FB-421B-A5,2,349,6,7199,469.79,0.0,939.59,31,8074.5,3,2013-03-30,True
108060,50230,31699,E4FB-421B-A5,2,348,6,7199,469.79,0.0,939.59,31,8074.5,3,2013-03-30,True
108061,50230,31689,E4FB-421B-A5,2,369,6,7199,324.45,0.0,648.91,31,8074.5,6,2013-03-30,True
108062,50230,31697,E4FB-421B-A5,8,482,6,7199,67.54,0.0,540.31,31,8074.5,7,2013-03-30,True
108063,50230,31690,E4FB-421B-A5,1,345,6,7199,469.79,0.0,469.79,31,8074.5,8,2013-03-30,True
108064,50230,31693,E4FB-421B-A5,4,469,6,7199,44.99,0.0,179.98,31,8074.5,9,2013-03-30,True
108065,50230,31695,E4FB-421B-A5,2,491,6,7199,53.99,0.0,107.99,31,8074.5,10,2013-03-30,True
108066,50230,31694,E4FB-421B-A5,1,311,6,7199,20.19,0.0,20.19,31,8074.5,11,2013-03-30,True
108067,68877,100916,,1,335,6,30327,1120.49,0.0,1120.49,2,1170.48,1,2014-03-23,True
108068,68877,100917,,1,396,6,30327,49.99,0.0,49.99,2,1170.48,2,2014-03-23,True
108069,68658,100373,,1,29,6,30148,769.49,0.0,769.49,4,834.46,1,2014-03-20,True
108070,68658,100376,,1,395,6,30148,49.99,0.0,49.99,4,834.46,2,2014-03-20,True
108071,68658,100374,,1,443,6,30148,9.99,0.0,9.99,4,834.46,3,2014-03-20,True
108072,68658,100375,,1,445,6,30148,4.99,0.0,4.99,4,834.46,4,2014-03-20,True
108073,59235,70882,,1,390,6,18968,53.99,0.0,53.99,2,62.98,1,2013-11-01,True
108074,59235,70881,,1,43,6,18968,8.99,0.0,8.99,2,62.98,2,2013-11-01,True
108075,69009,101243,,1,508,6,30476,2384.07,0.0,2384.07,2,2393.06,1,2014-03-25,True
108076,69009,101244,,1,444,6,30476,8.99,0.0,8.99,2,2393.06,2,2014-03-25,True
108077,72225,114235,,1,308,6,33767,120.0,0.0,120.0,2,123.99,1,2014-05-05,True
108078,72225,114234,,1,503,6,33767,3.99,0.0,3.99,2,123.99,2,2014-05-05,True
108079,63816,85100,,1,355,6,25326,539.99,0.0,539.99,3,565.47,1,2014-01-07,True
108080,63816,85102,,1,500,6,25326,21.49,0.0,21.49,3,565.47,2,2014-01-07,True
108081,63816,85101,,1,503,6,25326,3.99,0.0,3.99,3,565.47,3,2014-01-07,True
108082,72031,113760,,1,500,6,33529,21.49,0.0,21.49,1,21.49,1,2014-05-02,True
108083,57783,64670,,1,509,6,17470,2384.07,0.0,2384.07,4,2420.34,1,2013-10-10,True
108084,57783,64671,,1,497,6,17470,28.99,0.0,28.99,4,2420.34,2,2013-10-10,True
108085,57783,64672,,1,502,6,17470,4.99,0.0,4.99,4,2420.34,3,2013-10-10,True
108086,57783,64673,,1,504,6,17470,2.29,0.0,2.29,4,2420.34,4,2013-10-10,True
108087,66582,93649,,1,500,6,28120,21.49,0.0,21.49,2,23.78,1,2014-02-18,True
108088,66582,93650,,1,504,6,28120,2.29,0.0,2.29,2,23.78,2,2014-02-18,True
108089,57185,63139,683A-464C-8C,4,510,6,16922,1430.44,0.0,5721.77,38,28913.67,1,2013-09-30,True
108090,57185,63146,683A-464C-8C,4,513,6,16922,1430.44,0.0,5721.77,38,28913.67,1,2013-09-30,True
108091,57185,63149,683A-464C-8C,4,506,6,16922,1430.44,0.0,5721.77,38,28913.67,1,2013-09-30,True
108092,57185,63144,683A-464C-8C,5,515,6,16922,728.91,0.0,3644.55,38,28913.67,4,2013-09-30,True
108093,57185,63150,683A-464C-8C,2,509,6,16922,1430.44,0.0,2860.88,38,28913.67,5,2013-09-30,True
108094,57185,63147,683A-464C-8C,3,518,6,16922,445.41,0.0,1336.23,38,28913.67,6,2013-09-30,True
108095,57185,63151,683A-464C-8C,3,527,6,16922,445.41,0.0,1336.23,38,28913.67,6,2013-09-30,True
108096,57185,63142,683A-464C-8C,2,520,6,16922,445.41,0.0,890.82,38,28913.67,8,2013-09-30,True
108097,57185,63148,683A-464C-8C,1,514,6,16922,728.91,0.0,728.91,38,28913.67,9,2013-09-30,True
108098,57185,63141,683A-464C-8C,1,523,6,16922,445.41,0.0,445.41,38,28913.67,10,2013-09-30,True
108099,57185,63143,683A-464C-8C,6,447,6,16922,63.9,0.0,383.4,38,28913.67,11,2013-09-30,True
108100,57185,63145,683A-464C-8C,2,48,6,16922,54.89,0.0,109.79,38,28913.67,12,2013-09-30,True
108101,57185,63140,683A-464C-8C,1,493,6,16922,12.14,0.0,12.14,38,28913.67,13,2013-09-30,True
108102,45237,5688,,1,316,6,2111,3578.27,0.0,3578.27,1,3578.27,1,2011-12-27,True
108103,70398,107125,,1,457,6,31964,69.99,0.0,69.99,1,69.99,1,2014-04-11,True
108104,56834,59950,,1,318,6,16513,2443.35,0.0,2443.35,2,2475.95,1,2013-09-26,True
108105,56834,59951,,1,495,6,16513,32.6,0.0,32.6,2,2475.95,2,2013-09-26,True
108106,61483,77650,,1,496,6,23027,29.99,0.0,29.99,3,37.27,1,2013-12-04,True
108107,61483,77649,,1,501,6,23027,4.99,0.0,4.99,3,37.27,2,2013-12-04,True
108108,61483,77651,,1,504,6,23027,2.29,0.0,2.29,3,37.27,3,2013-12-04,True
108109,51731,39996,FF50-4EB1-9E,2,369,6,11533,356.9,0.0,713.8,73,2342.54,1,2013-06-30,True
108110,51731,40010,FF50-4EB1-9E,1,379,6,11533,202.33,0.0,202.33,73,2342.54,2,2013-06-30,True
108111,51731,39997,FF50-4EB1-9E,5,465,6,11533,32.99,0.0,164.97,73,2342.54,3,2013-06-30,True
108112,51731,40014,FF50-4EB1-9E,4,50,6,11533,38.1,0.0,152.4,73,2342.54,4,2013-06-30,True
108113,51731,40003,FF50-4EB1-9E,2,308,6,11533,72.0,0.0,144.0,73,2342.54,5,2013-06-30,True
108114,51731,39999,FF50-4EB1-9E,6,311,6,11533,20.99,0.0,125.96,73,2342.54,6,2013-06-30,True
108115,51731,40001,FF50-4EB1-9E,3,49,6,11533,38.1,0.0,114.3,73,2342.54,7,2013-06-30,True
108116,51731,40013,FF50-4EB1-9E,3,391,6,11533,32.39,0.0,97.18,73,2342.54,8,2013-06-30,True
108117,51731,40006,FF50-4EB1-9E,4,309,6,11533,20.99,0.0,83.98,73,2342.54,9,2013-06-30,True
108118,51731,40011,FF50-4EB1-9E,2,8,6,11533,37.25,0.0,74.51,73,2342.54,10,2013-06-30,True
108119,51731,40005,FF50-4EB1-9E,3,10,6,11533,24.29,0.0,72.88,73,2342.54,11,2013-06-30,True
108120,51731,40000,FF50-4EB1-9E,13,489,16,11533,5.21,0.02,66.43,73,2342.54,12,2013-06-30,True
108121,51731,40012,FF50-4EB1-9E,3,310,6,11533,20.99,0.0,62.98,73,2342.54,13,2013-06-30,True
108122,51731,40007,FF50-4EB1-9E,2,395,6,11533,29.99,0.0,59.99,73,2342.54,14,2013-06-30,True
108123,51731,40009,FF50-4EB1-9E,4,432,6,11533,14.69,0.0,58.78,73,2342.54,15,2013-06-30,True
108124,51731,40004,FF50-4EB1-9E,1,5,6,11533,48.59,0.0,48.59,73,2342.54,16,2013-06-30,True
108125,51731,40016,FF50-4EB1-9E,1,392,6,11533,32.39,0.0,32.39,73,2342.54,17,2013-06-30,True
108126,51731,40008,FF50-4EB1-9E,5,43,6,11533,5.39,0.0,26.97,73,2342.54,18,2013-06-30,True
108127,51731,39998,FF50-4EB1-9E,4,488,6,11533,5.39,0.0,21.58,73,2342.54,19,2013-06-30,True
108128,51731,40015,FF50-4EB1-9E,2,548,6,11533,4.77,0.0,9.54,73,2342.54,20,2013-06-30,True
108129,51731,40002,FF50-4EB1-9E,3,445,6,11533,2.99,0.0,8.98,73,2342.54,21,2013-06-30,True
108130,48940,25633,,1,349,6,5816,782.99,0.0,782.99,1,782.99,1,2012-12-17,True
108131,69395,102265,1618-4A97-95,2,524,6,31135,445.41,0.0,890.82,2,890.82,1,2014-03-31,True
108132,57720,64531,,1,495,6,17398,32.6,0.0,32.6,1,32.6,1,2013-10-09,True
108133,61937,78792,,1,445,6,23483,4.99,0.0,4.99,1,4.99,1,2013-12-11,True
108134,45096,5547,,1,314,6,1969,3578.27,0.0,3578.27,1,3578.27,1,2011-12-04,True
108135,68133,99039,,1,22,6,29605,2294.99,0.0,2294.99,4,2317.92,1,2014-03-12,True
108136,68133,99040,,1,443,6,29605,9.99,0.0,9.99,4,2317.92,2,2014-03-12,True
108137,68133,99042,,1,548,6,29605,7.95,0.0,7.95,4,2317.92,3,2014-03-12,True
108138,68133,99041,,1,445,6,29605,4.99,0.0,4.99,4,2317.92,4,2014-03-12,True
108139,46656,11831,428B-481E-86,2,309,5,3486,16.82,0.1,30.28,2,30.28,1,2012-05-30,True
108140,47108,15646,,1,322,16,3990,2443.35,0.0,2443.35,1,2443.35,1,2012-07-05,True
108141,53276,46291,,1,394,6,12958,49.99,0.0,49.99,5,133.96,1,2013-07-27,True
108142,53276,46288,,1,494,6,12958,35.0,0.0,35.0,5,133.96,2,2013-07-27,True
108143,53276,46290,,1,310,6,12958,34.99,0.0,34.99,5,133.96,3,2013-07-27,True
108144,53276,46292,,1,43,6,12958,8.99,0.0,8.99,5,133.96,4,2013-07-27,True
108145,53276,46289,,1,501,6,12958,4.99,0.0,4.99,5,133.96,5,2013-07-27,True
108146,74986,120985,,1,309,6,36485,34.99,0.0,34.99,2,39.98,1,2014-06-26,True
108147,74986,120984,,1,501,6,36485,4.99,0.0,4.99,2,39.98,2,2014-06-26,True
108148,64214,86086,,1,41,6,25706,539.99,0.0,539.99,4,608.96,1,2014-01-14,True
108149,64214,86089,,1,389,6,25706,53.99,0.0,53.99,4,608.96,2,2014-01-14,True
108150,64214,86087,,1,443,6,25706,9.99,0.0,9.99,4,608.96,3,2014-01-14,True
108151,64214,86088,,1,445,6,25706,4.99,0.0,4.99,4,608.96,4,2014-01-14,True
108152,68379,99645,,1,22,6,29894,2294.99,0.0,2294.99,4,2369.97,1,2014-03-16,True
108153,68379,99646,,1,494,6,29894,35.0,0.0,35.0,4,2369.97,2,2014-03-16,True
108154,68379,99648,,1,311,6,29894,34.99,0.0,34.99,4,2369.97,3,2014-03-16,True
108155,68379,99647,,1,501,6,29894,4.99,0.0,4.99,4,2369.97,4,2014-03-16,True
108156,49802,29136,,1,321,6,6683,2443.35,0.0,2443.35,1,2443.35,1,2013-02-26,True
108157,47397,16843,B964-4D2F-B3,3,347,6,4316,469.79,0.0,1409.38,58,7951.14,1,2012-07-31,True
108158,47397,16845,B964-4D2F-B3,3,340,6,4316,469.79,0.0,1409.38,58,7951.14,1,2012-07-31,True
108159,47397,16855,B964-4D2F-B3,3,350,6,4316,469.79,0.0,1409.38,58,7951.14,1,2012-07-31,True
108160,47397,16859,B964-4D2F-B3,2,349,6,4316,469.79,0.0,939.59,58,7951.14,4,2012-07-31,True
108161,47397,16846,B964-4D2F-B3,11,491,16,4316,52.19,0.02,562.65,58,7951.14,5,2012-07-31,True
108162,47397,16853,B964-4D2F-B3,1,345,6,4316,469.79,0.0,469.79,58,7951.14,6,2012-07-31,True
108163,47397,16847,B964-4D2F-B3,2,385,6,4316,202.33,0.0,404.66,58,7951.14,7,2012-07-31,True
108164,47397,16852,B964-4D2F-B3,1,369,6,4316,324.45,0.0,324.45,58,7951.14,8,2012-07-31,True
108165,47397,16841,B964-4D2F-B3,1,473,6,4316,198.04,0.0,198.04,58,7951.14,9,2012-07-31,True
108166,47397,16858,B964-4D2F-B3,4,469,6,4316,44.99,0.0,179.98,58,7951.14,10,2012-07-31,True
108167,47397,16842,B964-4D2F-B3,4,395,6,4316,28.84,0.0,115.36,58,7951.14,11,2012-07-31,True
108168,47397,16840,B964-4D2F-B3,2,471,6,4316,44.99,0.0,89.99,58,7951.14,12,2012-07-31,True
108169,47397,16850,B964-4D2F-B3,3,394,6,4316,28.84,0.0,86.52,58,7951.14,13,2012-07-31,True
108170,47397,16857,B964-4D2F-B3,4,310,6,4316,20.19,0.0,80.75,58,7951.14,14,2012-07-31,True
108171,47397,16848,B964-4D2F-B3,1,482,6,4316,67.54,0.0,67.54,58,7951.14,15,2012-07-31,True
108172,47397,16854,B964-4D2F-B3,3,311,6,4316,20.19,0.0,60.56,58,7951.14,16,2012-07-31,True
108173,47397,16849,B964-4D2F-B3,2,309,6,4316,20.19,0.0,40.37,58,7951.14,17,2012-07-31,True
108174,47397,16844,B964-4D2F-B3,1,460,6,4316,35.99,0.0,35.99,58,7951.14,18,2012-07-31,True
108175,47397,16860,B964-4D2F-B3,1,396,6,4316,28.84,0.0,28.84,58,7951.14,19,2012-07-31,True
108176,47397,16856,B964-4D2F-B3,5,43,6,4316,5.19,0.0,25.93,58,7951.14,20,2012-07-31,True
108177,47397,16851,B964-4D2F-B3,1,529,6,4316,11.99,0.0,11.99,58,7951.14,21,2012-07-31,True
108178,63605,84573,,1,23,6,25099,2294.99,0.0,2294.99,5,2368.95,1,2014-01-04,True
108179,63605,84577,,1,393,6,25099,49.99,0.0,49.99,5,2368.95,2,2014-01-04,True
108180,63605,84574,,1,443,6,25099,9.99,0.0,9.99,5,2368.95,3,2014-01-04,True
108181,63605,84576,,1,43,6,25099,8.99,0.0,8.99,5,2368.95,4,2014-01-04,True
108182,63605,84575,,1,445,6,25099,4.99,0.0,4.99,5,2368.95,5,2014-01-04,True
108183,47654,18266,,1,336,6,4524,1000.44,0.0,1000.44,1,1000.44,1,2012-08-29,True
108184,56532,59208,,1,24,6,16210,2294.99,0.0,2294.99,5,2440.95,1,2013-09-20,True
108185,56532,59212,,1,391,6,16210,53.99,0.0,53.99,5,2440.95,2,2013-09-20,True
108186,56532,59209,,1,494,6,16210,35.0,0.0,35.0,5,2440.95,3,2013-09-20,True
108187,56532,59211,,1,310,6,16210,34.99,0.0,34.99,5,2440.95,4,2013-09-20,True
108188,56532,59210,,1,312,6,16210,21.98,0.0,21.98,5,2440.95,5,2013-09-20,True
108189,73021,116292,,1,329,6,34500,1700.99,0.0,1700.99,4,1737.92,1,2014-05-15,True
108190,73021,116294,,1,499,6,34500,24.99,0.0,24.99,4,1737.92,2,2014-05-15,True
108191,73021,116295,,1,548,6,34500,7.95,0.0,7.95,4,1737.92,3,2014-05-15,True
108192,73021,116293,,1,503,6,34500,3.99,0.0,3.99,4,1737.92,4,2014-05-15,True
108193,48344,23318,818C-4F7E-95,1,21,6,5257,1242.85,0.0,1242.85,1,1242.85,1,2012-10-30,True
108194,59654,71964,,1,499,6,19360,24.99,0.0,24.99,3,31.27,1,2013-11-07,True
108195,59654,71963,,1,503,6,19360,3.99,0.0,3.99,3,31.27,2,2013-11-07,True
108196,59654,71965,,1,504,6,19360,2.29,0.0,2.29,3,31.27,3,2013-11-07,True
108197,47284,15822,,1,323,6,4158,2443.35,0.0,2443.35,1,2443.35,1,2012-07-24,True
108198,51366,38278,,1,329,6,8234,1700.99,0.0,1700.99,1,1700.99,1,2013-06-10,True
108199,59854,72443,,1,311,6,21401,34.99,0.0,34.99,2,39.98,1,2013-11-10,True
108200,59854,72442,,1,445,6,21401,4.99,0.0,4.99,2,39.98,2,2013-11-10,True
108201,54896,53611,,1,319,6,14636,2443.35,0.0,2443.35,2,2478.34,1,2013-08-23,True
108202,54896,53612,,1,309,6,14636,34.99,0.0,34.99,2,2478.34,2,2013-08-23,True
108203,50848,35325,,1,344,6,7715,782.99,0.0,782.99,1,782.99,1,2013-05-07,True
108204,64774,87503,,1,337,6,26258,1120.49,0.0,1120.49,5,1193.95,1,2014-01-22,True
108205,64774,87506,,1,309,6,26258,34.99,0.0,34.99,5,1193.95,2,2014-01-22,True
108206,64774,87507,,1,432,6,26258,24.49,0.0,24.49,5,1193.95,3,2014-01-22,True
108207,64774,87504,,1,444,6,26258,8.99,0.0,8.99,5,1193.95,4,2014-01-22,True
108208,64774,87505,,1,445,6,26258,4.99,0.0,4.99,5,1193.95,5,2014-01-22,True
108209,62515,80208,,1,527,6,23985,742.35,0.0,742.35,3,756.33,1,2013-12-20,True
108210,62515,80210,,1,444,6,23985,8.99,0.0,8.99,3,756.33,2,2013-12-20,True
108211,62515,80209,,1,445,6,23985,4.99,0.0,4.99,3,756.33,3,2013-12-20,True
108212,57982,65171,,1,457,6,17717,69.99,0.0,69.99,1,69.99,1,2013-10-14,True
108213,70846,108245,,1,494,6,32377,35.0,0.0,35.0,2,39.99,1,2014-04-17,True
108214,70846,108246,,1,501,6,32377,4.99,0.0,4.99,2,39.99,2,2014-04-17,True
108215,59276,71009,,1,312,6,19008,21.98,0.0,21.98,2,26.97,1,2013-11-02,True
108216,59276,71008,,1,501,6,19008,4.99,0.0,4.99,2,26.97,2,2013-11-02,True
108217,48997,25690,,1,322,16,5871,2443.35,0.0,2443.35,1,2443.35,1,2012-12-24,True
108218,53030,45701,,1,309,6,12763,34.99,0.0,34.99,4,74.46,1,2013-07-23,True
108219,53030,45702,,1,433,6,12763,24.49,0.0,24.49,4,74.46,2,2013-07-23,True
108220,53030,45700,,1,443,6,12763,9.99,0.0,9.99,4,74.46,3,2013-07-23,True
108221,53030,45699,,1,445,6,12763,4.99,0.0,4.99,4,74.46,4,2013-07-23,True
108222,48442,24217,,1,324,6,5322,2181.56,0.0,2181.56,1,2181.56,1,2012-11-03,True
108223,72504,114950,,1,329,6,34007,1700.99,0.0,1700.99,2,1750.98,1,2014-05-08,True
108224,72504,114951,,1,393,6,34007,49.99,0.0,49.99,2,1750.98,2,2014-05-08,True
108225,61980,78904,,1,31,6,23521,769.49,0.0,769.49,4,819.46,1,2013-12-12,True
108226,61980,78907,,1,310,6,23521,34.99,0.0,34.99,4,819.46,2,2013-12-12,True
108227,61980,78905,,1,443,6,23521,9.99,0.0,9.99,4,819.46,3,2013-12-12,True
108228,61980,78906,,1,445,6,23521,4.99,0.0,4.99,4,819.46,4,2013-12-12,True
108229,59410,71347,,1,21,6,19150,2319.99,0.0,2319.99,3,2376.96,1,2013-11-04,True
108230,59410,71349,,1,311,6,19150,34.99,0.0,34.99,3,2376.96,2,2013-11-04,True
108231,59410,71348,,1,312,6,19150,21.98,0.0,21.98,3,2376.96,3,2013-11-04,True
108232,52680,44882,,1,30,6,12416,769.49,0.0,769.49,2,819.48,1,2013-07-16,True
108233,52680,44883,,1,394,6,12416,49.99,0.0,49.99,2,819.48,2,2013-07-16,True
108234,57544,64101,,1,465,6,17281,54.99,0.0,54.99,2,108.98,1,2013-10-06,True
108235,57544,64102,,1,392,6,17281,53.99,0.0,53.99,2,108.98,2,2013-10-06,True
108236,59767,72227,,1,392,6,21323,53.99,0.0,53.99,3,66.97,1,2013-11-09,True
108237,59767,72228,,1,43,6,21323,8.99,0.0,8.99,3,66.97,2,2013-11-09,True
108238,59767,72226,,1,503,6,21323,3.99,0.0,3.99,3,66.97,3,2013-11-09,True
108239,72589,115173,,1,21,6,34135,2319.99,0.0,2319.99,2,2354.98,1,2014-05-10,True
108240,72589,115174,,1,311,6,34135,34.99,0.0,34.99,2,2354.98,2,2014-05-10,True
108241,46080,9047,B0FC-4A4A-91,2,11,6,2913,2039.99,0.0,4079.99,8,14248.79,1,2012-03-30,True
108242,46080,9050,B0FC-4A4A-91,2,16,6,2913,2024.99,0.0,4049.99,8,14248.79,2,2012-03-30,True
108243,46080,9048,B0FC-4A4A-91,1,12,6,2913,2039.99,0.0,2039.99,8,14248.79,3,2012-03-30,True
108244,46080,9051,B0FC-4A4A-91,1,18,6,2913,2024.99,0.0,2024.99,8,14248.79,4,2012-03-30,True
108245,46080,9052,B0FC-4A4A-91,1,17,6,2913,2024.99,0.0,2024.99,8,14248.79,4,2012-03-30,True
108246,46080,9049,B0FC-4A4A-91,1,395,6,2913,28.84,0.0,28.84,8,14248.79,6,2012-03-30,True
108247,45123,5574,,1,313,6,1997,3578.27,0.0,3578.27,1,3578.27,1,2011-12-09,True
108248,59996,72805,,1,498,6,21543,24.99,0.0,24.99,4,40.22,1,2013-11-12,True
108249,59996,72808,,1,548,6,21543,7.95,0.0,7.95,4,40.22,2,2013-11-12,True
108250,59996,72806,,1,501,6,21543,4.99,0.0,4.99,4,40.22,3,2013-11-12,True
108251,59996,72807,,1,504,16,21543,2.29,0.0,2.29,4,40.22,4,2013-11-12,True
108252,68123,99011,,1,51,6,29615,63.5,0.0,63.5,2,67.49,1,2014-03-12,True
108253,68123,99012,,1,503,6,29615,3.99,0.0,3.99,2,67.49,2,2014-03-12,True
108254,56688,59600,,1,20,6,16376,2319.99,0.0,2319.99,1,2319.99,1,2013-09-23,True
108255,58329,66029,,1,329,6,17999,1700.99,0.0,1700.99,3,1763.97,1,2013-10-20,True
108256,58329,66030,,1,391,6,17999,53.99,0.0,53.99,3,1763.97,2,2013-10-20,True
108257,58329,66031,,1,43,6,17999,8.99,0.0,8.99,3,1763.97,3,2013-10-20,True
108258,71746,110497,,1,21,6,33207,2319.99,0.0,2319.99,2,2322.28,1,2014-04-30,True
108259,71746,110498,,1,504,6,33207,2.29,0.0,2.29,2,2322.28,2,2014-04-30,True
108260,45121,5572,,1,317,6,1995,3578.27,0.0,3578.27,1,3578.27,1,2011-12-09,True
108261,44529,3415,EF3C-4FE3-85,1,348,6,1427,419.46,0.0,419.46,1,419.46,1,2011-10-01,True
108262,61691,78188,,1,431,6,23231,24.49,0.0,24.49,2,46.47,1,2013-12-07,True
108263,61691,78189,,1,312,6,23231,21.98,0.0,21.98,2,46.47,2,2013-12-07,True
108264,45596,7423,,1,345,6,2470,699.1,0.0,699.1,1,699.1,1,2012-01-31,True
108265,46305,9616,,1,313,6,3179,3578.27,0.0,3578.27,1,3578.27,1,2012-04-25,True
108266,62139,79280,,1,324,6,23603,2443.35,0.0,2443.35,2,2451.3,1,2013-12-14,True
108267,62139,79281,,1,548,6,23603,7.95,0.0,7.95,2,2451.3,2,2013-12-14,True
108268,68431,99780,,1,495,6,29948,32.6,0.0,32.6,3,61.08,1,2014-03-17,True
108269,68431,99781,,1,432,6,29948,24.49,0.0,24.49,3,61.08,2,2014-03-17,True
108270,68431,99779,,1,503,6,29948,3.99,0.0,3.99,3,61.08,3,2014-03-17,True
108271,75038,121107,,1,390,6,36568,53.99,0.0,53.99,3,79.47,1,2014-06-28,True
108272,75038,121106,,1,500,6,36568,21.49,0.0,21.49,3,79.47,2,2014-06-28,True
108273,75038,121105,,1,503,6,36568,3.99,0.0,3.99,3,79.47,3,2014-06-28,True
108274,48109,22266,,1,322,16,4983,2443.35,0.0,2443.35,1,2443.35,1,2012-10-03,True
108275,69018,101267,,1,326,6,30485,1700.99,0.0,1700.99,2,1709.98,1,2014-03-25,True
108276,69018,101268,,1,43,6,30485,8.99,0.0,8.99,2,1709.98,2,2014-03-25,True
108277,61049,75429,,1,495,6,22593,32.6,0.0,32.6,3,38.88,1,2013-11-28,True
108278,61049,75430,,1,503,6,22593,3.99,0.0,3.99,3,38.88,2,2013-11-28,True
108279,61049,75431,,1,504,6,22593,2.29,0.0,2.29,3,38.88,3,2013-11-28,True
108280,57967,65134,,1,504,6,17705,2.29,0.0,2.29,1,2.29,1,2013-10-14,True
108281,51917,43020,,1,513,6,11496,2384.07,0.0,2384.07,2,2393.06,1,2013-06-30,True
108282,51917,43021,,1,444,6,11496,8.99,0.0,8.99,2,2393.06,2,2013-06-30,True
108283,55416,56411,,1,311,6,15144,34.99,0.0,34.99,3,64.47,1,2013-08-31,True
108284,55416,56412,,1,432,6,15144,24.49,0.0,24.49,3,64.47,2,2013-08-31,True
108285,55416,56410,,1,501,6,15144,4.99,0.0,4.99,3,64.47,3,2013-08-31,True
108286,49486,28099,7DA8-4E15-AE,4,348,6,6335,469.79,0.0,1879.18,9,4228.14,1,2013-01-28,True
108287,49486,28098,7DA8-4E15-AE,2,349,6,6335,469.79,0.0,939.59,9,4228.14,2,2013-01-28,True
108288,49486,28100,7DA8-4E15-AE,1,347,6,6335,469.79,0.0,469.79,9,4228.14,3,2013-01-28,True
108289,49486,28101,7DA8-4E15-AE,1,350,6,6335,469.79,0.0,469.79,9,4228.14,3,2013-01-28,True
108290,49486,28102,7DA8-4E15-AE,1,340,6,6335,469.79,0.0,469.79,9,4228.14,3,2013-01-28,True
108291,63480,84269,,1,336,6,24974,1120.49,0.0,1120.49,2,1155.48,1,2014-01-02,True
108292,63480,84270,,1,309,6,24974,34.99,0.0,34.99,2,1155.48,2,2014-01-02,True
