PURCHASEORDERHEADERKEY,PURCHASEORDERID,REVISIONNUMBER,STATUS,SHIPMETHODKEY,ORDERDATE,SHIPDATE,SUBTOTAL,TAXAMT,FREIGHT,TOTALDUE,PURCHASEMODIFIEDDATE,ISCURRENT
3576,3044,4,4,5,2014-05-23,2014-06-01,41048.7,3283.9,1026.22,45358.81,2014-06-01 00:00:00.000,True
3577,3045,4,4,4,2014-05-24,2014-06-02,111.54,8.92,2.79,123.25,2014-06-02 00:00:00.000,True
3578,3046,4,4,4,2014-05-24,2014-06-02,390.6,31.25,9.77,431.61,2014-06-02 00:00:00.000,True
3579,3047,4,4,5,2014-05-24,2014-06-02,40471.2,3237.7,1011.78,44720.68,2014-06-02 00:00:00.000,True
3580,3048,4,4,4,2014-05-24,2014-06-02,136.33,10.91,3.41,150.65,2014-06-02 00:00:00.000,True
3581,3049,4,4,5,2014-05-24,2014-06-02,62092.8,4967.42,1552.32,68612.54,2014-06-02 00:00:00.000,True
3582,3050,4,4,5,2014-05-24,2014-06-02,5948.25,475.86,148.71,6572.82,2014-06-02 00:00:00.000,True
3583,3051,4,4,5,2014-05-24,2014-06-02,91117.95,7289.44,2277.95,100685.33,2014-06-02 00:00:00.000,True
3584,3052,4,4,1,2014-05-24,2014-06-02,525.0,42.0,13.13,580.13,2014-06-02 00:00:00.000,True
3585,3053,4,4,3,2014-05-24,2014-06-02,1721.79,137.74,43.04,1902.58,2014-06-02 00:00:00.000,True
3586,3054,4,4,4,2014-05-24,2014-06-02,26455.28,2116.42,661.38,29233.08,2014-06-02 00:00:00.000,True
3587,3055,4,4,2,2014-05-24,2014-06-02,944.37,75.55,23.61,1043.53,2014-06-02 00:00:00.000,True
3588,3056,4,4,4,2014-05-24,2014-06-02,51588.08,4127.05,1289.7,57004.82,2014-06-02 00:00:00.000,True
3589,3057,4,4,3,2014-05-24,2014-06-02,62843.55,5027.48,1571.09,69442.12,2014-06-02 00:00:00.000,True
3590,3058,4,4,5,2014-05-24,2014-06-02,37843.58,3027.49,946.09,41817.15,2014-06-02 00:00:00.000,True
3591,3059,4,4,4,2014-05-24,2014-06-02,25531.28,2042.5,638.28,28212.06,2014-06-02 00:00:00.000,True
3592,3060,4,4,4,2014-05-24,2014-06-02,358.63,28.69,8.97,396.28,2014-06-02 00:00:00.000,True
3593,3061,4,4,4,2014-05-26,2014-06-04,125.75,10.06,3.14,138.95,2014-06-04 00:00:00.000,True
3594,3062,4,4,5,2014-05-26,2014-06-04,150.79,12.06,3.77,166.62,2014-06-04 00:00:00.000,True
3595,3063,4,4,5,2014-05-26,2014-06-04,416.75,33.34,10.42,460.5,2014-06-04 00:00:00.000,True
3596,3064,4,4,2,2014-05-26,2014-06-04,8847.3,707.78,221.18,9776.27,2014-06-04 00:00:00.000,True
3597,3065,4,4,5,2014-05-26,2014-06-04,171.08,13.69,4.28,189.04,2014-06-04 00:00:00.000,True
3598,3066,4,4,4,2014-05-26,2014-06-04,20397.3,1631.78,509.93,22539.02,2014-06-04 00:00:00.000,True
3599,3067,4,4,3,2014-05-26,2014-06-04,14628.08,1170.25,365.7,16164.02,2014-06-04 00:00:00.000,True
3600,3068,4,4,3,2014-05-26,2014-06-04,58685.55,4694.84,1467.14,64847.53,2014-06-04 00:00:00.000,True
3601,3069,4,4,4,2014-05-26,2014-06-04,599.41,47.95,14.99,662.35,2014-06-04 00:00:00.000,True
3602,3070,4,4,4,2014-05-26,2014-06-04,358.63,28.69,8.97,396.28,2014-06-04 00:00:00.000,True
3603,3071,4,4,5,2014-05-26,2014-06-04,1525.23,122.02,38.13,1685.38,2014-06-04 00:00:00.000,True
3604,3072,4,4,4,2014-05-26,2014-06-04,228.44,18.28,5.71,252.42,2014-06-04 00:00:00.000,True
3605,3073,4,4,5,2014-05-26,2014-06-04,34644.23,2771.54,866.11,38281.87,2014-06-04 00:00:00.000,True
3606,3074,4,4,4,2014-05-26,2014-06-04,257.58,20.61,6.44,284.62,2014-06-04 00:00:00.000,True
3607,3075,4,4,5,2014-05-26,2014-06-04,146.29,11.7,3.66,161.65,2014-06-04 00:00:00.000,True
3608,3076,4,4,5,2014-05-26,2014-06-04,102.56,8.21,2.56,113.33,2014-06-04 00:00:00.000,True
3609,3077,4,4,5,2014-05-27,2014-06-05,150.79,12.06,3.77,166.62,2014-06-05 00:00:00.000,True
3610,3078,4,4,5,2014-05-27,2014-06-05,13669.43,1093.55,341.74,15104.71,2014-06-05 00:00:00.000,True
3611,3079,4,4,5,2014-05-27,2014-06-05,6756.12,540.49,168.9,7465.51,2014-06-05 00:00:00.000,True
3612,3080,4,4,2,2014-05-27,2014-06-05,50860.43,4068.83,1271.51,56200.77,2014-06-05 00:00:00.000,True
3613,3081,4,4,1,2014-05-27,2014-06-05,551.88,44.15,13.8,609.83,2014-06-05 00:00:00.000,True
3614,3082,4,4,1,2014-05-27,2014-06-05,3811.5,304.92,95.29,4211.71,2014-06-05 00:00:00.000,True
3615,3083,4,4,2,2014-05-27,2014-06-05,28072.28,2245.78,701.81,31019.86,2014-06-05 00:00:00.000,True
3616,3084,4,4,1,2014-05-27,2014-06-05,35394.98,2831.6,884.87,39111.45,2014-06-05 00:00:00.000,True
3617,3085,4,4,1,2014-05-27,2014-06-05,7623.0,609.84,190.58,8423.42,2014-06-05 00:00:00.000,True
3618,3086,4,4,2,2014-05-27,2014-06-05,28297.5,2263.8,707.44,31268.74,2014-06-05 00:00:00.000,True
3619,3087,4,4,2,2014-05-27,2014-06-05,59.94,4.8,1.5,66.24,2014-06-05 00:00:00.000,True
3620,3088,5,4,4,2014-05-27,2014-06-05,117.43,9.39,2.94,129.76,2014-06-05 00:00:00.000,True
3621,3089,5,4,5,2014-05-27,2014-06-05,43878.45,3510.28,1096.96,48485.69,2014-06-05 00:00:00.000,True
3622,3090,4,4,4,2014-05-27,2014-06-05,377.06,30.16,9.43,416.65,2014-06-05 00:00:00.000,True
3623,3091,4,4,1,2014-05-27,2014-06-05,18220.13,1457.61,455.5,20133.24,2014-06-05 00:00:00.000,True
3624,3092,4,4,5,2014-05-27,2014-06-05,142.41,11.39,3.56,157.36,2014-06-05 00:00:00.000,True
3625,3093,4,4,5,2014-05-28,2014-06-06,19236.53,1538.92,480.91,21256.36,2014-06-06 00:00:00.000,True
3626,3094,4,4,4,2014-05-28,2014-06-06,285.04,22.8,7.13,314.97,2014-06-06 00:00:00.000,True
3627,3095,4,4,1,2014-05-28,2014-06-06,1276.28,102.1,31.91,1410.28,2014-06-06 00:00:00.000,True
3628,3096,4,4,1,2014-05-28,2014-06-06,2003.93,160.31,50.1,2214.34,2014-06-06 00:00:00.000,True
3629,3097,4,4,2,2014-05-28,2014-06-06,50860.43,4068.83,1271.51,56200.77,2014-06-06 00:00:00.000,True
3630,3098,4,4,1,2014-05-28,2014-06-06,454.86,36.39,11.37,502.62,2014-06-06 00:00:00.000,True
3631,3099,4,4,5,2014-05-28,2014-06-06,43878.45,3510.28,1096.96,48485.69,2014-06-06 00:00:00.000,True
3632,3100,4,4,2,2014-05-28,2014-06-06,7132.13,570.57,178.3,7881.0,2014-06-06 00:00:00.000,True
3633,3101,4,4,2,2014-05-28,2014-06-06,28343.7,2267.5,708.59,31319.79,2014-06-06 00:00:00.000,True
3634,3102,4,4,4,2014-05-28,2014-06-06,22516.73,1801.34,562.92,24880.98,2014-06-06 00:00:00.000,True
3635,3103,4,4,5,2014-05-28,2014-06-06,34644.23,2771.54,866.11,38281.87,2014-06-06 00:00:00.000,True
3636,3104,4,3,5,2014-05-28,2014-06-06,278.84,22.31,6.97,308.12,2014-06-06 00:00:00.000,True
3637,3105,4,4,5,2014-05-28,2014-06-06,143.04,11.44,3.58,158.06,2014-06-06 00:00:00.000,True
3638,3106,4,4,2,2014-05-28,2014-06-06,28199.33,2255.95,704.98,31160.25,2014-06-06 00:00:00.000,True
3639,3107,4,4,1,2014-05-28,2014-06-06,3713.33,297.07,92.83,4103.22,2014-06-06 00:00:00.000,True
3640,3108,4,4,5,2014-05-28,2014-06-06,63831.08,5106.49,1595.78,70533.34,2014-06-06 00:00:00.000,True
3641,3109,4,4,5,2014-05-29,2014-06-07,6754.86,540.39,168.87,7464.12,2014-06-07 00:00:00.000,True
3642,3110,4,4,5,2014-05-29,2014-06-07,5711.48,456.92,142.79,6311.18,2014-06-07 00:00:00.000,True
3643,3111,4,4,4,2014-05-29,2014-06-07,503.09,40.25,12.58,555.91,2014-06-07 00:00:00.000,True
3644,3112,4,4,2,2014-05-29,2014-06-07,97.97,7.84,2.45,108.25,2014-06-07 00:00:00.000,True
3645,3113,4,4,4,2014-05-29,2014-06-07,114.47,9.16,2.86,126.49,2014-06-07 00:00:00.000,True
3646,3114,4,4,4,2014-05-29,2014-06-07,132.65,10.61,3.32,146.57,2014-06-07 00:00:00.000,True
3647,3115,4,4,5,2014-05-29,2014-06-07,43878.45,3510.28,1096.96,48485.69,2014-06-07 00:00:00.000,True
3648,3116,4,4,1,2014-05-29,2014-06-07,418.95,33.52,10.47,462.94,2014-06-07 00:00:00.000,True
3649,3117,4,4,4,2014-05-29,2014-06-07,824.36,65.95,20.61,910.91,2014-06-07 00:00:00.000,True
3650,3118,4,4,1,2014-05-29,2014-06-07,461.79,36.94,11.54,510.28,2014-06-07 00:00:00.000,True
3651,3119,4,4,4,2014-05-29,2014-06-07,630.38,50.43,15.76,696.57,2014-06-07 00:00:00.000,True
3652,3120,4,4,2,2014-05-29,2014-06-07,37.08,2.97,0.93,40.97,2014-06-07 00:00:00.000,True
3653,3121,4,4,4,2014-05-29,2014-06-07,21558.08,1724.65,538.95,23821.67,2014-06-07 00:00:00.000,True
3654,3122,4,4,4,2014-05-29,2014-06-07,234.64,18.77,5.87,259.28,2014-06-07 00:00:00.000,True
3655,3123,4,4,4,2014-05-29,2014-06-07,45172.05,3613.76,1129.3,49915.12,2014-06-07 00:00:00.000,True
3656,3124,4,4,5,2014-05-29,2014-06-07,279.78,22.38,6.99,309.16,2014-06-07 00:00:00.000,True
3657,3125,4,4,5,2014-05-30,2014-06-08,1228.5,98.28,30.71,1357.49,2014-06-08 00:00:00.000,True
3658,3126,4,4,5,2014-05-30,2014-06-08,40471.2,3237.7,1011.78,44720.68,2014-06-08 00:00:00.000,True
3659,3127,4,4,5,2014-05-30,2014-06-08,836.01,66.88,20.9,923.79,2014-06-08 00:00:00.000,True
3660,3128,4,4,5,2014-05-30,2014-06-08,62092.8,4967.42,1552.32,68612.54,2014-06-08 00:00:00.000,True
3661,3129,4,4,5,2014-05-30,2014-06-08,5948.25,475.86,148.71,6572.82,2014-06-08 00:00:00.000,True
3662,3130,4,4,5,2014-05-30,2014-06-08,91117.95,7289.44,2277.95,100685.33,2014-06-08 00:00:00.000,True
3663,3131,4,4,1,2014-05-30,2014-06-08,525.0,42.0,13.13,580.13,2014-06-08 00:00:00.000,True
3664,3132,4,4,5,2014-05-30,2014-06-08,281.89,22.55,7.05,311.49,2014-06-08 00:00:00.000,True
3665,3133,4,4,4,2014-05-30,2014-06-08,26455.28,2116.42,661.38,29233.08,2014-06-08 00:00:00.000,True
3666,3134,4,4,2,2014-05-30,2014-06-08,944.37,75.55,23.61,1043.53,2014-06-08 00:00:00.000,True
3667,3135,4,4,4,2014-05-30,2014-06-08,51588.08,4127.05,1289.7,57004.82,2014-06-08 00:00:00.000,True
3668,3136,4,4,3,2014-05-30,2014-06-08,62843.55,5027.48,1571.09,69442.12,2014-06-08 00:00:00.000,True
3669,3137,4,4,5,2014-05-30,2014-06-08,37843.58,3027.49,946.09,41817.15,2014-06-08 00:00:00.000,True
3670,3138,4,4,4,2014-05-30,2014-06-08,25531.28,2042.5,638.28,28212.06,2014-06-08 00:00:00.000,True
3671,3139,4,4,4,2014-05-30,2014-06-08,234.96,18.8,5.87,259.63,2014-06-08 00:00:00.000,True
3672,3140,4,4,4,2014-05-30,2014-06-08,125.75,10.06,3.14,138.95,2014-06-08 00:00:00.000,True
3673,3141,4,4,5,2014-05-31,2014-06-09,150.79,12.06,3.77,166.62,2014-06-09 00:00:00.000,True
3674,3142,4,4,5,2014-05-31,2014-06-09,273.7,21.9,6.84,302.44,2014-06-09 00:00:00.000,True
3675,3143,4,4,2,2014-05-31,2014-06-09,8847.3,707.78,221.18,9776.27,2014-06-09 00:00:00.000,True
3676,3144,4,4,5,2014-05-31,2014-06-09,171.08,13.69,4.28,189.04,2014-06-09 00:00:00.000,True
3677,3145,4,4,4,2014-06-02,2014-06-11,20397.3,1631.78,509.93,22539.02,2014-06-11 00:00:00.000,True
3678,3146,4,4,3,2014-06-02,2014-06-11,14628.08,1170.25,365.7,16164.02,2014-06-11 00:00:00.000,True
3679,3147,4,4,3,2014-06-02,2014-06-11,58685.55,4694.84,1467.14,64847.53,2014-06-11 00:00:00.000,True
3680,3148,4,4,5,2014-06-02,2014-06-11,693.38,55.47,17.33,766.18,2014-06-11 00:00:00.000,True
3681,3149,4,4,4,2014-06-02,2014-06-11,234.96,18.8,5.87,259.63,2014-06-11 00:00:00.000,True
3682,3150,4,4,5,2014-06-02,2014-06-11,1796.04,143.68,44.9,1984.62,2014-06-11 00:00:00.000,True
3683,3151,4,4,4,2014-06-02,2014-06-11,514.74,41.18,12.87,568.79,2014-06-11 00:00:00.000,True
3684,3152,4,4,5,2014-06-02,2014-06-11,34644.23,2771.54,866.11,38281.87,2014-06-11 00:00:00.000,True
3685,3153,4,4,3,2014-06-02,2014-06-11,1581.93,126.55,39.55,1748.03,2014-06-11 00:00:00.000,True
3686,3154,4,4,5,2014-06-02,2014-06-11,146.29,11.7,3.66,161.65,2014-06-11 00:00:00.000,True
3687,3155,4,4,5,2014-06-02,2014-06-11,102.56,8.21,2.56,113.33,2014-06-11 00:00:00.000,True
3688,3156,4,4,5,2014-06-02,2014-06-11,150.79,12.06,3.77,166.62,2014-06-11 00:00:00.000,True
3689,3157,4,4,5,2014-06-02,2014-06-11,13669.43,1093.55,341.74,15104.71,2014-06-11 00:00:00.000,True
3690,3158,4,4,5,2014-06-02,2014-06-11,16393.23,1311.46,409.83,18114.52,2014-06-11 00:00:00.000,True
3691,3159,6,4,2,2014-06-02,2014-06-11,79204.13,6336.33,1980.1,87520.56,2014-06-11 00:00:00.000,True
3692,3160,4,4,1,2014-06-02,2014-06-11,551.88,44.15,13.8,609.83,2014-06-11 00:00:00.000,True
3693,3161,4,4,1,2014-06-03,2014-06-12,3176.25,254.1,79.41,3509.76,2014-06-12 00:00:00.000,True
3694,3162,4,4,2,2014-06-03,2014-06-12,28072.28,2245.78,701.81,31019.86,2014-06-12 00:00:00.000,True
3695,3163,4,4,1,2014-06-03,2014-06-12,1917.3,153.38,47.93,2118.62,2014-06-12 00:00:00.000,True
3696,3164,4,4,1,2014-06-03,2014-06-12,4215.75,337.26,105.39,4658.4,2014-06-12 00:00:00.000,True
3697,3165,4,4,2,2014-06-03,2014-06-12,28297.5,2263.8,707.44,31268.74,2014-06-12 00:00:00.000,True
3698,3166,4,4,2,2014-06-03,2014-06-12,59.94,4.8,1.5,66.24,2014-06-12 00:00:00.000,True
3699,3167,4,4,4,2014-06-03,2014-06-12,722.61,57.81,18.07,798.48,2014-06-12 00:00:00.000,True
3700,3168,4,4,5,2014-06-03,2014-06-12,43878.45,3510.28,1096.96,48485.69,2014-06-12 00:00:00.000,True
3701,3169,4,4,4,2014-06-03,2014-06-12,592.8,47.42,14.82,655.04,2014-06-12 00:00:00.000,True
3702,3170,4,4,1,2014-06-03,2014-06-12,13825.35,1106.03,345.63,15277.01,2014-06-12 00:00:00.000,True
3703,3171,4,4,5,2014-06-03,2014-06-12,142.41,11.39,3.56,157.36,2014-06-12 00:00:00.000,True
3704,3172,4,4,2,2014-06-03,2014-06-12,28794.15,2303.53,719.85,31817.54,2014-06-12 00:00:00.000,True
3705,3173,4,4,4,2014-06-03,2014-06-12,408.56,32.68,10.21,451.45,2014-06-12 00:00:00.000,True
3706,3174,4,4,1,2014-06-03,2014-06-12,1276.28,102.1,31.91,1410.28,2014-06-12 00:00:00.000,True
3707,3175,4,4,1,2014-06-03,2014-06-12,2003.93,160.31,50.1,2214.34,2014-06-12 00:00:00.000,True
3708,3176,4,4,2,2014-06-03,2014-06-12,50860.43,4068.83,1271.51,56200.77,2014-06-12 00:00:00.000,True
3709,3177,4,4,1,2014-06-04,2014-06-13,454.86,36.39,11.37,502.62,2014-06-13 00:00:00.000,True
3710,3178,4,4,5,2014-06-04,2014-06-13,43878.45,3510.28,1096.96,48485.69,2014-06-13 00:00:00.000,True
3711,3179,4,4,2,2014-06-04,2014-06-13,7132.13,570.57,178.3,7881.0,2014-06-13 00:00:00.000,True
3712,3180,4,4,2,2014-06-04,2014-06-13,28343.7,2267.5,708.59,31319.79,2014-06-13 00:00:00.000,True
3713,3181,4,4,4,2014-06-04,2014-06-13,22516.73,1801.34,562.92,24880.98,2014-06-13 00:00:00.000,True
3714,3182,4,4,5,2014-06-04,2014-06-13,34644.23,2771.54,866.11,38281.87,2014-06-13 00:00:00.000,True
3715,3183,4,4,5,2014-06-04,2014-06-13,415.33,33.23,10.38,458.94,2014-06-13 00:00:00.000,True
3716,3184,4,4,5,2014-06-04,2014-06-13,143.04,11.44,3.58,158.06,2014-06-13 00:00:00.000,True
3717,3185,4,4,2,2014-06-04,2014-06-13,28199.33,2255.95,704.98,31160.25,2014-06-13 00:00:00.000,True
3718,3186,5,4,1,2014-06-04,2014-06-13,3713.33,297.07,92.83,4103.22,2014-06-13 00:00:00.000,True
3719,3187,4,4,5,2014-06-04,2014-06-13,63831.08,5106.49,1595.78,70533.34,2014-06-13 00:00:00.000,True
3720,3188,4,4,5,2014-06-04,2014-06-13,16340.31,1307.22,408.51,18056.04,2014-06-13 00:00:00.000,True
3721,3189,4,4,5,2014-06-04,2014-06-13,5711.48,456.92,142.79,6311.18,2014-06-13 00:00:00.000,True
3722,3190,4,4,4,2014-06-04,2014-06-13,360.05,28.8,9.0,397.85,2014-06-13 00:00:00.000,True
3723,3191,4,4,2,2014-06-04,2014-06-13,97.97,7.84,2.45,108.25,2014-06-13 00:00:00.000,True
3724,3192,4,4,4,2014-06-04,2014-06-13,114.47,9.16,2.86,126.49,2014-06-13 00:00:00.000,True
3725,3193,4,4,4,2014-06-05,2014-06-14,132.65,10.61,3.32,146.57,2014-06-14 00:00:00.000,True
3726,3194,4,4,5,2014-06-05,2014-06-14,43878.45,3510.28,1096.96,48485.69,2014-06-14 00:00:00.000,True
3727,3195,4,4,1,2014-06-05,2014-06-14,418.95,33.52,10.47,462.94,2014-06-14 00:00:00.000,True
3728,3196,4,4,4,2014-06-05,2014-06-14,525.77,42.06,13.14,580.97,2014-06-14 00:00:00.000,True
3729,3197,4,4,1,2014-06-05,2014-06-14,461.79,36.94,11.54,510.28,2014-06-14 00:00:00.000,True
3730,3198,4,4,4,2014-06-05,2014-06-14,481.89,38.55,12.05,532.49,2014-06-14 00:00:00.000,True
3731,3199,4,4,2,2014-06-05,2014-06-14,37.08,2.97,0.93,40.97,2014-06-14 00:00:00.000,True
3732,3200,4,4,4,2014-06-05,2014-06-14,21558.08,1724.65,538.95,23821.67,2014-06-14 00:00:00.000,True
3733,3201,4,4,4,2014-06-05,2014-06-14,475.68,38.05,11.89,525.63,2014-06-14 00:00:00.000,True
3734,3202,4,4,5,2014-06-05,2014-06-14,41048.7,3283.9,1026.22,45358.81,2014-06-14 00:00:00.000,True
3735,3203,4,4,5,2014-06-05,2014-06-14,416.75,33.34,10.42,460.5,2014-06-14 00:00:00.000,True
3736,3204,4,3,5,2014-06-05,2014-06-14,279.15,22.33,6.98,308.46,2014-06-14 00:00:00.000,True
3737,3205,4,4,5,2014-06-05,2014-06-14,40471.2,3237.7,1011.78,44720.68,2014-06-14 00:00:00.000,True
3738,3206,4,4,4,2014-06-05,2014-06-14,389.66,31.17,9.74,430.57,2014-06-14 00:00:00.000,True
3739,3207,4,4,5,2014-06-05,2014-06-14,62092.8,4967.42,1552.32,68612.54,2014-06-14 00:00:00.000,True
3740,3208,4,4,5,2014-06-05,2014-06-14,5948.25,475.86,148.71,6572.82,2014-06-14 00:00:00.000,True
3741,3209,4,4,5,2014-06-06,2014-06-15,91117.95,7289.44,2277.95,100685.33,2014-06-15 00:00:00.000,True
3742,3210,4,4,1,2014-06-06,2014-06-15,525.0,42.0,13.13,580.13,2014-06-15 00:00:00.000,True
3743,3211,4,4,3,2014-06-06,2014-06-15,1721.79,137.74,43.04,1902.58,2014-06-15 00:00:00.000,True
3744,3212,4,4,4,2014-06-06,2014-06-15,26455.28,2116.42,661.38,29233.08,2014-06-15 00:00:00.000,True
3745,3213,4,4,2,2014-06-06,2014-06-15,944.37,75.55,23.61,1043.53,2014-06-15 00:00:00.000,True
3746,3214,4,4,4,2014-06-06,2014-06-15,44594.55,3567.56,1114.86,49276.98,2014-06-15 00:00:00.000,True
3747,3215,4,4,3,2014-06-06,2014-06-15,62843.55,5027.48,1571.09,69442.12,2014-06-15 00:00:00.000,True
3748,3216,4,4,5,2014-06-06,2014-06-15,37843.58,3027.49,946.09,41817.15,2014-06-15 00:00:00.000,True
3749,3217,5,4,4,2014-06-06,2014-06-15,25531.28,2042.5,638.28,28212.06,2014-06-15 00:00:00.000,True
3750,3218,4,4,5,2014-06-06,2014-06-15,694.17,55.53,17.35,767.05,2014-06-15 00:00:00.000,True
3751,3219,4,4,4,2014-06-06,2014-06-15,125.75,10.06,3.14,138.95,2014-06-15 00:00:00.000,True
3752,3220,7,4,5,2014-06-06,2014-06-15,150.79,12.06,3.77,166.62,2014-06-15 00:00:00.000,True
3753,3221,4,4,4,2014-06-06,2014-06-15,503.09,40.25,12.58,555.91,2014-06-15 00:00:00.000,True
3754,3222,4,4,2,2014-06-06,2014-06-15,8847.3,707.78,221.18,9776.27,2014-06-15 00:00:00.000,True
3755,3223,4,4,5,2014-06-06,2014-06-15,171.08,13.69,4.28,189.04,2014-06-15 00:00:00.000,True
3756,3224,4,4,4,2014-06-06,2014-06-15,20397.3,1631.78,509.93,22539.02,2014-06-15 00:00:00.000,True
3757,3225,4,4,3,2014-06-07,2014-06-16,14628.08,1170.25,365.7,16164.02,2014-06-16 00:00:00.000,True
3758,3226,4,4,3,2014-06-07,2014-06-16,58685.55,4694.84,1467.14,64847.53,2014-06-16 00:00:00.000,True
3759,3227,4,4,5,2014-06-07,2014-06-16,773.01,61.84,19.33,854.18,2014-06-16 00:00:00.000,True
3760,3228,4,4,5,2014-06-07,2014-06-16,694.17,55.53,17.35,767.05,2014-06-16 00:00:00.000,True
3761,3229,4,4,5,2014-06-07,2014-06-16,1796.04,143.68,44.9,1984.62,2014-06-16 00:00:00.000,True
3762,3230,4,4,5,2014-06-07,2014-06-16,416.75,33.34,10.42,460.5,2014-06-16 00:00:00.000,True
3763,3231,6,4,5,2014-06-07,2014-06-16,34644.23,2771.54,866.11,38281.87,2014-06-16 00:00:00.000,True
3764,3232,4,4,4,2014-06-07,2014-06-16,257.58,20.61,6.44,284.62,2014-06-16 00:00:00.000,True
3765,3233,4,4,5,2014-06-09,2014-06-18,146.29,11.7,3.66,161.65,2014-06-18 00:00:00.000,True
3766,3234,4,4,5,2014-06-09,2014-06-18,102.56,8.21,2.56,113.33,2014-06-18 00:00:00.000,True
3767,3235,4,4,5,2014-06-09,2014-06-18,150.79,12.06,3.77,166.62,2014-06-18 00:00:00.000,True
3768,3236,4,4,5,2014-06-09,2014-06-18,13669.43,1093.55,341.74,15104.71,2014-06-18 00:00:00.000,True
3769,3237,4,4,5,2014-06-09,2014-06-18,16393.23,1311.46,409.83,18114.52,2014-06-18 00:00:00.000,True
3770,3238,4,4,4,2014-06-09,2014-06-18,22516.73,1801.34,562.92,24880.98,2014-06-18 00:00:00.000,True
3771,3239,4,4,1,2014-06-09,2014-06-18,551.88,44.15,13.8,609.83,2014-06-18 00:00:00.000,True
3772,3240,4,4,1,2014-06-09,2014-06-18,6987.75,559.02,174.69,7721.46,2014-06-18 00:00:00.000,True
3773,3241,4,4,2,2014-06-09,2014-06-18,28072.28,2245.78,701.81,31019.86,2014-06-18 00:00:00.000,True
3774,3242,6,4,1,2014-06-09,2014-06-18,35394.98,2831.6,884.87,39111.45,2014-06-18 00:00:00.000,True
3775,3243,4,4,1,2014-06-09,2014-06-18,3407.25,272.58,85.18,3765.01,2014-06-18 00:00:00.000,True
3776,3244,5,4,2,2014-06-09,2014-06-18,28297.5,2263.8,707.44,31268.74,2014-06-18 00:00:00.000,True
3777,3245,4,4,2,2014-06-09,2014-06-18,59.94,4.8,1.5,66.24,2014-06-18 00:00:00.000,True
3778,3246,4,4,4,2014-06-09,2014-06-18,332.96,26.64,8.32,367.92,2014-06-18 00:00:00.000,True
3779,3247,4,4,5,2014-06-09,2014-06-18,43878.45,3510.28,1096.96,48485.69,2014-06-18 00:00:00.000,True
3780,3248,4,4,4,2014-06-09,2014-06-18,544.57,43.57,13.61,601.75,2014-06-18 00:00:00.000,True
3781,3249,4,4,2,2014-06-10,2014-06-19,36405.6,2912.45,910.14,40228.19,2014-06-19 00:00:00.000,True
3782,3250,4,4,5,2014-06-10,2014-06-19,142.41,11.39,3.56,157.36,2014-06-19 00:00:00.000,True
3783,3251,4,4,5,2014-06-10,2014-06-19,19236.53,1538.92,480.91,21256.36,2014-06-19 00:00:00.000,True
3784,3252,4,4,4,2014-06-10,2014-06-19,253.32,20.27,6.33,279.92,2014-06-19 00:00:00.000,True
3785,3253,4,4,1,2014-06-10,2014-06-19,1276.28,102.1,31.91,1410.28,2014-06-19 00:00:00.000,True
3786,3254,4,4,1,2014-06-10,2014-06-19,2003.93,160.31,50.1,2214.34,2014-06-19 00:00:00.000,True
3787,3255,4,4,2,2014-06-10,2014-06-19,50860.43,4068.83,1271.51,56200.77,2014-06-19 00:00:00.000,True
3788,3256,4,4,1,2014-06-10,2014-06-19,454.86,36.39,11.37,502.62,2014-06-19 00:00:00.000,True
3789,3257,4,4,5,2014-06-10,2014-06-19,43878.45,3510.28,1096.96,48485.69,2014-06-19 00:00:00.000,True
3790,3258,4,4,2,2014-06-10,2014-06-19,7132.13,570.57,178.3,7881.0,2014-06-19 00:00:00.000,True
3791,3259,4,4,2,2014-06-10,2014-06-19,28343.7,2267.5,708.59,31319.79,2014-06-19 00:00:00.000,True
3792,3260,4,4,4,2014-06-10,2014-06-19,22516.73,1801.34,562.92,24880.98,2014-06-19 00:00:00.000,True
3793,3261,4,4,5,2014-06-10,2014-06-19,34644.23,2771.54,866.11,38281.87,2014-06-19 00:00:00.000,True
3794,3262,4,4,5,2014-06-10,2014-06-19,272.76,21.82,6.82,301.4,2014-06-19 00:00:00.000,True
3795,3263,4,4,5,2014-06-10,2014-06-19,143.04,11.44,3.58,158.06,2014-06-19 00:00:00.000,True
3796,3264,4,4,2,2014-06-10,2014-06-19,28199.33,2255.95,704.98,31160.25,2014-06-19 00:00:00.000,True
3797,3265,4,4,1,2014-06-11,2014-06-20,3713.33,297.07,92.83,4103.22,2014-06-20 00:00:00.000,True
3798,3266,4,4,5,2014-06-11,2014-06-20,63831.08,5106.49,1595.78,70533.34,2014-06-20 00:00:00.000,True
3799,3267,4,4,5,2014-06-11,2014-06-20,16340.31,1307.22,408.51,18056.04,2014-06-20 00:00:00.000,True
3800,3268,4,4,5,2014-06-11,2014-06-20,5711.48,456.92,142.79,6311.18,2014-06-20 00:00:00.000,True
3801,3269,4,4,4,2014-06-11,2014-06-20,235.9,18.87,5.9,260.67,2014-06-20 00:00:00.000,True
3802,3270,4,4,2,2014-06-11,2014-06-20,97.97,7.84,2.45,108.25,2014-06-20 00:00:00.000,True
3803,3271,4,4,4,2014-06-11,2014-06-20,114.47,9.16,2.86,126.49,2014-06-20 00:00:00.000,True
