SALESORDERREASONKEY,SALESORDERID,SALESORDERHEADERKEY,REASONNAME,REASONTYPE,ISCURRENT,STARTDATE,ENDDATE,HASHDIFF
28776,71027,32581,Price,Other,True,2006-06-23,9999-12-31 00:00:00,2b0bb56d52c42fc66a0ea39bf1a76a0521247917539f612eea052d1799f1b18f
28777,71027,32581,Otherrrr,Other,True,2006-06-23,9999-12-31 00:00:00,ff181590e9435be983bc0d586f82c38321e845a1debd4b352db7c310f888adbf
28778,71032,32582,Price,Other,True,2006-06-23,9999-12-31 00:00:00,05e9423a4ad7ed2033b183c058d87fe8a12e56b4270091edebba6d6dcca6631f
28779,71031,32583,Price,Other,True,2006-06-23,9999-12-31 00:00:00,5bd35c35ff13fbe24167ac9fd032551c2e541aa6b5b203475f107ff082337aa2
28780,71030,32584,Price,Other,True,2006-06-23,9999-12-31 00:00:00,9ecd403bf580afaa11ddf55c2eae310d755f7d8f670b81d6990a906ec5993ad5
28781,71030,32584,On Promotion,Promotion,True,2006-06-23,9999-12-31 00:00:00,ff5d0f8912a204ff0dd591864ab33c8ad82292378bbb1dd668a41c459cf80296
28782,71029,32585,Price,Other,True,2006-06-23,9999-12-31 00:00:00,ff16bebf89cbcbe8f2153183d50e7e7173a270643f3ec21f411d458b0fdcd9f9
28783,71028,32586,Price,Other,True,2006-06-23,9999-12-31 00:00:00,569b19b5cc31062175aebaba3370020472d7898d9b43127f38f05ed419f4dacc
28784,71026,32587,Price,Other,True,2006-06-23,9999-12-31 00:00:00,167ac167026d1bcdc489cc4edeb1b4ce230b4904d2a357a285a6183ec8e2688c
28785,71025,32588,Price,Other,True,2006-06-23,9999-12-31 00:00:00,33632f4f53f3189898e256ff33cc786b15408dfeff8e09da27ddde6baad7d24f
28786,71058,32589,Price,Other,True,2006-06-23,9999-12-31 00:00:00,63c42a2893ed269d1a79b15da8458f37d7ad9e115264579873821c891d380263
28787,71043,32590,Price,Other,True,2006-06-23,9999-12-31 00:00:00,555d6176992a12dd189a0d9ace3772415a20a140c12b06019b386ac3f0221e9e
28788,71057,32591,Price,Other,True,2006-06-23,9999-12-31 00:00:00,21cd9e8fe198df5610c12b123a00916164f742f6dca2b90caaf7a2c60b89f5a6
28789,71057,32591,Otherrrr,Other,True,2006-06-23,9999-12-31 00:00:00,dbd758d8cb19ce149f31286c0fd60a6999372029d3d6c83518bf5b2f40cf7c05
28790,71056,32592,Price,Other,True,2006-06-23,9999-12-31 00:00:00,7ab1efbbf8fa3b9ad9e082091738f7408386725ea1aeca546de5cc255b8a90dc
28791,71055,32593,Price,Other,True,2006-06-23,9999-12-31 00:00:00,41e745aee862f1a76e1701488ba891a38f7e2a400ff155edbabff73515971860
28792,71054,32594,Price,Other,True,2006-06-23,9999-12-31 00:00:00,373b50a167342be526894b04787e2d16d7b091bd5f1c61bb83cf4869ff44a246
28793,71024,32595,Price,Other,True,2006-06-23,9999-12-31 00:00:00,78a160331e17893de704224b006299df0539dd6d29f4c83a4c441103c8bb91e0
28794,71024,32595,On Promotion,Promotion,True,2006-06-23,9999-12-31 00:00:00,a6dd5b8c33bb950e0d3121772c8f1c5e810d0bf4c80b2fda81d5b5808fd02945
28795,71053,32596,Price,Other,True,2006-06-23,9999-12-31 00:00:00,96a4485104a1315c779899f44248d8c41350b6fc3142671c5b971b7b96520482
28796,71052,32597,Price,Other,True,2006-06-23,9999-12-31 00:00:00,84d619a882833ae643d45682a4741d39e99f28f4f5c1f56d4589daabcc6cc9f1
28797,71051,32598,Price,Other,True,2006-06-23,9999-12-31 00:00:00,efbe2d703eb9fa43e14d949f8c742c31865e9d2db080515649e0c48f9d9627ea
28798,71051,32598,Otherrrr,Other,True,2006-06-23,9999-12-31 00:00:00,8c6af5ebdb8ae3fafa5a777ca08085e6b43e1c3ad53fd2c54f043b5877a2d3fd
28799,71049,32599,Price,Other,True,2006-06-23,9999-12-31 00:00:00,085757482b6b8604613a168f41734fc4d9a8e567573917b31ce33297095385ae
28800,71042,32600,Price,Other,True,2006-06-23,9999-12-31 00:00:00,741141f3bdf31196933cecb5b2f011d2041b2d4a0b7be3fc8990c4280c613eb6
28801,71044,32601,Price,Other,True,2006-06-23,9999-12-31 00:00:00,ec69ca5e03b85603034d108b82b7d8675445c85a2c4a3d8e0ed0f2c803a3ed0d
28802,71045,32602,Price,Other,True,2006-06-23,9999-12-31 00:00:00,2f1b19da41c510d89e7a0add88a05fc31149e2bee08b1559a895ca7e1101f257
28803,71050,32603,Price,Other,True,2006-06-23,9999-12-31 00:00:00,6cdcec0e504042455e59b5ee8e2b08cd856abe3dcf239ced8f0c784c22a8ab9e
28804,71047,32604,Price,Other,True,2006-06-23,9999-12-31 00:00:00,e5f877e9a129db991d992c113a8a45ddb62036f3ea242b6025f7bdaee51f9714
28805,71047,32604,Otherrrr,Other,True,2006-06-23,9999-12-31 00:00:00,c15b85025411b9d3886b942b8e99da20fdd13fdf6939d7403a06daaeba9d1c2f
28806,71048,32605,Price,Other,True,2006-06-23,9999-12-31 00:00:00,e8f559425b337a8721ed4027196c32d48c30f06a9b669e8c0706c3fac78db48e
28807,71046,32606,Price,Other,True,2006-06-23,9999-12-31 00:00:00,6bacc94ea32019828ea9b7d7830e0669fe58c825dfef1f66d37d6f11e780acbd
28808,71136,32607,Price,Other,True,2006-06-23,9999-12-31 00:00:00,31baa845465b837438e292a3ef69a61222a4415d9cd756aff42d3c1c11dd716e
28809,71136,32607,On Promotion,Promotion,True,2006-06-23,9999-12-31 00:00:00,3b5138de686210d89863872e0068099d63659b3b0c5ef6ba13a62d78068def87
28810,71138,32608,Price,Other,True,2006-06-23,9999-12-31 00:00:00,601e08f2822513b63c6d9e7d593fe786134d9f9e8cf4ccdb39e272faa905547c
28811,71138,32608,On Promotion,Promotion,True,2006-06-23,9999-12-31 00:00:00,2035923554998df6eca99a8912f1bbe2e615f668c75766fab3fe10f994021881
28812,71133,32611,Price,Other,True,2006-06-23,9999-12-31 00:00:00,c9c6263aab2a1d1122c1ea07302ed730364295097ecc9afae78554b92877e961
28813,71132,32612,On Promotion,Promotion,True,2006-06-23,9999-12-31 00:00:00,57816b5e5c6007f689c49628c2e7667b916deb6af3fd4cadc4f97e7c91d331a0
28814,71131,32613,On Promotion,Promotion,True,2006-06-23,9999-12-31 00:00:00,636ab36949334fed66b8e86717190d6f808a76594f19f62350e7dcabe1a2885b
28815,71130,32614,Price,Other,True,2006-06-23,9999-12-31 00:00:00,f70a5c52f6a5270277bba39fac310900a6186df1beabef51bd87abae0c05899c
28816,71129,32615,Price,Other,True,2006-06-23,9999-12-31 00:00:00,e0870b94d69336045308fce91d4e9561b67cb5e38f08e2b4d0898fe477cec7ae
28817,71128,32616,Price,Other,True,2006-06-23,9999-12-31 00:00:00,75cb00d17a21c20ac8c31c96a2978c70899875dab07b362e32f18656e46eb04e
28818,71126,32618,Price,Other,True,2006-06-23,9999-12-31 00:00:00,6d3e606673da80f85167447a0e24cfb1784c6c36bdeac2679050606a107fd614
28819,71125,32619,Price,Other,True,2006-06-23,9999-12-31 00:00:00,e11d8783e5e649f6bae3e18ff94e338cd06de0803a4558886c18090d0bf64dda
28820,71124,32620,Price,Other,True,2006-06-23,9999-12-31 00:00:00,d9c72da02ffda1ee16379a202ba50120ff20a5d5beefb768a0c08b4d1d64d969
28821,71124,32620,On Promotion,Promotion,True,2006-06-23,9999-12-31 00:00:00,38cca8944727cbc65554959bbd64faab9c1e9bf931e539622869a2bddc47a28f
28822,71123,32621,Price,Other,True,2006-06-23,9999-12-31 00:00:00,62c9060360a7d42be3db8a8fb9e06a1b5a15ec21ef7c47ad0a269fd63bb4895c
28823,71123,32621,Otherrrr,Other,True,2006-06-23,9999-12-31 00:00:00,a314febc4582b714c474948c8dd5e699ff2a42160f764227447e2c4dd4bddf3c
28824,71137,32622,Price,Other,True,2006-06-23,9999-12-31 00:00:00,eb98d2ac0d942f36ca852b4fd6305b1ba5c6442825f19221cc828be4fe27d63e
28825,71139,32623,Price,Other,True,2006-06-23,9999-12-31 00:00:00,27f0c0626613f5d21dbef7e27c9222b7237eea30f83188df0a5202db329aa270
28826,71140,32624,On Promotion,Promotion,True,2006-06-23,9999-12-31 00:00:00,aaa746b83fb800fa104b8c2b0388a3ad299859c3d0485ca178442874af3a7795
28827,71143,32627,Price,Other,True,2006-06-23,9999-12-31 00:00:00,b4d63a00b677c18e92ef1f2864e6ef95f63fe382a085affb22a1b912257c1c07
28828,71143,32627,On Promotion,Promotion,True,2006-06-23,9999-12-31 00:00:00,b56538f811e79bb39869437a89c9132d7071efbdb42d953119b92345396b07ce
28829,71144,32628,Price,Other,True,2006-06-23,9999-12-31 00:00:00,8ef14912e6b90054dfa2fbf3beb3130e4634216fecc1bb6f5acdf1f96d00edd3
28830,71145,32629,Price,Other,True,2006-06-23,9999-12-31 00:00:00,b0c0dfb72df255003ed584f65457b5a7a1e0c000ea4fdc1e4364b300e7335321
28831,71146,32630,Price,Other,True,2006-06-23,9999-12-31 00:00:00,a85914c072ff2c956ca03fa9c8d841d6755b9b1250195dbd3a01d9f4d461ee8c
28832,71149,32633,Price,Other,True,2006-06-23,9999-12-31 00:00:00,28e477a2eab4743e20f6eecebe0e55ffd090a3212193380979a8f54656318748
28833,71149,32633,On Promotion,Promotion,True,2006-06-23,9999-12-31 00:00:00,8fd7fe7c48d2f87b474b43598c8cc2250598c62eb7398a50041d24c596a31b4a
28834,71150,32634,On Promotion,Promotion,True,2006-06-23,9999-12-31 00:00:00,f1981cf8992fafc78728aade1f82f14c29ca46eff9cc87f0e23e990430cb4e22
28835,71122,32636,Price,Other,True,2006-06-23,9999-12-31 00:00:00,e361a14a66b3fcd9c096f151b16767bd31ef6b360768a9974cd8eaf2b0f38204
28836,71120,32637,Price,Other,True,2006-06-23,9999-12-31 00:00:00,77c4c20be12643b6d668309b50ee07209e5624fef470faf06221eaafa64503d5
28837,71121,32638,Price,Other,True,2006-06-23,9999-12-31 00:00:00,b90240c6563e149b1783a1d96a02eb57e296c3b767596454e503956099813d59
28838,71093,32639,Price,Other,True,2006-06-23,9999-12-31 00:00:00,521e1a30aaa6a305a4f72ff2c12ff62590d152f87ea88106eae15dd8999c73c5
28839,71094,32640,Price,Other,True,2006-06-23,9999-12-31 00:00:00,1e8474650983b2c5756934c2e2ab6e48b26146093dd8f4b7d9aed06528344f65
28840,71095,32641,Price,Other,True,2006-06-23,9999-12-31 00:00:00,a28b9f3e401a3d4cd4ba83a89ea594680f845a92a1e87a7cbd638f322d683c26
28841,71096,32642,Price,Other,True,2006-06-23,9999-12-31 00:00:00,4dd928144b2660b3ae6d6c111ed29157d1f49f319e28a983d1a5a46a19b78668
28842,71097,32643,Price,Other,True,2006-06-23,9999-12-31 00:00:00,f702192087a51c207bfc24de694cfc65af5d20110a9238ee674f92daeba03cd3
28843,71098,32644,Price,Other,True,2006-06-23,9999-12-31 00:00:00,a0ffdffb0020fe939a4e9a57cdb0338273569a2eec5b7a754ed6d425715d051b
28844,71100,32646,Price,Other,True,2006-06-23,9999-12-31 00:00:00,e5f5f5e3fb3024777b982f41d20843aac2524d8f14987307036af24b03b95451
28845,71100,32646,Otherrrr,Other,True,2006-06-23,9999-12-31 00:00:00,d5e05edc825958281c793d7c602f6dc195f9e09c9c619553372d3e5d8e925b2a
28846,71101,32647,Price,Other,True,2006-06-23,9999-12-31 00:00:00,e01d1ad63faaa1f650f1b5da5b2fb38069e3258cd584c86051b82697b2d73e68
28847,71103,32649,Price,Other,True,2006-06-23,9999-12-31 00:00:00,400b51133dbb472b43e9b7cb8fb3802e5cb8c81092e508d32def639d1e49f7c9
28848,71104,32650,Price,Other,True,2006-06-23,9999-12-31 00:00:00,46e9344c8a7b90b3c756f4cbf49b559ea5328d607a709779d26551f76a937370
28849,71105,32651,Price,Other,True,2006-06-23,9999-12-31 00:00:00,801187faf57a6a33a73955f6c24536bb9f393f630d22eb8d27d3629aa6c33fa3
28850,71107,32652,Price,Other,True,2006-06-23,9999-12-31 00:00:00,c6920e3e98ae5f02028a94a16ac4f9c26a1579bd0018d44ae5efc8e8c0e3d321
28851,71106,32653,Price,Other,True,2006-06-23,9999-12-31 00:00:00,9a28c1d023e5fd1a828116a4d027f829b000b804a834946e9017bd8a0cdfd36c
28852,71119,32654,Price,Other,True,2006-06-23,9999-12-31 00:00:00,8744e5ea4ebc83668907d6ccc3779ff9d01d9e6176cef1a9c5249b5d5e92c7ab
28853,71118,32655,Price,Other,True,2006-06-23,9999-12-31 00:00:00,f9810e9b3a7361352ee1fc9c951e7697587ceaf8d3681b1d0523da64ec8137d8
28854,71117,32656,Price,Other,True,2006-06-23,9999-12-31 00:00:00,d480d252c363fcbd1c1b4e71fd1bd27404476b89304170bf8055d87f6fda9601
28855,71116,32657,Price,Other,True,2006-06-23,9999-12-31 00:00:00,59b445a0cb1b0924e502723e8ecd131db51ed76441e0888bebac37858d7976f9
28856,71115,32658,Price,Other,True,2006-06-23,9999-12-31 00:00:00,ecc0d3fd820b99cb4cc2e46415d8714064f6b1169821b71179f05d7382282902
28857,71113,32660,Television  Advertisement,Marketing,True,2006-06-23,9999-12-31 00:00:00,65c1f08a1ad1d9195799994143a3ce8a51e030b5d1c38cf8db5944840989cf8e
28858,71113,32660,Otherrrr,Other,True,2006-06-23,9999-12-31 00:00:00,b7db1eee2418846924afd425a82552d792401095c1b9a05ff87f670b18e06053
28859,71112,32661,Television  Advertisement,Marketing,True,2006-06-23,9999-12-31 00:00:00,a4c9d7107cb0e8aa8dbdab53c7d6ae8d2c8bfec96c305974ed9dc6c86a76f5cb
28860,71112,32661,Otherrrr,Other,True,2006-06-23,9999-12-31 00:00:00,afa5bde8224c027af0446de2e9456422a0370e70023a9273537dcab94f0316ba
28861,71111,32662,Television  Advertisement,Marketing,True,2006-06-23,9999-12-31 00:00:00,7e43e997626dec1110adf24a6c48d98f6af3f79e1b109eec331e950fa40735cd
28862,71111,32662,Otherrrr,Other,True,2006-06-23,9999-12-31 00:00:00,0ab1aa3d4a9356c4fec0fdb672998f56b442e9c67fc57fb08e1437fa4ba4e90e
28863,71110,32663,Price,Other,True,2006-06-23,9999-12-31 00:00:00,8365088ccadf25ca8062daebc23c3072afe16add61ba1d8331fe78a11d267c5d
28864,71109,32664,Price,Other,True,2006-06-23,9999-12-31 00:00:00,7678a748e0edd77490d5f82363b83d46478b1113f8d273b1edff90655724b594
28865,71108,32665,Price,Other,True,2006-06-23,9999-12-31 00:00:00,de513baa3a6a382e18d14188557f33bbebeda1155192b3bfc44dcf8579df1aa6
28866,71203,32666,Price,Other,True,2006-06-23,9999-12-31 00:00:00,3c2f01b36d983dc3a61f4e1dcf97a8ea8c43e7ad18e56943d7bb9527dcac4fc3
28867,71203,32666,On Promotion,Promotion,True,2006-06-23,9999-12-31 00:00:00,fb1cb6e176f0274e385ae0c2a670e334850c1192de3fbd05fe137102a530ab12
28868,71201,32668,Price,Other,True,2006-06-23,9999-12-31 00:00:00,b82c9345f2d0210961d92da95b1ec07fe6cc44e57ef6cb10bd83fbefb47f0c93
28869,71200,32669,Price,Other,True,2006-06-23,9999-12-31 00:00:00,aed29ee337fd8c330b694a7012a8c771bd67eb0c8159dc7528d9bbe918641a47
28870,71198,32670,Price,Other,True,2006-06-23,9999-12-31 00:00:00,7031f4bcabd8d2b73e646ffe6495853421363d73b06acf3831c761a59fa44188
28871,71197,32671,Price,Other,True,2006-06-23,9999-12-31 00:00:00,70ca647e7245105792973bad7fdf1f9134302ff12a410db422ab528adf2fd6bc
28872,71196,32672,Price,Other,True,2006-06-23,9999-12-31 00:00:00,b05727a45d8764686250cf1303df4dc4614078e3f15553b8eb3e25111baa90ce
28873,71195,32673,Price,Other,True,2006-06-23,9999-12-31 00:00:00,240a2a24805a09c334cda851fe8845361d8dba5ee467467e4f5a47d84e0c23ee
28874,71193,32675,Price,Other,True,2006-06-23,9999-12-31 00:00:00,23e3e45cdab50d7a116644c798e32c9b9a12464b001e407419b8d92dc41e79ae
28875,71193,32675,On Promotion,Promotion,True,2006-06-23,9999-12-31 00:00:00,cb50d0438618668b3f53efbe9c203fe1a541417302ab74b477b91553b75c0120
28876,71191,32677,Price,Other,True,2006-06-23,9999-12-31 00:00:00,b5114b32fd0d77bb9b7ea28a615a55a65e4131f1508c10e96299d03ed165cd9f
28877,71191,32677,On Promotion,Promotion,True,2006-06-23,9999-12-31 00:00:00,8c0af19fe9d2f79317d95b9725cd89f56f750206e6c3be108c8635e9d4dde708
28878,71188,32680,Price,Other,True,2006-06-23,9999-12-31 00:00:00,729a3da651b29743f6451962898bcc37109484c90038e8474d0bcce0537a2b73
28879,71186,32682,Price,Other,True,2006-06-23,9999-12-31 00:00:00,41d4a2e02ad9578a2019f363ba7d6afe01113bf489e2c8858d86f90d5d2e24ee
28880,71186,32682,On Promotion,Promotion,True,2006-06-23,9999-12-31 00:00:00,20d1dc9f901a68a71438fe6c61204c5087e614475073d825e8e4a1a0355d1acc
28881,71212,32683,Price,Other,True,2006-06-23,9999-12-31 00:00:00,81339361a1058a7feb4f99df1ad88c4a7fd6c848525d08071849224fc42f903a
28882,71219,32685,Price,Other,True,2006-06-23,9999-12-31 00:00:00,5c5c77915cfcafea9c92a7e9acc0693590138ff10ccc72886cfa1d4c71e6272b
28883,71218,32686,Price,Other,True,2006-06-23,9999-12-31 00:00:00,c7ca248e98298ee070d6bad667d83b4abf04963ef9e1f65588d732558b1ff866
28884,71218,32686,On Promotion,Promotion,True,2006-06-23,9999-12-31 00:00:00,1331ba20902425f9d0e8710c3a76f49b25139cd416f0b4536398d991293e3fd5
28885,71217,32687,Price,Other,True,2006-06-23,9999-12-31 00:00:00,85dc0b9b8d2141a8f948bdaf3342ad3dc91386d985fb2008674e5c8d962c85c4
28886,71217,32687,On Promotion,Promotion,True,2006-06-23,9999-12-31 00:00:00,31c33d608a72bf6e40019617e12d2597704a9d5aef7cc2c819fac19532cfad05
28887,71214,32690,Price,Other,True,2006-06-23,9999-12-31 00:00:00,1203b9cabb5405bd4bde22bbbd9a9f9c3abee0b27ec4a1411a5b27c822e9042b
28888,71214,32690,Otherrrr,Other,True,2006-06-23,9999-12-31 00:00:00,749b19385fb77070d499e2e6267eea307b3a94dcb705d913ad26f72750ae047e
28889,71213,32691,On Promotion,Promotion,True,2006-06-23,9999-12-31 00:00:00,3a341e317494faf3dfe3d9787334cfe586020d2ec0cd9839f52f4bf7de667477
28890,71209,32695,Price,Other,True,2006-06-23,9999-12-31 00:00:00,40ff38c330aa35f27337fb3422d196e2683cf79bb4dbf186f4f4b0dc9cd7e2ea
28891,71209,32695,On Promotion,Promotion,True,2006-06-23,9999-12-31 00:00:00,a21c74c09294bc5e861f45a98e5b51559788feceb2e07587be73c5b88b5c0751
28892,71207,32697,Price,Other,True,2006-06-23,9999-12-31 00:00:00,beb6e16807d37752ece3803a625167c36f7607fa79db57d6a240284cf96d6fd7
28893,71207,32697,Otherrrr,Other,True,2006-06-23,9999-12-31 00:00:00,b18a408382c963d09dbb7dc0646daec7baa537af95c9a6af6160d59dbd141c51
28894,71206,32698,Price,Other,True,2006-06-23,9999-12-31 00:00:00,46364b110b15bcff08ab1b8cde387004c735140a5dd14c2287807d04e1058cbe
28895,71205,32699,Price,Other,True,2006-06-23,9999-12-31 00:00:00,e562149e382e5c8589b94d3dd97d3f11203e39ed6a7e153bc43b3ecf8ea6940c
28896,71205,32699,On Promotion,Promotion,True,2006-06-23,9999-12-31 00:00:00,56026887beb6020f07d849dd139e7b460af1523010d467ecd73bfaea54566272
28897,71160,32700,On Promotion,Promotion,True,2006-06-23,9999-12-31 00:00:00,8a136366814720fd1f4c3ac1d7bcf544ef05215f96d5a840513cfe23ed5479e0
28898,71168,32701,Price,Other,True,2006-06-23,9999-12-31 00:00:00,818890fb6bbb22696611366a4ccf72d2572c10a0d2f7bf413d8beb37db2dad7e
28899,71167,32702,Review,Other,True,2006-06-23,9999-12-31 00:00:00,1ed5f7ed5bc25411b578840d4c624fb832f3a1cf606ba2b77a1263bc1f3284ce
28900,71166,32703,Review,Other,True,2006-06-23,9999-12-31 00:00:00,9157fb332ceff89e6fd1d014b9381a64f0d35c5c64433561ba8cc52a2f555da9
28901,71165,32704,Price,Other,True,2006-06-23,9999-12-31 00:00:00,5067478a34b363bf29c470bec23aa7ee11b0c75d7cd1ab02eec3aef17a781c5d
28902,71164,32705,Television  Advertisement,Marketing,True,2006-06-23,9999-12-31 00:00:00,010dbe5f62f022b095f6d34fa6179c62fe732b57c6f267ce19f4a16f355ba058
28903,71163,32706,Price,Other,True,2006-06-23,9999-12-31 00:00:00,dc881e5a4543e3d566c5e972cc044db273778830e2fe037d1e151718bffec10c
28904,71162,32707,Review,Other,True,2006-06-23,9999-12-31 00:00:00,d29a2d43b4741119b94dab3cd940ac32c3eacdc541c9d6eb92d80656a1774249
28905,71184,32709,Price,Other,True,2006-06-23,9999-12-31 00:00:00,4c4263532326f39263806b83402cb95b365f0597066c02e8f908e77de467d752
28906,71159,32710,Review,Other,True,2006-06-23,9999-12-31 00:00:00,5b9d2a84f0fec74b54bd7e5026ba3ec65b708882bc5bd23c11b9b81bf48813e2
28907,71158,32711,Price,Other,True,2006-06-23,9999-12-31 00:00:00,4ef7ff1129a743bf17389d5e008e7f3133cba3b2cac7787ca8c2c52cc5404eee
28908,71157,32712,Price,Other,True,2006-06-23,9999-12-31 00:00:00,5c9d2ea4a9e56d7adbe4c024a8b167d64c4598b5f7c74c013a6e0621ec420958
28909,71155,32714,Price,Other,True,2006-06-23,9999-12-31 00:00:00,451f9fab346b50690e97a97ccc84197b0bd16fae6c1f2a87a9af32205d567efc
28910,71154,32715,Price,Other,True,2006-06-23,9999-12-31 00:00:00,9e93a14b0cf8392d96cde5db50e9958eebea1e12739d4319d9a577e63ce0981e
28911,71153,32716,Price,Other,True,2006-06-23,9999-12-31 00:00:00,c6df293c1d55cc7e4dd066e4be1f4bacabc61c2dda9502183d6c964a0f95e0e1
28912,71185,32717,Price,Other,True,2006-06-23,9999-12-31 00:00:00,ee83ae1aab3c11638061c0b884e6697c8da84cd6720c65da6d6e2c3208e9a0b3
28913,71170,32718,Price,Other,True,2006-06-23,9999-12-31 00:00:00,2852211ba853070ad14c88d2d823532d3775dc514a19f1a9e8309e926ea081e8
28914,71169,32719,Price,Other,True,2006-06-23,9999-12-31 00:00:00,8bc6dbc5838e96e6ea4dd205afea0da4dfc2ae0b8373d60291e8ae64b75b064b
28915,71183,32720,Price,Other,True,2006-06-23,9999-12-31 00:00:00,1d3a126d0422c79d1ad6e876965b9563ec21ec341737f6490d3553512acd3699
28916,71182,32721,Price,Other,True,2006-06-23,9999-12-31 00:00:00,ff9e77b85eb333acc820249fb9c9b7f146ff4b040616bb8f6b0a78b40929095d
28917,71181,32722,Television  Advertisement,Marketing,True,2006-06-23,9999-12-31 00:00:00,6cc8f67fd48b07b2f5ee657761d292992ffb765d5f8136c1f568a0a8729d7e04
28918,71180,32723,Price,Other,True,2006-06-23,9999-12-31 00:00:00,864c54ce65cd0abf5acabcb0ca90a4a8ad8c54cf6d7d355accfadc3de7e47435
28919,71179,32724,Price,Other,True,2006-06-23,9999-12-31 00:00:00,22bf4d71337219bec2ed0cc7d68788652db3d69addc7988f9db308978d5991d1
28920,71178,32725,Price,Other,True,2006-06-23,9999-12-31 00:00:00,d6011573db650b2a4f17c03affdf0ce12eb9497c601f8375b9a311c30f3732e8
28921,71177,32726,Price,Other,True,2006-06-23,9999-12-31 00:00:00,7af5a581d3572f8b34aabd6628738f3275cee1810d0f65ae1c9114d77b11a2e8
28922,71175,32727,Price,Other,True,2006-06-23,9999-12-31 00:00:00,5709ab881f9d12267376be0d1fbbfd7b21a5df507c6e6b76482395129e8f8316
28923,71174,32728,Price,Other,True,2006-06-23,9999-12-31 00:00:00,84d454cbadbb8bda5baac0ac5d5758c7879bac8b4700e3848b8a3b7dc8e3d49b
28924,71173,32729,Price,Other,True,2006-06-23,9999-12-31 00:00:00,4e4a3814a62dd42fd5dfc34a929018715d5edca8c50aa0b6e5e1a795a2a0e60d
28925,71152,32730,Price,Other,True,2006-06-23,9999-12-31 00:00:00,a10221e543a5d236fdcc6f60d23abb67c105e406b9a0cc39215b09780cd0c023
28926,71172,32731,Price,Other,True,2006-06-23,9999-12-31 00:00:00,d35397bfb09e3869717691fe3d8b7f8c4b95518e967bf7aece317b2403bb457d
28927,71171,32732,Price,Other,True,2006-06-23,9999-12-31 00:00:00,5773c12f61e2efd3c286f4cfcdd3ccd1df58684ff992a3de71ba57654fa75e01
28928,71176,32733,Price,Other,True,2006-06-23,9999-12-31 00:00:00,5a5d419b25ce3cd33f03063bcfefcc10d46ab667d04e36ae803caf5c04e24197
28929,71265,32735,On Promotion,Promotion,True,2006-06-23,9999-12-31 00:00:00,afdf43b565a58fb8f465317dad62d8c034a9c9b93beaa8ae381dddac547dffd9
28930,71262,32738,Price,Other,True,2006-06-23,9999-12-31 00:00:00,e5c513511951a853d10918a192362ddf0e9dacd61c5ad64d6a76f7157994b7b3
28931,71261,32739,Price,Other,True,2006-06-23,9999-12-31 00:00:00,b425b21a6e0252dbc5dc802c624d30e22716d69ced7fadd16f724f769fd70a2c
28932,71260,32740,Price,Other,True,2006-06-23,9999-12-31 00:00:00,6cff00a77e44ca4f105356eeb790ac802cdabe530b18a505b4db9ce177bcadf1
28933,71260,32740,On Promotion,Promotion,True,2006-06-23,9999-12-31 00:00:00,cf2542113273107beeb7549e68a25e6aabba224b28adf261cdb6a9800aa6e4c1
28934,71257,32743,Price,Other,True,2006-06-23,9999-12-31 00:00:00,10a0363a448743fcb1dcbc27fc507f4257cf79aea87a938986b8f591e5d72794
28935,71256,32744,Price,Other,True,2006-06-23,9999-12-31 00:00:00,a35a9e0f62a5a4e98e455e19cd6d0f72e9c10a1d2b31c3d1b728a908adb71963
28936,71254,32746,Review,Other,True,2006-06-23,9999-12-31 00:00:00,da6724bc4dba3c68102ef9c822bc0cecf8983eaad1bbd0d84582957ab2835ea9
28937,71253,32747,Price,Other,True,2006-06-23,9999-12-31 00:00:00,a71b104f6fecc96750e24864ec0ba37531cc3bdb24b65933a44f5c7c2c5149f7
28938,71252,32748,Price,Other,True,2006-06-23,9999-12-31 00:00:00,9503232a131c5815e77613613a7255504a46ea45e3bdf742d7c562d2c94ab8f6
28939,71252,32748,On Promotion,Promotion,True,2006-06-23,9999-12-31 00:00:00,cce7c9347d30ba1c876d84444ba5c2317de985c432986f1107ebfa7a24c27ee3
28940,71267,32749,Price,Other,True,2006-06-23,9999-12-31 00:00:00,5e539f595dd5e1704fe9f776f254761e9f292af2e9a687aab9df22c21eff9725
28941,71268,32750,Price,Other,True,2006-06-23,9999-12-31 00:00:00,2838f7490b8ba2a70c717f2d67a322da79e19aea7e5364f64eb0dcf6bc142bbf
28942,71269,32751,Price,Other,True,2006-06-23,9999-12-31 00:00:00,ac5418514076dc97c9fef343ca46a4ec3ef42c4f78ea6e568e310347a3673056
28943,71270,32752,Price,Other,True,2006-06-23,9999-12-31 00:00:00,fa8f6b40e80ec68c50669d8b3393d46c83684d7ae54b5643f008cab900762f3a
28944,71270,32752,On Promotion,Promotion,True,2006-06-23,9999-12-31 00:00:00,c25df1974c1e9d7e6410e641524645d02af14d8a1026f9dfbce67a431df53d62
28945,71271,32753,Price,Other,True,2006-06-23,9999-12-31 00:00:00,adf21df39736f2f2267e72b9f797a6532d36247650c0438518b1c739d21d612b
28946,71271,32753,On Promotion,Promotion,True,2006-06-23,9999-12-31 00:00:00,490c1c12357b8f08cfc02f1f90319eee07937213078bd8ecf67e975186b8e807
28947,71272,32754,Price,Other,True,2006-06-23,9999-12-31 00:00:00,433c7420d3ab987e7c1ba1ae0ad3e6738808bcf130c69848311894fa3db94287
