PRODUCTKEY,PRODUCTID,PRODUCTNAME,FINISHEDGOODSFLAG,COLOR,SAFETYSTOCKLEVEL,REORDERPOINT,STANDARDCOST,LISTPRICE,SIZE,WEIGHT,DAYSTOMANUFACTURE,PRODUCTLINE,CLASS,STYLE,PRODUCTMODIFIEDDATE,SUBCATEPROMODIFIEDDATE,CATEPROMODIFIEDDATE,PRODUCTSUBCATEGORYID,PRODUCTCATEGORYID,CATEGORYNAME,SELLSTARTDATE,SELLENDDATE,DISCONTINUEDDATE,PRICERANKINSUBCATEGORY,PROFITMARGINPCT,TOTALPROINCATE,AVGPRICEBYSUBCATEGORY,ISCURRENT,STARTDATE,ENDDATE,HASHDIFF
325,796,"Road-250 Black, 58",True,Black,100,75,1555,2443,58,16.0,4,R ,H ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,2.0,1.0,Bikes,2012-05-30,,,2,57.0,97,1597,True,2006-06-23,9999-12-31 00:00:00,4909607c624ec45cd373a6374297aca8c38e111a5151ed439a1096398838904a
326,973,"Road-350-W Yellow, 40",True,Yellow,100,75,1083,1701,40,15.0,4,R ,M ,W ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,2.0,1.0,Bikes,2013-05-30,,,3,57.0,97,1597,True,2006-06-23,9999-12-31 00:00:00,9a8fb054e062d4a11f1f3f1b92b45a9ca7d6e1805ea58551a10fb8e1507c0702
327,974,"Road-350-W Yellow, 42",True,Yellow,100,75,1083,1701,42,16.0,4,R ,M ,W ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,2.0,1.0,Bikes,2013-05-30,,,3,57.0,97,1597,True,2006-06-23,9999-12-31 00:00:00,1723e36950b8d0ed472d3de852577ef3ccfa89da59c980967472108ae339b630
328,975,"Road-350-W Yellow, 44",True,Yellow,100,75,1083,1701,44,16.0,4,R ,M ,W ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,2.0,1.0,Bikes,2013-05-30,,,3,57.0,97,1597,True,2006-06-23,9999-12-31 00:00:00,fa7b66305dd70e125bac625ecd25985f291347e1e4c265f2c97a400ebbc74cd7
329,976,"Road-350-W Yellow, 48",True,Yellow,100,75,1083,1701,48,16.0,4,R ,M ,W ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,2.0,1.0,Bikes,2013-05-30,,,3,57.0,97,1597,True,2006-06-23,9999-12-31 00:00:00,310f1092d6c8ff443d7ced2798281f16e4b1cc8d04e410a8f58b5600e5131883
330,758,"Road-450 Red, 52",True,Red,100,75,885,1458,52,17.0,4,R ,M ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,2.0,1.0,Bikes,2011-05-31,2012-05-29,,4,65.0,97,1597,True,2006-06-23,9999-12-31 00:00:00,48378412c2ecee1c69abc9d10770a2665f6394000755d6ff14a050386a994a94
331,757,"Road-450 Red, 48",True,Red,100,75,885,1458,48,17.0,4,R ,M ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,2.0,1.0,Bikes,2011-05-31,2012-05-29,,4,65.0,97,1597,True,2006-06-23,9999-12-31 00:00:00,843496a4c4208c81f1ea74631ba2f267c9af7bd48ebcce8b809a33627f0261bc
332,756,"Road-450 Red, 44",True,Red,100,75,885,1458,44,17.0,4,R ,M ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,2.0,1.0,Bikes,2011-05-31,2012-05-29,,4,65.0,97,1597,True,2006-06-23,9999-12-31 00:00:00,e286371aac845376af792000eb29359a6ee40090b8e5eb717a31fadb0826eac4
333,755,"Road-450 Red, 60",True,Red,100,75,885,1458,60,18.0,4,R ,M ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,2.0,1.0,Bikes,2011-05-31,2012-05-29,,4,65.0,97,1597,True,2006-06-23,9999-12-31 00:00:00,ce71679b65e3879e9287e8a7ba5e6f4c7362d047885c05295ebf8ac12e17a156
334,754,"Road-450 Red, 58",True,Red,100,75,885,1458,58,18.0,4,R ,M ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,2.0,1.0,Bikes,2011-05-31,2012-05-29,,4,65.0,97,1597,True,2006-06-23,9999-12-31 00:00:00,f471a6e57091cf1e31fbe0ca8fd7e5a6f656e9e49ff66b6e3101bcce5e5c3f21
335,801,"Road-550-W Yellow, 48",True,Yellow,100,75,713,1120,48,19.0,4,R ,M ,W ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,2.0,1.0,Bikes,2012-05-30,,,5,57.0,97,1597,True,2006-06-23,9999-12-31 00:00:00,2666f74fa05d9caa4b94aef78a5c2ea648ee9979f58ff28b02ccddf234829e37
336,800,"Road-550-W Yellow, 44",True,Yellow,100,75,713,1120,44,18.0,4,R ,M ,W ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,2.0,1.0,Bikes,2012-05-30,,,5,57.0,97,1597,True,2006-06-23,9999-12-31 00:00:00,ea601e0eaebb746868d0052d31775d6d05ac22e68d3b4a9ab236693be255ff4e
337,799,"Road-550-W Yellow, 42",True,Yellow,100,75,713,1120,42,18.0,4,R ,M ,W ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,2.0,1.0,Bikes,2012-05-30,,,5,57.0,97,1597,True,2006-06-23,9999-12-31 00:00:00,aa16fe3dc41c8e35e84fe36f689d2dd2cb89b0f6c71e2504be3922690bd66c57
338,798,"Road-550-W Yellow, 40",True,Yellow,100,75,713,1120,40,18.0,4,R ,M ,W ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,2.0,1.0,Bikes,2012-05-30,,,5,57.0,97,1597,True,2006-06-23,9999-12-31 00:00:00,2067e5e7a745c526d9eb9158dd3b4f0567794dcfe9dead1a847079166e3b94fa
339,797,"Road-550-W Yellow, 38",True,Yellow,100,75,713,1120,38,17.0,4,R ,M ,W ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,2.0,1.0,Bikes,2012-05-30,,,5,57.0,97,1597,True,2006-06-23,9999-12-31 00:00:00,dcc9990383d1701a9c21403f112b275fcf5bbece1daf7788be5990f1ba11ba33
340,770,"Road-650 Black, 52",True,Black,100,75,487,783,52,19.0,4,R ,L ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,2.0,1.0,Bikes,2011-05-31,2013-05-29,,6,61.0,97,1597,True,2006-06-23,9999-12-31 00:00:00,65ce73cee129768682afe17b8c82c5b15c79a5d1c24c70752163e2550ba646d7
341,769,"Road-650 Black, 48",True,Black,100,75,487,783,48,19.0,4,R ,L ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,2.0,1.0,Bikes,2011-05-31,2013-05-29,,6,61.0,97,1597,True,2006-06-23,9999-12-31 00:00:00,a5b9cc04b35ce7e625a01fca4415b2d867176b316dc4799d800304dcccc0f9c2
342,768,"Road-650 Black, 44",True,Black,100,75,487,783,44,19.0,4,R ,L ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,2.0,1.0,Bikes,2011-05-31,2013-05-29,,6,61.0,97,1597,True,2006-06-23,9999-12-31 00:00:00,7b744bf76856fcd81b43e486431d8433825a0457df41eed38586a6fb3953f7ae
343,767,"Road-650 Black, 62",True,Black,100,75,487,783,62,20.0,4,R ,L ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,2.0,1.0,Bikes,2011-05-31,2013-05-29,,6,61.0,97,1597,True,2006-06-23,9999-12-31 00:00:00,26bb592abd1a9a11024fec3f22d72b54ca4332bafaf9ebeedd5b1ca4d5e3c89f
344,766,"Road-650 Black, 60",True,Black,100,75,487,783,60,20.0,4,R ,L ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,2.0,1.0,Bikes,2011-05-31,2013-05-29,,6,61.0,97,1597,True,2006-06-23,9999-12-31 00:00:00,15d4164d26a3625cef40a25acbff0c2cf76820613851f6a5fa41142455d5111d
345,765,"Road-650 Black, 58",True,Black,100,75,487,783,58,20.0,4,R ,L ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,2.0,1.0,Bikes,2011-05-31,2013-05-29,,6,61.0,97,1597,True,2006-06-23,9999-12-31 00:00:00,36a26c6f25acc99bf01e5e4b86a70888ae3cd21836dbf0c43b10832c075350a6
346,764,"Road-650 Red, 52",True,Red,100,75,487,783,52,19.0,4,R ,L ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,2.0,1.0,Bikes,2011-05-31,2013-05-29,,6,61.0,97,1597,True,2006-06-23,9999-12-31 00:00:00,d8b98e4a07183bd2a894d6857ff1a28bc475af8e4e56d6e1286034887896ee7f
347,763,"Road-650 Red, 48",True,Red,100,75,487,783,48,19.0,4,R ,L ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,2.0,1.0,Bikes,2011-05-31,2013-05-29,,6,61.0,97,1597,True,2006-06-23,9999-12-31 00:00:00,224d051efd6390e58273736ef87ab2dbdc73a40ff479e560949edbf8adfacc0c
348,762,"Road-650 Red, 44",True,Red,100,75,487,783,44,19.0,4,R ,L ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,2.0,1.0,Bikes,2011-05-31,2013-05-29,,6,61.0,97,1597,True,2006-06-23,9999-12-31 00:00:00,f9effb70472542bf9fc2845fa34c2d2259a1998ab748768e2f5ca238071fccc0
349,761,"Road-650 Red, 62",True,Red,100,75,487,783,62,20.0,4,R ,L ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,2.0,1.0,Bikes,2011-05-31,2013-05-29,,6,61.0,97,1597,True,2006-06-23,9999-12-31 00:00:00,f080a3f6dbdf5805bd99d91ac1535dfd225cb7fe917fe47d2b6eb4ae548d527c
350,760,"Road-650 Red, 60",True,Red,100,75,487,783,60,20.0,4,R ,L ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,2.0,1.0,Bikes,2011-05-31,2013-05-29,,6,61.0,97,1597,True,2006-06-23,9999-12-31 00:00:00,b2594b888e3221ee4251c0658a1efe06d86ef747d7e6c947d2501d8afb9e7890
351,759,"Road-650 Red, 58",True,Red,100,75,487,783,58,20.0,4,R ,L ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,2.0,1.0,Bikes,2011-05-31,2013-05-29,,6,61.0,97,1597,True,2006-06-23,9999-12-31 00:00:00,04fc001d0cbd8e02f836d9ccac0c397efe48f9e88729005c056175909a0e2647
352,977,"Road-750 Black, 58",True,Black,100,75,344,540,58,21.0,4,R ,L ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,2.0,1.0,Bikes,2013-05-30,,,7,57.0,97,1597,True,2006-06-23,9999-12-31 00:00:00,566e4fd382f441793e3a41970e3ebcd1bd8e1f07ef55d7fc5fa7351fddd4ee8a
353,997,"Road-750 Black, 44",True,Black,100,75,344,540,44,20.0,4,R ,L ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,2.0,1.0,Bikes,2013-05-30,,,7,57.0,97,1597,True,2006-06-23,9999-12-31 00:00:00,a50b706358405feaaf07dae4299dde8978aa14ef4d7ef1aadff5da1532b0d692
354,998,"Road-750 Black, 48",True,Black,100,75,344,540,48,20.0,4,R ,L ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,2.0,1.0,Bikes,2013-05-30,,,7,57.0,97,1597,True,2006-06-23,9999-12-31 00:00:00,39147735f91bff9a789807b3f1a4e3fdd88e7fa10267a19120d7e6bcccb6ad93
355,999,"Road-750 Black, 52",True,Black,100,75,344,540,52,20.0,4,R ,L ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,2.0,1.0,Bikes,2013-05-30,,,7,57.0,97,1597,True,2006-06-23,9999-12-31 00:00:00,7864788396a67417768f78657eef18035b8b1906e3441312f8913ed283c6f391
356,706,"HL Road Frame - Red, 58",True,Red,500,375,1059,1432,58,2.0,1,R ,H ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,14.0,2.0,Components,2008-04-30,,,1,35.0,134,780,True,2006-06-23,9999-12-31 00:00:00,2c2c030deefa2588eeb35238fcc435d2305b871efc83049fc5f54e67664564ef
357,840,"HL Road Frame - Black, 52",True,Black,500,375,869,1432,52,2.0,1,R ,H ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,14.0,2.0,Components,2012-05-30,,,1,65.0,134,780,True,2006-06-23,9999-12-31 00:00:00,308601795b9639be152e23e5d4d968edaa2a360a4eef131b3af0cd09958f68a9
358,839,"HL Road Frame - Black, 48",True,Black,500,375,869,1432,48,2.0,1,R ,H ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,14.0,2.0,Components,2012-05-30,,,1,65.0,134,780,True,2006-06-23,9999-12-31 00:00:00,fbe0d4effac225e3b9b7dbdd41e0c1489f622b5d16903231ea75c673ecff9d02
359,838,"HL Road Frame - Black, 44",True,Black,500,375,869,1432,44,2.0,1,R ,H ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,14.0,2.0,Components,2012-05-30,,,1,65.0,134,780,True,2006-06-23,9999-12-31 00:00:00,24059c827ddad788e558fba34d1ab6188f7a4f4f6c6e96dc5eb6636d67ac89d2
360,837,"HL Road Frame - Black, 62",True,Black,500,375,869,1432,62,2.0,1,R ,H ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,14.0,2.0,Components,2012-05-30,,,1,65.0,134,780,True,2006-06-23,9999-12-31 00:00:00,0f5b80dad7411e25c862bac1b034d82edeec5ddfaffd3872584ef29e1aba0e0e
361,721,"HL Road Frame - Red, 56",True,Red,500,375,869,1432,56,2.0,1,R ,H ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,14.0,2.0,Components,2011-05-31,,,1,65.0,134,780,True,2006-06-23,9999-12-31 00:00:00,6b0b3cd31d826d1ed3b0b707f30f9aed5f5de76c1644de636c19f22e4ba3c681
362,680,"HL Road Frame - Black, 58",True,Black,500,375,1059,1432,58,2.0,1,R ,H ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,14.0,2.0,Components,2008-04-30,,,1,35.0,134,780,True,2006-06-23,9999-12-31 00:00:00,48013c4cb1c6c5f472b4eadaf25283c88d4ac9964b48fdf34078cdb78189c78e
363,717,"HL Road Frame - Red, 62",True,Red,500,375,869,1432,62,2.0,1,R ,H ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,14.0,2.0,Components,2011-05-31,,,1,65.0,134,780,True,2006-06-23,9999-12-31 00:00:00,61889f459ee8789d64dde74756169f629e4ec415e3a3b4920a02ce5ba3ab383a
364,718,"HL Road Frame - Red, 44",True,Red,500,375,869,1432,44,2.0,1,R ,H ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,14.0,2.0,Components,2011-05-31,,,1,65.0,134,780,True,2006-06-23,9999-12-31 00:00:00,3db802ada65b7d1cee93abad87441d61d277677507b42097c58b2dff2ecc0d94
365,719,"HL Road Frame - Red, 48",True,Red,500,375,869,1432,48,2.0,1,R ,H ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,14.0,2.0,Components,2011-05-31,,,1,65.0,134,780,True,2006-06-23,9999-12-31 00:00:00,958c442a04f19a584859da40976e58af7160d23f90021aec2b41a2b1d0471ec5
366,720,"HL Road Frame - Red, 52",True,Red,500,375,869,1432,52,2.0,1,R ,H ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,14.0,2.0,Components,2011-05-31,,,1,65.0,134,780,True,2006-06-23,9999-12-31 00:00:00,aeddc5feef3fb670ebfa1599c8110515c0904d2c44aa3bf78e15f0e38b4f31f2
367,734,"ML Road Frame - Red, 58",True,Red,500,375,352,595,58,2.0,1,R ,M ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,14.0,2.0,Components,2011-05-31,2012-05-29,,2,69.0,134,780,True,2006-06-23,9999-12-31 00:00:00,1c162be529fa21a8907a095544a9641ea76e5fc1e830385ba9971b8fb7e70ce1
368,836,"ML Road Frame-W - Yellow, 48",True,Yellow,500,375,361,595,48,2.0,1,R ,M ,W ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,14.0,2.0,Components,2012-05-30,,,2,65.0,134,780,True,2006-06-23,9999-12-31 00:00:00,73aaba854102c1b06870f8a2058a16a29d055d04f4dd071634019f499194962e
369,835,"ML Road Frame-W - Yellow, 44",True,Yellow,500,375,361,595,44,2.0,1,R ,M ,W ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,14.0,2.0,Components,2012-05-30,,,2,65.0,134,780,True,2006-06-23,9999-12-31 00:00:00,cb86058728a58050d0047b9a0a94f806511513624e307a7d23a1e91d8a908d90
370,834,"ML Road Frame-W - Yellow, 42",True,Yellow,500,375,361,595,42,2.0,1,R ,M ,W ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,14.0,2.0,Components,2012-05-30,,,2,65.0,134,780,True,2006-06-23,9999-12-31 00:00:00,7470804c19fcecfbd5f4969e8d07c6a84f768349aeaabae9b5cb1d77d9cffdcc
371,833,"ML Road Frame-W - Yellow, 40",True,Yellow,500,375,361,595,40,2.0,1,R ,M ,W ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,14.0,2.0,Components,2012-05-30,,,2,65.0,134,780,True,2006-06-23,9999-12-31 00:00:00,e392f28e76d241b4cc4525b17ce03f97522fee0c3763094e441c41e7277e07cf
372,822,"ML Road Frame-W - Yellow, 38",True,Yellow,500,375,361,595,38,2.0,2,R ,M ,W ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,14.0,2.0,Components,2012-05-30,,,2,65.0,134,780,True,2006-06-23,9999-12-31 00:00:00,4969040ed150f84e69f57764759c34afad48cba9ad1f9079d602c1e1d42d25ec
373,735,"ML Road Frame - Red, 60",True,Red,500,375,352,595,60,2.0,1,R ,M ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,14.0,2.0,Components,2011-05-31,2012-05-29,,2,69.0,134,780,True,2006-06-23,9999-12-31 00:00:00,3043c0741dc22381643b6cb2b75261ebd0c55cd8f07511155a30bf0349162b7b
374,733,"ML Road Frame - Red, 52",True,Red,500,375,352,595,52,2.0,1,R ,M ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,14.0,2.0,Components,2011-05-31,2012-05-29,,2,69.0,134,780,True,2006-06-23,9999-12-31 00:00:00,423bbc36498284588600c8b74c4252dc6b5c582df9ad4eaa1f428ad9471d5a62
375,732,"ML Road Frame - Red, 48",True,Red,500,375,352,595,48,2.0,1,R ,M ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,14.0,2.0,Components,2011-05-31,2012-05-29,,2,69.0,134,780,True,2006-06-23,9999-12-31 00:00:00,ff3993909a854c13f2f0b58239b04bc78f6539ddce3da021fee073e9f5c573c4
376,731,"ML Road Frame - Red, 44",True,Red,500,375,352,595,44,2.0,1,R ,M ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,14.0,2.0,Components,2011-05-31,2012-05-29,,2,69.0,134,780,True,2006-06-23,9999-12-31 00:00:00,bdde95d483b2f90b3f17030fe79518143a6632a21cfd189a1bc0b77d5707b4e7
377,736,"LL Road Frame - Black, 44",True,Black,500,375,205,337,44,2.0,1,R ,L ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,14.0,2.0,Components,2011-05-31,,,3,65.0,134,780,True,2006-06-23,9999-12-31 00:00:00,0687b67f5e5107275952f6edd3b32276af7187090c540a17e41c2a0e8f85c7c4
378,737,"LL Road Frame - Black, 48",True,Black,500,375,205,337,48,2.0,1,R ,L ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,14.0,2.0,Components,2011-05-31,,,3,65.0,134,780,True,2006-06-23,9999-12-31 00:00:00,7c962a4f75a7fada2cca37450b9ebeff45ea69c4c10ec8039718b44841fe4903
379,738,"LL Road Frame - Black, 52",True,Black,500,375,205,337,52,2.0,1,R ,L ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,14.0,2.0,Components,2011-05-31,,,3,65.0,134,780,True,2006-06-23,9999-12-31 00:00:00,8a814cdcbf48752e444e41f1b790e44d08517bfa7b0906acfd550d43806cdc5c
380,730,"LL Road Frame - Red, 62",True,Red,500,375,187,337,62,3.0,1,R ,L ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,14.0,2.0,Components,2011-05-31,2013-05-29,,3,80.0,134,780,True,2006-06-23,9999-12-31 00:00:00,2ceaaf261e43f35e9f065a8a7e9e90fe305dfc3a6eea14ec088d022360cf69ed
381,729,"LL Road Frame - Red, 60",True,Red,500,375,187,337,60,2.0,1,R ,L ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,14.0,2.0,Components,2011-05-31,2013-05-29,,3,80.0,134,780,True,2006-06-23,9999-12-31 00:00:00,53fafed787f9fa2619029d7b288721e9bc1b850823cfa4d7e1995f1d17dab0bc
382,728,"LL Road Frame - Red, 58",True,Red,500,375,187,337,58,2.0,1,R ,L ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,14.0,2.0,Components,2011-05-31,2013-05-29,,3,80.0,134,780,True,2006-06-23,9999-12-31 00:00:00,6d24a0d57c9549f9f6ade88a8a049ccc8377c04963076af6f37f0beaae0e0c9e
383,727,"LL Road Frame - Red, 52",True,Red,500,375,187,337,52,2.0,1,R ,L ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,14.0,2.0,Components,2011-05-31,2013-05-29,,3,80.0,134,780,True,2006-06-23,9999-12-31 00:00:00,6b48e03283133122dba099125e26c0bcbaba40d1bcd75d056af5fb2d65352056
384,726,"LL Road Frame - Red, 48",True,Red,500,375,187,337,48,2.0,1,R ,L ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,14.0,2.0,Components,2011-05-31,2013-05-29,,3,80.0,134,780,True,2006-06-23,9999-12-31 00:00:00,c991670fd3a5a4f8a9cd2d391141bca84a24dfb8d45cfaea448093087c8c81bf
385,725,"LL Road Frame - Red, 44",True,Red,500,375,187,337,44,2.0,1,R ,L ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,14.0,2.0,Components,2011-05-31,2013-05-29,,3,80.0,134,780,True,2006-06-23,9999-12-31 00:00:00,1a2908251691d1e2cad19bb1327bd0dc41ef7f81f036906980350b83bb6fe7f8
386,724,"LL Road Frame - Black, 62",True,Black,500,375,205,337,62,3.0,1,R ,L ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,14.0,2.0,Components,2011-05-31,,,3,65.0,134,780,True,2006-06-23,9999-12-31 00:00:00,faa042723ff520b362bd7adc709e805110ee0c6d0518fe47b2056b3f274f0cb6
387,723,"LL Road Frame - Black, 60",True,Black,500,375,205,337,60,2.0,1,R ,L ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,14.0,2.0,Components,2011-05-31,,,3,65.0,134,780,True,2006-06-23,9999-12-31 00:00:00,22f7f65b2a041c1cacced5db00fff3ca9df256089e0a2ad57811c2c9c4ee9c5a
388,722,"LL Road Frame - Black, 58",True,Black,500,375,205,337,58,2.0,1,R ,L ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,14.0,2.0,Components,2011-05-31,,,3,65.0,134,780,True,2006-06-23,9999-12-31 00:00:00,dd6afd27c6285f087ec1175d8c1c5dd8b5352e8509b764c8eb4be3b086e30d40
389,881,"Short-Sleeve Classic Jersey, S",True,Yellow,4,3,42,54,S,,0,S ,,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,21.0,3.0,Clothing,2013-05-30,,,1,30.0,35,52,True,2006-06-23,9999-12-31 00:00:00,aeb8097236b5c93493fda71cd30979a803fc979f8b4c01bf2f7a34bf870c5cea
390,882,"Short-Sleeve Classic Jersey, M",True,Yellow,4,3,42,54,M,,0,S ,,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,21.0,3.0,Clothing,2013-05-30,,,1,30.0,35,52,True,2006-06-23,9999-12-31 00:00:00,411ad2c25d49155cb71494187cf9815c7f674be973662e37b4f7853e38120cf7
391,883,"Short-Sleeve Classic Jersey, L",True,Yellow,4,3,42,54,L,,0,S ,,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,21.0,3.0,Clothing,2013-05-30,,,1,30.0,35,52,True,2006-06-23,9999-12-31 00:00:00,d685199af0666534169b782d2c809bd7ccb01cd168d647f134dffc9b8ca5c03c
392,884,"Short-Sleeve Classic Jersey, XL",True,Yellow,4,3,42,54,XL,,0,S ,,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,21.0,3.0,Clothing,2013-05-30,,,1,30.0,35,52,True,2006-06-23,9999-12-31 00:00:00,8880158cab4994df4148561a1dcdf628cb2a2f1c4ba28e5967c6c2d2790fcf2b
393,713,"Long-Sleeve Logo Jersey, S",True,Multi,4,3,38,50,S,,0,S ,,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,21.0,3.0,Clothing,2011-05-31,,,2,30.0,35,52,True,2006-06-23,9999-12-31 00:00:00,2d80b31bf13ad3b7956be8affd1efaef562cb166e35448b7a56334e02e6dddea
394,714,"Long-Sleeve Logo Jersey, M",True,Multi,4,3,38,50,M,,0,S ,,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,21.0,3.0,Clothing,2011-05-31,,,2,30.0,35,52,True,2006-06-23,9999-12-31 00:00:00,07025468637afbf58ed9907f547a326a0962b908b54ab28c3d81b38725aee804
395,715,"Long-Sleeve Logo Jersey, L",True,Multi,4,3,38,50,L,,0,S ,,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,21.0,3.0,Clothing,2011-05-31,,,2,30.0,35,52,True,2006-06-23,9999-12-31 00:00:00,333b0c7f18237d776425abd98cb96344acc03082a9bbf6eea94fa1f353d3fa20
396,716,"Long-Sleeve Logo Jersey, XL",True,Multi,4,3,38,50,XL,,0,S ,,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,21.0,3.0,Clothing,2011-05-31,,,2,30.0,35,52,True,2006-06-23,9999-12-31 00:00:00,43e10efe42d5fc3c44acb08ea87bb0583878b8f210451d4d0e7649c7d2803356
397,740,"HL Mountain Frame - Silver, 44",True,Silver,500,375,707,1365,44,3.0,1,M ,H ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,12.0,2.0,Components,2011-05-31,2012-05-29,,1,93.0,134,678,True,2006-06-23,9999-12-31 00:00:00,1ea913a00f40867c1440e55793de03365b21bb0bcba901012c9d19f50c613550
398,741,"HL Mountain Frame - Silver, 48",True,Silver,500,375,707,1365,48,3.0,1,M ,H ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,12.0,2.0,Components,2011-05-31,2012-05-29,,1,93.0,134,678,True,2006-06-23,9999-12-31 00:00:00,ae59746b97b67fa29c7f95f1abbc451cf13ddcd0197a48b0fc3299bca3a18e70
399,742,"HL Mountain Frame - Silver, 46",True,Silver,500,375,747,1365,46,3.0,1,M ,H ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,12.0,2.0,Components,2011-05-31,,,1,83.0,134,678,True,2006-06-23,9999-12-31 00:00:00,be5eb72ca8e356152c4bf8bd217e5763a05b824eeaa184e21535d623512deb3b
400,748,"HL Mountain Frame - Silver, 38",True,Silver,500,375,747,1365,38,3.0,2,M ,H ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,12.0,2.0,Components,2011-05-31,,,1,83.0,134,678,True,2006-06-23,9999-12-31 00:00:00,63617b213716203d7b86368f7c9cc9afcd8d6a4cdd5110443c6163b67be8f2c7
401,739,"HL Mountain Frame - Silver, 42",True,Silver,500,375,747,1365,42,3.0,1,M ,H ,U ,2014-02-08 10:01:36.827,2008-04-30,2008-04-30,12.0,2.0,Components,2011-05-31,,,1,83.0,134,678,True,2006-06-23,9999-12-31 00:00:00,2e5441c20facd1ffd5c06ddddfe47bea1639e382191d0d08ef020ce841812f2b
