PURCHASEORDERDETAILKEY,PURCHASEORDERID,PURCHASEORDERDETAILID,PURCHASEORDERHEADERKEY,PRODUCTKEY,DUEDATE,ORDERQTY,UNITPRICE,LINETOTAL,RECEIVEDQTY,REJECTEDQTY,STOCKEDQTY,ORDERDETAILMODIFIEDDATE,ISCURRENT
6841,2846,6309,3378,112,2014-05-19,550,23.39,12866.7,468.0,0.0,468.0,2014-05-12,True
6842,2846,6310,3378,113,2014-05-19,550,27.65,15205.58,550.0,0.0,550.0,2014-05-12,True
6843,2847,6311,3379,164,2014-05-19,550,1.37,750.75,550.0,0.0,550.0,2014-05-12,True
6844,2847,6312,3379,5,2014-05-19,550,62.99,34644.23,550.0,0.0,550.0,2014-05-12,True
6845,2847,6313,3379,131,2014-05-19,550,3.49,1917.3,550.0,0.0,550.0,2014-05-12,True
6846,2848,6314,3380,162,2014-05-19,550,6.2,3407.25,550.0,0.0,550.0,2014-05-12,True
6847,2848,6315,3380,163,2014-05-19,550,1.47,808.5,550.0,0.0,550.0,2014-05-12,True
6848,2848,6316,3380,132,2014-05-19,550,6.2,3407.25,550.0,0.0,550.0,2014-05-12,True
6849,2849,6317,3381,112,2014-05-20,550,22.17,12191.03,550.0,0.0,550.0,2014-05-13,True
6850,2849,6318,3381,113,2014-05-20,550,29.28,16106.48,550.0,0.0,550.0,2014-05-13,True
6851,2850,6319,3382,150,2014-05-20,3,19.98,59.94,3.0,0.0,3.0,2014-05-13,True
6852,2851,6320,3383,159,2014-05-20,3,34.87,104.61,3.0,0.0,3.0,2014-05-13,True
6853,2851,6321,3383,160,2014-05-20,3,39.14,117.43,3.0,0.0,3.0,2014-05-13,True
6854,2852,6322,3384,9,2014-05-20,550,31.49,17319.23,550.0,82.0,468.0,2014-05-13,True
6855,2852,6323,3384,7,2014-05-20,550,48.29,26559.23,550.0,0.0,550.0,2014-05-13,True
6856,2853,6324,3385,238,2014-05-22,3,36.97,110.91,3.0,0.0,3.0,2014-05-15,True
6857,2853,6325,3385,239,2014-05-22,3,41.24,123.73,3.0,0.0,3.0,2014-05-15,True
6858,2853,6326,3385,240,2014-05-22,3,36.97,110.91,3.0,0.0,3.0,2014-05-15,True
6859,2854,6327,3386,135,2014-05-22,550,15.89,8737.58,550.0,0.0,550.0,2014-05-15,True
6860,2854,6328,3386,136,2014-05-22,550,11.67,6416.03,550.0,0.0,550.0,2014-05-15,True
6861,2855,6329,3387,211,2014-05-22,3,47.47,142.41,3.0,0.0,3.0,2014-05-15,True
6862,2856,6330,3388,115,2014-05-22,550,23.08,12693.45,468.0,0.0,468.0,2014-05-15,True
6863,2856,6331,3388,116,2014-05-22,550,29.27,16100.7,550.0,0.0,550.0,2014-05-15,True
6864,2856,6332,3388,117,2014-05-22,550,34.98,19236.53,550.0,0.0,550.0,2014-05-15,True
6865,2857,6333,3389,212,2014-05-22,3,45.37,136.11,3.0,0.0,3.0,2014-05-15,True
6866,2857,6334,3389,213,2014-05-22,3,49.64,148.93,3.0,0.0,3.0,2014-05-15,True
6867,2857,6335,3389,214,2014-05-22,3,45.37,136.11,3.0,0.0,3.0,2014-05-15,True
6868,2857,6336,3389,215,2014-05-22,3,43.27,129.81,3.0,0.0,3.0,2014-05-15,True
6869,2857,6337,3389,216,2014-05-22,3,47.54,142.63,3.0,0.0,3.0,2014-05-15,True
6870,2857,6338,3389,217,2014-05-22,3,43.27,129.81,3.0,0.0,3.0,2014-05-15,True
6871,2858,6339,3390,109,2014-05-22,550,2.32,1276.28,550.0,0.0,550.0,2014-05-15,True
6872,2859,6340,3391,122,2014-05-22,550,3.64,2003.93,550.0,0.0,550.0,2014-05-15,True
6873,2860,6341,3392,440,2014-05-22,550,21.09,11601.98,550.0,0.0,550.0,2014-05-15,True
6874,2860,6342,3392,437,2014-05-22,550,30.44,16741.73,550.0,55.0,495.0,2014-05-15,True
6875,2860,6343,3392,435,2014-05-22,550,40.94,22516.73,550.0,0.0,550.0,2014-05-15,True
6876,2861,6344,3393,165,2014-05-22,60,3.6,216.09,60.0,0.0,60.0,2014-05-15,True
6877,2861,6345,3393,166,2014-05-22,60,3.98,238.77,60.0,0.0,60.0,2014-05-15,True
6878,2862,6346,3394,9,2014-05-22,550,31.49,17319.23,550.0,82.0,468.0,2014-05-15,True
6879,2862,6347,3394,7,2014-05-22,550,48.29,26559.23,550.0,0.0,550.0,2014-05-15,True
6880,2863,6348,3395,120,2014-05-22,550,12.97,7132.13,550.0,0.0,550.0,2014-05-15,True
6881,2864,6349,3396,441,2014-05-22,550,21.09,11601.98,550.0,0.0,550.0,2014-05-15,True
6882,2864,6350,3396,438,2014-05-22,550,30.44,16741.73,550.0,0.0,550.0,2014-05-15,True
6883,2865,6351,3397,434,2014-05-22,550,40.94,22516.73,550.0,0.0,550.0,2014-05-15,True
6884,2866,6352,3398,4,2014-05-22,550,62.99,34644.23,468.0,0.0,468.0,2014-05-15,True
6885,2867,6353,3399,84,2014-05-22,3,39.12,117.37,3.0,0.0,3.0,2014-05-15,True
6886,2867,6354,3399,145,2014-05-22,3,43.4,130.19,3.0,0.0,3.0,2014-05-15,True
6887,2867,6355,3399,134,2014-05-22,3,39.12,117.37,3.0,0.0,3.0,2014-05-15,True
6888,2868,6356,3400,73,2014-05-22,3,47.68,143.04,3.0,0.0,3.0,2014-05-15,True
6889,2869,6357,3401,115,2014-05-23,550,23.4,12872.48,550.0,0.0,550.0,2014-05-16,True
6890,2869,6358,3401,116,2014-05-23,550,27.87,15326.85,550.0,0.0,550.0,2014-05-16,True
6891,2870,6359,3402,123,2014-05-23,550,6.75,3713.33,550.0,0.0,550.0,2014-05-16,True
6892,2871,6360,3403,114,2014-05-23,550,36.28,19952.63,550.0,0.0,550.0,2014-05-16,True
6893,2872,6361,3404,151,2014-05-23,60,50.75,3044.79,60.0,9.0,51.0,2014-05-16,True
6894,2872,6362,3404,152,2014-05-23,60,58.26,3495.87,60.0,0.0,60.0,2014-05-16,True
6895,2873,6363,3405,119,2014-05-23,550,10.38,5711.48,550.0,0.0,550.0,2014-05-16,True
6896,2874,6364,3406,231,2014-05-23,3,47.68,143.04,3.0,0.0,3.0,2014-05-16,True
6897,2874,6365,3406,232,2014-05-23,3,45.58,136.74,3.0,0.0,3.0,2014-05-16,True
6898,2875,6366,3407,149,2014-05-23,3,12.72,38.15,3.0,0.0,3.0,2014-05-16,True
6899,2875,6367,3407,150,2014-05-23,3,19.94,59.82,3.0,0.0,3.0,2014-05-16,True
6900,2876,6368,3408,124,2014-05-23,3,38.16,114.47,3.0,0.0,3.0,2014-05-16,True
6901,2877,6369,3409,110,2014-05-23,3,44.22,132.65,3.0,0.0,3.0,2014-05-16,True
6902,2878,6370,3410,10,2014-05-23,550,31.49,17319.23,550.0,0.0,550.0,2014-05-16,True
6903,2878,6371,3410,8,2014-05-23,550,48.29,26559.23,550.0,0.0,550.0,2014-05-16,True
6904,2879,6372,3411,167,2014-05-23,60,6.98,418.95,60.0,0.0,60.0,2014-05-16,True
6905,2880,6373,3412,101,2014-05-23,3,43.48,130.44,3.0,0.0,3.0,2014-05-16,True
6906,2880,6374,3412,102,2014-05-23,3,47.75,143.26,3.0,0.0,3.0,2014-05-16,True
6907,2880,6375,3412,103,2014-05-23,3,43.48,130.44,3.0,0.0,3.0,2014-05-16,True
6908,2881,6376,3413,165,2014-05-23,60,3.38,202.86,60.0,0.0,60.0,2014-05-16,True
6909,2881,6377,3413,166,2014-05-23,60,4.32,258.93,60.0,0.0,60.0,2014-05-16,True
6910,2882,6378,3414,241,2014-05-23,3,43.34,130.03,3.0,0.0,3.0,2014-05-16,True
6911,2882,6379,3414,242,2014-05-23,3,39.07,117.21,3.0,0.0,3.0,2014-05-16,True
6912,2883,6380,3415,149,2014-05-23,3,12.36,37.08,3.0,0.0,3.0,2014-05-16,True
6913,2884,6381,3416,118,2014-05-23,550,39.2,21558.08,550.0,0.0,550.0,2014-05-16,True
6914,2885,6382,3417,227,2014-05-26,3,47.65,142.95,3.0,0.0,3.0,2014-05-19,True
6915,2885,6383,3417,228,2014-05-26,3,43.38,130.13,3.0,0.0,3.0,2014-05-19,True
6916,2885,6384,3417,229,2014-05-26,3,41.28,123.83,3.0,0.0,3.0,2014-05-19,True
6917,2885,6385,3417,230,2014-05-26,3,45.55,136.65,3.0,0.0,3.0,2014-05-19,True
6918,2886,6386,3418,500,2014-05-26,550,34.87,19178.78,468.0,0.0,468.0,2014-05-19,True
6919,2886,6387,3418,499,2014-05-26,550,39.76,21869.93,550.0,0.0,550.0,2014-05-19,True
6920,2886,6388,3418,495,2014-05-26,550,43.98,24191.48,550.0,0.0,550.0,2014-05-19,True
6921,2886,6389,3418,497,2014-05-26,550,38.15,20980.58,550.0,0.0,550.0,2014-05-19,True
6922,2887,6390,3419,86,2014-05-26,3,47.75,143.26,3.0,0.0,3.0,2014-05-19,True
6923,2887,6391,3419,87,2014-05-26,3,43.48,130.44,3.0,0.0,3.0,2014-05-19,True
6924,2887,6392,3419,88,2014-05-26,3,41.38,124.14,3.0,0.0,3.0,2014-05-19,True
6925,2887,6393,3419,89,2014-05-26,3,45.65,136.96,3.0,0.0,3.0,2014-05-19,True
6926,2887,6394,3419,90,2014-05-26,3,41.38,124.14,3.0,0.0,3.0,2014-05-19,True
6927,2887,6395,3419,91,2014-05-26,3,39.28,117.84,3.0,0.0,3.0,2014-05-19,True
6928,2888,6396,3420,160,2014-05-26,3,45.55,136.65,3.0,0.0,3.0,2014-05-19,True
6929,2889,6397,3421,500,2014-05-26,550,34.35,18890.03,550.0,0.0,550.0,2014-05-19,True
6930,2889,6398,3421,499,2014-05-26,550,39.24,21581.18,550.0,0.0,550.0,2014-05-19,True
6931,2890,6399,3422,204,2014-05-26,3,47.47,142.41,3.0,0.0,3.0,2014-05-19,True
6932,2890,6400,3422,205,2014-05-26,3,45.37,136.11,3.0,0.0,3.0,2014-05-19,True
6933,2890,6401,3422,206,2014-05-26,3,49.64,148.93,3.0,0.0,3.0,2014-05-19,True
6934,2891,6402,3423,494,2014-05-26,550,43.04,23671.73,550.0,0.0,550.0,2014-05-19,True
6935,2892,6403,3424,203,2014-05-26,550,10.82,5948.25,550.0,82.0,468.0,2014-05-19,True
6936,2893,6404,3425,447,2014-05-26,550,82.83,45558.98,550.0,0.0,550.0,2014-05-19,True
6937,2893,6405,3425,446,2014-05-26,550,82.83,45558.98,550.0,0.0,550.0,2014-05-19,True
6938,2894,6406,3426,183,2014-05-26,1250,0.21,262.5,1250.0,0.0,1250.0,2014-05-19,True
6939,2894,6407,3426,197,2014-05-26,1250,0.21,262.5,1250.0,0.0,1250.0,2014-05-19,True
6940,2895,6408,3427,191,2014-05-26,3,49.64,148.93,3.0,0.0,3.0,2014-05-19,True
6941,2895,6409,3427,192,2014-05-26,3,44.32,132.96,3.0,0.0,3.0,2014-05-19,True
6942,2895,6410,3427,193,2014-05-26,60,28.7,1721.79,60.0,0.0,60.0,2014-05-19,True
6943,2896,6411,3428,494,2014-05-26,550,42.51,23382.98,468.0,0.0,468.0,2014-05-19,True
6944,2896,6412,3428,501,2014-05-26,550,5.59,3072.3,550.0,0.0,550.0,2014-05-19,True
6945,2897,6413,3429,493,2014-05-26,60,15.74,944.37,60.0,0.0,60.0,2014-05-19,True
6946,2898,6414,3430,495,2014-05-26,550,43.46,23902.73,550.0,0.0,550.0,2014-05-19,True
6947,2898,6415,3430,497,2014-05-26,550,37.62,20691.83,550.0,0.0,550.0,2014-05-19,True
6948,2898,6416,3430,503,2014-05-26,550,6.53,3592.05,550.0,0.0,550.0,2014-05-19,True
6949,2898,6417,3430,502,2014-05-26,550,6.18,3401.48,550.0,0.0,550.0,2014-05-19,True
6950,2899,6418,3431,188,2014-05-26,550,29.58,16268.18,550.0,0.0,550.0,2014-05-19,True
6951,2899,6419,3431,189,2014-05-26,550,36.1,19854.45,550.0,0.0,550.0,2014-05-19,True
6952,2899,6420,3431,190,2014-05-26,550,48.58,26720.93,550.0,0.0,550.0,2014-05-19,True
6953,2900,6421,3432,498,2014-05-26,550,32.25,17735.03,550.0,0.0,550.0,2014-05-19,True
6954,2900,6422,3432,496,2014-05-26,550,36.56,20108.55,550.0,55.0,495.0,2014-05-19,True
6955,2901,6423,3433,190,2014-05-27,550,46.42,25531.28,550.0,0.0,550.0,2014-05-20,True
6956,2902,6424,3434,173,2014-05-27,3,47.6,142.79,3.0,0.0,3.0,2014-05-20,True
6957,2902,6425,3434,174,2014-05-27,3,43.32,129.97,3.0,0.0,3.0,2014-05-20,True
6958,2903,6426,3435,184,2014-05-27,3,41.92,125.75,3.0,0.0,3.0,2014-05-20,True
6959,2904,6427,3436,248,2014-05-27,3,50.26,150.79,3.0,3.0,0.0,2014-05-20,True
6960,2905,6428,3437,196,2014-05-27,3,37.18,111.54,3.0,0.0,3.0,2014-05-20,True
6961,2906,6429,3438,126,2014-05-27,550,16.09,8847.3,468.0,0.0,468.0,2014-05-20,True
6962,2907,6430,3439,186,2014-05-27,3,57.03,171.08,3.0,0.0,3.0,2014-05-20,True
6963,2908,6431,3440,117,2014-05-27,550,37.09,20397.3,550.0,0.0,550.0,2014-05-20,True
6964,2909,6432,3441,118,2014-05-27,550,26.6,14628.08,550.0,0.0,550.0,2014-05-20,True
6965,2910,6433,3442,188,2014-05-27,550,27.06,14882.18,550.0,0.0,550.0,2014-05-20,True
6966,2910,6434,3442,189,2014-05-27,550,33.58,18468.45,550.0,55.0,495.0,2014-05-20,True
6967,2910,6435,3442,190,2014-05-27,550,46.06,25334.93,550.0,0.0,550.0,2014-05-20,True
6968,2911,6436,3443,219,2014-05-27,3,41.17,123.51,3.0,0.0,3.0,2014-05-20,True
6969,2911,6437,3443,220,2014-05-27,3,45.44,136.33,3.0,0.0,3.0,2014-05-20,True
6970,2911,6438,3443,221,2014-05-27,3,41.17,123.51,3.0,0.0,3.0,2014-05-20,True
6971,2911,6439,3443,209,2014-05-27,3,39.07,117.21,3.0,0.0,3.0,2014-05-20,True
6972,2912,6440,3444,86,2014-05-27,3,47.6,142.79,3.0,0.0,3.0,2014-05-20,True
6973,2912,6441,3444,87,2014-05-27,3,43.32,129.97,3.0,0.0,3.0,2014-05-20,True
6974,2913,6442,3445,193,2014-05-27,60,25.42,1525.23,60.0,0.0,60.0,2014-05-20,True
6975,2914,6443,3446,85,2014-05-27,3,41.22,123.67,3.0,0.0,3.0,2014-05-20,True
6976,2914,6444,3446,98,2014-05-27,3,45.5,136.49,3.0,0.0,3.0,2014-05-20,True
6977,2915,6445,3447,6,2014-05-27,550,62.99,34644.23,550.0,0.0,550.0,2014-05-20,True
6978,2916,6446,3448,191,2014-05-27,3,45.37,136.11,3.0,0.0,3.0,2014-05-20,True
6979,2916,6447,3448,192,2014-05-27,3,40.49,121.46,3.0,0.0,3.0,2014-05-20,True
6980,2916,6448,3448,193,2014-05-27,60,26.37,1581.93,60.0,0.0,60.0,2014-05-20,True
6981,2917,6449,3449,121,2014-05-28,3,48.76,146.29,3.0,0.0,3.0,2014-05-21,True
6982,2918,6450,3450,156,2014-05-28,3,34.19,102.56,3.0,0.0,3.0,2014-05-21,True
6983,2919,6451,3451,194,2014-05-28,3,50.26,150.79,3.0,0.0,3.0,2014-05-21,True
6984,2920,6452,3452,119,2014-05-28,550,10.73,5902.05,550.0,0.0,550.0,2014-05-21,True
6985,2920,6453,3452,120,2014-05-28,550,14.12,7767.38,550.0,55.0,495.0,2014-05-21,True
6986,2921,6454,3453,153,2014-05-28,60,53.2,3192.21,60.0,0.0,60.0,2014-05-21,True
6987,2921,6455,3453,154,2014-05-28,60,63.69,3821.58,60.0,0.0,60.0,2014-05-21,True
6988,2921,6456,3453,155,2014-05-28,60,48.91,2934.54,60.0,3.0,57.0,2014-05-21,True
6989,2922,6457,3454,435,2014-05-28,550,40.94,22516.73,550.0,82.0,468.0,2014-05-21,True
6990,2922,6458,3454,442,2014-05-28,550,21.09,11601.98,550.0,0.0,550.0,2014-05-21,True
6991,2923,6459,3455,111,2014-05-28,60,9.2,551.88,60.0,0.0,60.0,2014-05-21,True
6992,2924,6460,3456,162,2014-05-28,550,5.78,3176.25,550.0,0.0,550.0,2014-05-21,True
6993,2924,6461,3456,163,2014-05-28,550,1.16,635.25,550.0,0.0,550.0,2014-05-21,True
6994,2925,6462,3457,112,2014-05-28,550,23.39,12866.7,550.0,0.0,550.0,2014-05-21,True
6995,2925,6463,3457,113,2014-05-28,550,27.65,15205.58,523.0,0.0,523.0,2014-05-21,True
6996,2926,6464,3458,164,2014-05-28,550,1.37,750.75,468.0,0.0,468.0,2014-05-21,True
6997,2926,6465,3458,5,2014-05-28,550,62.99,34644.23,550.0,0.0,550.0,2014-05-21,True
6998,2926,6466,3458,131,2014-05-28,550,3.49,1917.3,550.0,0.0,550.0,2014-05-21,True
6999,2927,6467,3459,162,2014-05-28,550,6.2,3407.25,550.0,0.0,550.0,2014-05-21,True
7000,2927,6468,3459,163,2014-05-28,550,1.47,808.5,550.0,0.0,550.0,2014-05-21,True
7001,2927,6469,3459,132,2014-05-28,550,6.2,3407.25,550.0,0.0,550.0,2014-05-21,True
7002,2928,6470,3460,112,2014-05-28,550,22.17,12191.03,550.0,0.0,550.0,2014-05-21,True
7003,2928,6471,3460,113,2014-05-28,550,29.28,16106.48,550.0,0.0,550.0,2014-05-21,True
7004,2929,6472,3461,150,2014-05-28,3,19.98,59.94,3.0,0.0,3.0,2014-05-21,True
7005,2930,6473,3462,204,2014-05-28,3,41.17,123.51,3.0,0.0,3.0,2014-05-21,True
7006,2930,6474,3462,205,2014-05-28,3,39.07,117.21,3.0,0.0,3.0,2014-05-21,True
7007,2930,6475,3462,206,2014-05-28,3,43.34,130.03,3.0,0.0,3.0,2014-05-21,True
7008,2931,6476,3463,9,2014-05-28,550,31.49,17319.23,550.0,0.0,550.0,2014-05-21,True
7009,2931,6477,3463,7,2014-05-28,550,48.29,26559.23,550.0,0.0,550.0,2014-05-21,True
7010,2932,6478,3464,241,2014-05-28,3,43.22,129.65,3.0,0.0,3.0,2014-05-21,True
7011,2932,6479,3464,242,2014-05-28,3,47.49,142.47,3.0,0.0,3.0,2014-05-21,True
7012,2933,6480,3465,137,2014-05-29,550,11.09,6098.4,550.0,0.0,550.0,2014-05-22,True
7013,2933,6481,3465,104,2014-05-29,550,15.89,8737.58,550.0,0.0,550.0,2014-05-22,True
7014,2933,6482,3465,139,2014-05-29,550,11.67,6416.03,550.0,0.0,550.0,2014-05-22,True
7015,2934,6483,3466,211,2014-05-29,3,47.47,142.41,3.0,0.0,3.0,2014-05-22,True
7016,2935,6484,3467,115,2014-05-29,550,23.08,12693.45,550.0,0.0,550.0,2014-05-22,True
7017,2935,6485,3467,116,2014-05-29,550,29.27,16100.7,523.0,0.0,523.0,2014-05-22,True
7018,2935,6486,3467,117,2014-05-29,550,34.98,19236.53,550.0,0.0,550.0,2014-05-22,True
7019,2936,6487,3468,218,2014-05-29,3,41.17,123.51,3.0,0.0,3.0,2014-05-22,True
7020,2936,6488,3468,442,2014-05-29,550,21.09,11601.98,550.0,0.0,550.0,2014-05-22,True
7021,2936,6489,3468,439,2014-05-29,550,30.44,16741.73,550.0,0.0,550.0,2014-05-22,True
7022,2936,6490,3468,436,2014-05-29,550,40.94,22516.73,550.0,0.0,550.0,2014-05-22,True
7023,2937,6491,3469,109,2014-05-29,550,2.32,1276.28,550.0,0.0,550.0,2014-05-22,True
7024,2938,6492,3470,122,2014-05-29,550,3.64,2003.93,550.0,0.0,550.0,2014-05-22,True
7025,2939,6493,3471,440,2014-05-29,550,21.09,11601.98,550.0,0.0,550.0,2014-05-22,True
7026,2939,6494,3471,437,2014-05-29,550,30.44,16741.73,550.0,0.0,550.0,2014-05-22,True
7027,2939,6495,3471,435,2014-05-29,550,40.94,22516.73,550.0,0.0,550.0,2014-05-22,True
7028,2940,6496,3472,165,2014-05-29,60,3.6,216.09,60.0,0.0,60.0,2014-05-22,True
7029,2940,6497,3472,166,2014-05-29,60,3.98,238.77,60.0,6.0,54.0,2014-05-22,True
7030,2941,6498,3473,9,2014-05-29,550,31.49,17319.23,550.0,0.0,550.0,2014-05-22,True
7031,2941,6499,3473,7,2014-05-29,550,48.29,26559.23,550.0,0.0,550.0,2014-05-22,True
7032,2942,6500,3474,120,2014-05-29,550,12.97,7132.13,550.0,82.0,468.0,2014-05-22,True
7033,2943,6501,3475,441,2014-05-29,550,21.09,11601.98,550.0,0.0,550.0,2014-05-22,True
7034,2943,6502,3475,438,2014-05-29,550,30.44,16741.73,550.0,0.0,550.0,2014-05-22,True
7035,2944,6503,3476,434,2014-05-29,550,40.94,22516.73,550.0,0.0,550.0,2014-05-22,True
7036,2945,6504,3477,4,2014-05-29,550,62.99,34644.23,550.0,0.0,550.0,2014-05-22,True
7037,2946,6505,3478,74,2014-05-29,3,47.52,142.57,3.0,0.0,3.0,2014-05-22,True
7038,2946,6506,3478,75,2014-05-29,3,45.42,136.27,3.0,0.0,3.0,2014-05-22,True
7039,2946,6507,3478,76,2014-05-29,3,49.7,149.09,3.0,0.0,3.0,2014-05-22,True
7040,2946,6508,3478,77,2014-05-29,3,45.42,136.27,3.0,0.0,3.0,2014-05-22,True
7041,2947,6509,3479,73,2014-05-29,3,47.68,143.04,3.0,0.0,3.0,2014-05-22,True
7042,2948,6510,3480,115,2014-05-29,550,23.4,12872.48,550.0,0.0,550.0,2014-05-22,True
7043,2948,6511,3480,116,2014-05-29,550,27.87,15326.85,550.0,0.0,550.0,2014-05-22,True
7044,2949,6512,3481,123,2014-05-30,550,6.75,3713.33,550.0,0.0,550.0,2014-05-23,True
7045,2950,6513,3482,10,2014-05-30,550,31.49,17319.23,550.0,0.0,550.0,2014-05-23,True
7046,2950,6514,3482,8,2014-05-30,550,48.29,26559.23,550.0,55.0,495.0,2014-05-23,True
7047,2950,6515,3482,114,2014-05-30,550,36.28,19952.63,550.0,0.0,550.0,2014-05-23,True
7048,2951,6516,3483,153,2014-05-30,60,50.75,3044.79,60.0,0.0,60.0,2014-05-23,True
7049,2951,6517,3483,154,2014-05-30,60,62.93,3775.59,60.0,0.0,60.0,2014-05-23,True
7050,2951,6518,3483,155,2014-05-30,60,49.65,2979.27,60.0,3.0,57.0,2014-05-23,True
7051,2952,6519,3484,119,2014-05-30,550,10.38,5711.48,550.0,82.0,468.0,2014-05-23,True
7052,2953,6520,3485,233,2014-05-30,3,49.85,149.56,3.0,0.0,3.0,2014-05-23,True
7053,2953,6521,3485,234,2014-05-30,3,45.58,136.74,3.0,0.0,3.0,2014-05-23,True
7054,2953,6522,3485,138,2014-05-30,3,43.48,130.44,3.0,0.0,3.0,2014-05-23,True
7055,2954,6523,3486,149,2014-05-30,3,12.72,38.15,3.0,0.0,3.0,2014-05-23,True
7056,2954,6524,3486,150,2014-05-30,3,19.94,59.82,3.0,0.0,3.0,2014-05-23,True
7057,2955,6525,3487,124,2014-05-30,3,38.16,114.47,3.0,0.0,3.0,2014-05-23,True
7058,2956,6526,3488,110,2014-05-30,3,44.22,132.65,3.0,0.0,3.0,2014-05-23,True
7059,2957,6527,3489,10,2014-05-30,550,31.49,17319.23,550.0,0.0,550.0,2014-05-23,True
7060,2957,6528,3489,8,2014-05-30,550,48.29,26559.23,550.0,0.0,550.0,2014-05-23,True
7061,2958,6529,3490,167,2014-05-30,60,6.98,418.95,60.0,0.0,60.0,2014-05-23,True
7062,2959,6530,3491,70,2014-05-30,3,41.38,124.14,3.0,0.0,3.0,2014-05-23,True
7063,2959,6531,3491,105,2014-05-30,3,45.65,136.96,3.0,0.0,3.0,2014-05-23,True
7064,2959,6532,3491,106,2014-05-30,3,41.38,124.14,3.0,0.0,3.0,2014-05-23,True
7065,2959,6533,3491,107,2014-05-30,3,39.28,117.84,3.0,0.0,3.0,2014-05-23,True
7066,2959,6534,3491,108,2014-05-30,3,43.55,130.66,3.0,0.0,3.0,2014-05-23,True
7067,2960,6535,3492,165,2014-05-30,60,3.38,202.86,60.0,0.0,60.0,2014-05-23,True
7068,2960,6536,3492,166,2014-05-30,60,4.32,258.93,60.0,6.0,54.0,2014-05-23,True
7069,2961,6537,3493,243,2014-05-30,3,36.97,110.91,3.0,0.0,3.0,2014-05-23,True
7070,2961,6538,3493,244,2014-05-30,3,41.24,123.73,3.0,0.0,3.0,2014-05-23,True
7071,2961,6539,3493,245,2014-05-30,3,36.97,110.91,3.0,0.0,3.0,2014-05-23,True
7072,2961,6540,3493,246,2014-05-30,3,43.22,129.65,3.0,0.0,3.0,2014-05-23,True
7073,2962,6541,3494,149,2014-05-30,3,12.36,37.08,3.0,0.0,3.0,2014-05-23,True
7074,2963,6542,3495,118,2014-05-30,550,39.2,21558.08,550.0,0.0,550.0,2014-05-23,True
7075,2964,6543,3496,212,2014-05-30,3,45.44,136.33,3.0,0.0,3.0,2014-05-23,True
7076,2964,6544,3496,213,2014-05-30,3,41.17,123.51,3.0,0.0,3.0,2014-05-23,True
7077,2965,6545,3497,500,2014-06-02,550,34.87,19178.78,550.0,0.0,550.0,2014-05-26,True
7078,2965,6546,3497,499,2014-06-02,550,39.76,21869.93,523.0,0.0,523.0,2014-05-26,True
7079,2965,6547,3497,495,2014-06-02,550,43.98,24191.48,550.0,0.0,550.0,2014-05-26,True
7080,2965,6548,3497,497,2014-06-02,550,38.15,20980.58,550.0,0.0,550.0,2014-05-26,True
7081,2966,6549,3498,92,2014-06-02,3,43.55,130.66,3.0,0.0,3.0,2014-05-26,True
7082,2966,6550,3498,93,2014-06-02,3,39.28,117.84,3.0,0.0,3.0,2014-05-26,True
7083,2966,6551,3498,94,2014-06-02,3,37.18,111.54,3.0,0.0,3.0,2014-05-26,True
7084,2966,6552,3498,95,2014-06-02,3,41.45,124.36,3.0,0.0,3.0,2014-05-26,True
7085,2967,6553,3499,204,2014-06-02,3,47.58,142.73,3.0,0.0,3.0,2014-05-26,True
7086,2967,6554,3499,205,2014-06-02,3,45.48,136.43,3.0,0.0,3.0,2014-05-26,True
7087,2967,6555,3499,206,2014-06-02,3,49.75,149.25,3.0,0.0,3.0,2014-05-26,True
7088,2967,6556,3499,207,2014-06-02,3,45.48,136.43,3.0,0.0,3.0,2014-05-26,True
7089,2967,6557,3499,208,2014-06-02,3,43.38,130.13,3.0,0.0,3.0,2014-05-26,True
7090,2967,6558,3499,170,2014-06-02,3,47.65,142.95,3.0,0.0,3.0,2014-05-26,True
7091,2968,6559,3500,500,2014-06-02,550,34.35,18890.03,550.0,0.0,550.0,2014-05-26,True
7092,2968,6560,3500,499,2014-06-02,550,39.24,21581.18,550.0,0.0,550.0,2014-05-26,True
7093,2969,6561,3501,207,2014-06-02,3,45.37,136.11,3.0,0.0,3.0,2014-05-26,True
7094,2969,6562,3501,208,2014-06-02,3,43.27,129.81,3.0,0.0,3.0,2014-05-26,True
7095,2969,6563,3501,170,2014-06-02,3,47.54,142.63,3.0,0.0,3.0,2014-05-26,True
7096,2969,6564,3501,158,2014-06-02,3,43.27,129.81,3.0,0.0,3.0,2014-05-26,True
7097,2969,6565,3501,159,2014-06-02,3,41.17,123.51,3.0,0.0,3.0,2014-05-26,True
7098,2970,6566,3502,498,2014-06-02,550,32.77,18023.78,550.0,0.0,550.0,2014-05-26,True
7099,2970,6567,3502,496,2014-06-02,550,37.09,20397.3,550.0,55.0,495.0,2014-05-26,True
7100,2970,6568,3502,494,2014-06-02,550,43.04,23671.73,550.0,0.0,550.0,2014-05-26,True
7101,2971,6569,3503,203,2014-06-02,550,10.82,5948.25,550.0,0.0,550.0,2014-05-26,True
7102,2972,6570,3504,447,2014-06-02,550,82.83,45558.98,550.0,82.0,468.0,2014-05-26,True
7103,2972,6571,3504,446,2014-06-02,550,82.83,45558.98,550.0,0.0,550.0,2014-05-26,True
