CUSTOMERKEY,CUSTOMERID,STOREID,TERRITORYKEY,ACCOUNTNUMBER,CUSTOMERMODIFIEDDATE,STORENAME,STOREMODIFIEDDATE,STORECATEGORY,ISCURRENT,STARTDATE,ENDDATE,HASHDIFF
24475,29601,562.0,6,AW00029601,2014-09-12 11:15:07.263,Custom Accessories Company,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,c5b3a7ce0d47343bff9aa964294383068009f8aeece0599ef03f1757b468e1f6
24476,29602,564.0,9,AW00029602,2014-09-12 11:15:07.263,Unusual Bicycle Company,2014-09-12 11:15:07.497,Cycle Store,True,2006-06-23,9999-12-31 00:00:00,472fd9780dce4f64a0e69c0bd6aa8a168b2f2605adedaf310914f95904bc18de
24477,29603,566.0,6,AW00029603,2014-09-12 11:15:07.263,Courteous Bicycle Specialists,2014-09-12 11:15:07.497,Cycle Store,True,2006-06-23,9999-12-31 00:00:00,820664ef9426f096e723dbca332a7c35cdb5944da32565ff4c38700c618e8ecb
24478,29604,568.0,5,AW00029604,2014-09-12 11:15:07.263,Hobby Store,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,be24906570ed45746b7f15ee6b060f2bbf25d6e5ceb51328e8a774d40e9a173c
24479,29605,570.0,4,AW00029605,2014-09-12 11:15:07.263,Professional Cycle Store,2014-09-12 11:15:07.497,Cycle Store,True,2006-06-23,9999-12-31 00:00:00,f2217682392fdc353e35a26a40613d330763d6986ff8b8b136cb71e0b0c49443
24480,29606,574.0,1,AW00029606,2014-09-12 11:15:07.263,Fifth Bike Store,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,6c93db6629d140bf9a8d2471d4adc558b32e2363fa1f333bc51ae845d1bb2843
24481,29607,578.0,8,AW00029607,2014-09-12 11:15:07.263,Rambling Tours,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,b93df5f26f15adc189d1ed18f219ba2d3e14633ec5aa108b245ca1789e956d94
24482,29608,580.0,6,AW00029608,2014-09-12 11:15:07.263,Farthest Bike Store,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,0283f526da73ed1a45e48b1db6fd8b22d70aac27fb0553185bd581f8bedd1dc3
24483,29609,582.0,8,AW00029609,2014-09-12 11:15:07.263,Excellent Bikes,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,f7845b11439fe5eb2a2db1cc778c38d4cf75c659131e08222ba6aabacf88e620
24484,29610,584.0,2,AW00029610,2014-09-12 11:15:07.263,Curbside Universe,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,6d60b686a0b45668242e45255cb0accd51c38f9d51c06d1d8c04e802f334798c
24485,29611,586.0,1,AW00029611,2014-09-12 11:15:07.263,Alternative Vehicles,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,85bf2658094cff5dafa924e4a911d4ca7af91ffc67d46226078dbea3aa557f56
24486,29612,588.0,10,AW00029612,2014-09-12 11:15:07.263,Channel Outlet,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,0ad95b4d862f2e987f44246c6be8d22b4fce4ee7ef4546c8cecaf887039ac348
24487,29613,590.0,7,AW00029613,2014-09-12 11:15:07.263,Full Sports Supply,2014-09-12 11:15:07.497,Sports Store,True,2006-06-23,9999-12-31 00:00:00,48edd69e143056044d54d712e9bdf018b9369dc0e4c80777cfd177f5ccea3660
24488,29614,592.0,6,AW00029614,2014-09-12 11:15:07.263,Retail Mall,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,3722acc5267ef117d343284ff5b79d7eeea1621fd161403550c6e00b979e4641
24489,29615,596.0,10,AW00029615,2014-09-12 11:15:07.263,Metro Metals Co.,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,aa4fd23115f2aafe5038421305b6584f0e45dfeb45d0ca4026fcbaa26d03cce7
24490,29616,598.0,4,AW00029616,2014-09-12 11:15:07.263,Sheet Metal Manufacturing,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,797183f28b3ff972e6d1c912c8da981e2e42ab8164f490efacf71c37da2406ff
24491,29617,600.0,1,AW00029617,2014-09-12 11:15:07.263,Thorough Parts and Repair Services,2014-09-12 11:15:07.497,Parts Supplier,True,2006-06-23,9999-12-31 00:00:00,a929551ac8c332997df2665de5d8f8591259cb13250b068c3d39bf95de2ba23b
24492,29618,602.0,10,AW00029618,2014-09-12 11:15:07.263,Uttermost Bike Shop,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,61f9fe44459069411fdc4c8dadff248502a24e0b8703f49c89d4872b8641d680
24493,29619,604.0,2,AW00029619,2014-09-12 11:15:07.263,Mechanical Sports Center,2014-09-12 11:15:07.497,Sports Store,True,2006-06-23,9999-12-31 00:00:00,f93151fc6ff5e3ce3aa6816fccf32aab5a061309b04de883b8920311fc606d52
24494,29620,608.0,6,AW00029620,2014-09-12 11:15:07.263,Two-Wheeled Transit Company,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,2686d61d74359f71a1360b265bc47b8e12592fe3f819b8e4463fe2547f9283ac
24495,29621,610.0,5,AW00029621,2014-09-12 11:15:07.263,Mountain Emporium,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,4c11ad8b62e5d2c0b45c87a973374b73f7d1dd9e1afb683e153782940cf1ff71
24496,29622,612.0,1,AW00029622,2014-09-12 11:15:07.263,Metro Cycle Shop,2014-09-12 11:15:07.497,Cycle Store,True,2006-06-23,9999-12-31 00:00:00,09e52c6ac3b82a7ddccb3e26ec47672c0c51a75278c6c3f787d31f4ed6181300
24497,29623,614.0,4,AW00029623,2014-09-12 11:15:07.263,Outdoor Sporting Goods,2014-09-12 11:15:07.497,Sports Store,True,2006-06-23,9999-12-31 00:00:00,1125dddbc2cc7e7a9cf04464daf430dda0c839e44f8a64ff1e17a77bb03fff3a
24498,29624,616.0,5,AW00029624,2014-09-12 11:15:07.263,Tread Industries,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,ca515a5dc84a9be19eaf9e989aee978d9d73ed62fe01f4f129ddf6212920950c
24499,29625,618.0,6,AW00029625,2014-09-12 11:15:07.263,Petroleum Products Distributors,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,19446d3ceaea1833ee5d6bbc3929f1aff23fd012d72287deb7c62aa0e17a4baf
24500,29626,620.0,5,AW00029626,2014-09-12 11:15:07.263,Tandem Bicycle Store,2014-09-12 11:15:07.497,Cycle Store,True,2006-06-23,9999-12-31 00:00:00,5726d802f2348e692468ae9ba5393870bf36ac0d77fb1067701999f39de22f2a
24501,29627,622.0,6,AW00029627,2014-09-12 11:15:07.263,Bikes and Motorbikes,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,0a174c671c62b395ed4c2720e341823908f812f10d469cfd4dcfe1f660055b7c
24502,29628,624.0,9,AW00029628,2014-09-12 11:15:07.263,Budget Toy Store,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,5ccb0d3909935989aa909607ce09019da15545f48524701fefef79bdc5a73612
24503,29629,626.0,6,AW00029629,2014-09-12 11:15:07.263,Camping and Sports Store,2014-09-12 11:15:07.497,Sports Store,True,2006-06-23,9999-12-31 00:00:00,711bd37e261ab39f23ac651c3df9f67116a9e6b4c2fbc647627c75caf1bab526
24504,29630,628.0,7,AW00029630,2014-09-12 11:15:07.263,Ace Bicycle Supply,2014-09-12 11:15:07.497,Cycle Store,True,2006-06-23,9999-12-31 00:00:00,ec4c2af99c060d24bc301197311c85e0f698b519db82424cbf13e5875d3b4437
24505,29631,630.0,4,AW00029631,2014-09-12 11:15:07.263,Rural Department Store,2014-09-12 11:15:07.497,Department Store,True,2006-06-23,9999-12-31 00:00:00,9ff39f7afc97048ce2ff0ea8c3f53e81cb79d66897469120d283801e79830eef
24506,29632,632.0,1,AW00029632,2014-09-12 11:15:07.263,Sports Commodities,2014-09-12 11:15:07.497,Sports Store,True,2006-06-23,9999-12-31 00:00:00,ba1d37d96aa23d5c85abd3883e28fd822e2230cccc337c86f824961f43453446
24507,29633,634.0,2,AW00029633,2014-09-12 11:15:07.263,Riverside Company,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,81c1954dad715f31ec7fd55dfc7fdcaa76e9aec3da0873ef37e331cb02168005
24508,29634,636.0,8,AW00029634,2014-09-12 11:15:07.263,Bicycle Exporters,2014-09-12 11:15:07.497,Cycle Store,True,2006-06-23,9999-12-31 00:00:00,eeae4783f5e004ddc344f03c48284b91c8e3de7fc9c1d3e57a2caf0218313c8e
24509,29635,638.0,3,AW00029635,2014-09-12 11:15:07.263,Responsible Bike Dealers,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,8781b6f1d6bc9d72670130b94ecceb6a3f8546e9a6db267d009d056b32724882
24510,29636,640.0,1,AW00029636,2014-09-12 11:15:07.263,Western Bike Supplies,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,8a0000f6db5356157fe5c57cfef9bd6ca0452d6fe6eb65b832b7f8ab33f95f46
24511,29637,642.0,4,AW00029637,2014-09-12 11:15:07.263,Advanced Bike Components,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,8cb1d3db89e725893868fdceb555af3e3c9f915142dd3f5fa785fa2ecc433d9b
24512,29638,644.0,4,AW00029638,2014-09-12 11:15:07.263,Aerobic Exercise Company,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,487a6ff1caec2d0f2b869296b9897d44781d25d6a4ed1d78ddc849a29517d6c1
24513,29639,648.0,6,AW00029639,2014-09-12 11:15:07.263,Corner Bicycle Supply,2014-09-12 11:15:07.497,Cycle Store,True,2006-06-23,9999-12-31 00:00:00,175f673ec437c69d8bdf5b4a170ceb2084d660f52312cef63c706aaeac0c204f
24514,29640,650.0,5,AW00029640,2014-09-12 11:15:07.263,Distance Bikes,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,aeb35a438d64725745f9cbd297285c28f6d67bc3374fd33fac2fdedaadcef7c2
24515,29641,652.0,4,AW00029641,2014-09-12 11:15:07.263,Westside Plaza,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,e03531ad150c8ee6c811229d27c0a810fb0c5cc64ccec1291ba1c30ed703213e
24516,29642,654.0,5,AW00029642,2014-09-12 11:15:07.263,Ultimate Bike Shop,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,393cf9305bfa1d0fbb5b7f4b0705b9d99bb955ecd32c8f7e06e52c425a26555a
24517,29643,656.0,1,AW00029643,2014-09-12 11:15:07.263,Outstanding Cycles,2014-09-12 11:15:07.497,Cycle Store,True,2006-06-23,9999-12-31 00:00:00,4c0f121b5918ac10c0c7857c6011a31737cec740cce2bf9a92176289f977d98d
24518,29644,658.0,10,AW00029644,2014-09-12 11:15:07.263,Vigorous Sports Store,2014-09-12 11:15:07.497,Sports Store,True,2006-06-23,9999-12-31 00:00:00,ae539041f787b41fa7c905915b8677c92e4bef07c66837540048d36ad80524ed
24519,29645,660.0,1,AW00029645,2014-09-12 11:15:07.263,Sports Merchandise,2014-09-12 11:15:07.497,Sports Store,True,2006-06-23,9999-12-31 00:00:00,8f0282b0b424c064effd5a466296982094a023c9199fcafd0822bbab1e5e014f
24520,29646,662.0,4,AW00029646,2014-09-12 11:15:07.263,Fitness Toy Store,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,648d8df95fe4fca3a3cc7aa3fcc5b7b035d9106062a2655de0807c75b5620859
24521,29647,664.0,2,AW00029647,2014-09-12 11:15:07.263,Casual Bicycle Store,2014-09-12 11:15:07.497,Cycle Store,True,2006-06-23,9999-12-31 00:00:00,c03eef7fd83dc54bcd4ea118379d35a3c34ebfe880093c6a0df359371007df01
24522,29648,666.0,9,AW00029648,2014-09-12 11:15:07.263,Fitness Discount Store,2014-09-12 11:15:07.497,Discount Store,True,2006-06-23,9999-12-31 00:00:00,89fd2ecf4ccfab7cbd198d65b3d96adcf34b0bcd2719bcce547e59ac2460caac
24523,29649,668.0,6,AW00029649,2014-09-12 11:15:07.263,General Cycle Storehouse,2014-09-12 11:15:07.497,Cycle Store,True,2006-06-23,9999-12-31 00:00:00,c41273a504d552c68d9c15d0c78ff3e67b6cbe41cc677834b6fab826dc50f4e6
24524,29650,670.0,4,AW00029650,2014-09-12 11:15:07.263,Fitness Cycling,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,b3249c5ec5ab370af2df903a795d90bb92e404a90cb24749747738b7082f42d9
24525,29651,672.0,3,AW00029651,2014-09-12 11:15:07.263,Good Bike Shop,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,25b3500cd0e134eeb50021a305ba662dd1dc7c69918d407606c7d11c63467ddc
24526,29652,676.0,9,AW00029652,2014-09-12 11:15:07.263,Inexpensive Parts Shop,2014-09-12 11:15:07.497,Parts Supplier,True,2006-06-23,9999-12-31 00:00:00,d4242a6646c07533706d441ee83acabda300b71bac5df532f0bc1a00a753bc06
24527,29653,682.0,4,AW00029653,2014-09-12 11:15:07.263,Thrilling Bike Tours,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,570692916c8999182694d5393a8533c766232344067d5cacff277cd52824e1a0
24528,29654,684.0,3,AW00029654,2014-09-12 11:15:07.263,This Area Sporting Goods,2014-09-12 11:15:07.497,Sports Store,True,2006-06-23,9999-12-31 00:00:00,682f95b0c8d1f53cf72245445835cb9382baaa5747af503f4a80d78d0f792399
24529,29655,686.0,3,AW00029655,2014-09-12 11:15:07.263,Full-Service Bike Store,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,9ae6b82b9a63db14b268241f03a1b7271c371f50887241b0800f0cc6a08aee14
24530,29656,688.0,9,AW00029656,2014-09-12 11:15:07.263,Plastic Products Manufacturers,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,5b2faa6b9e75bbd85f155df2993684bcca9db79f170edc462914059f0d725841
24531,29657,690.0,9,AW00029657,2014-09-12 11:15:07.263,Kids and Adults Cycle Shop,2014-09-12 11:15:07.497,Cycle Store,True,2006-06-23,9999-12-31 00:00:00,a3d5fb1a0db8f08b28e22ee9fd5a339e2f2f6a9cbf00fc73213aa76ce00a5382
24532,29658,692.0,2,AW00029658,2014-09-12 11:15:07.263,Grand Discount Store,2014-09-12 11:15:07.497,Discount Store,True,2006-06-23,9999-12-31 00:00:00,89a8f94a6fd2d92c4fb00c7b19fd3f2823bced9d1c1e4f1ee4faf31d83213613
24533,29659,694.0,4,AW00029659,2014-09-12 11:15:07.263,Genuine Bike Shop,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,2bb4501962704f642c9c6a7333ee11d0f2a07bc3862c52b60163f5e55e0f2169
24534,29660,696.0,4,AW00029660,2014-09-12 11:15:07.263,Extreme Riding Supplies,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,04f5b470ce4e14772ed148c93979736b680497a9180081192ac409d0138f4d48
24535,29661,698.0,5,AW00029661,2014-09-12 11:15:07.263,Bike Rims Company,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,e769ffd6b14251a17003389fbf8f53703e1e5058e09f9c5b4ed44ca1cbccbbc1
24536,29662,700.0,4,AW00029662,2014-09-12 11:15:07.263,Fleet Bikes,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,5576d30e04db29b6726fb1bc958de4180937ef55fb075bc92a7d126602faf7b4
24537,29663,702.0,3,AW00029663,2014-09-12 11:15:07.263,Local Hardware Factory,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,3a231bcb12547734cc23503273d0dd41f9a7d818d0673e23bfe1a73e56205034
24538,29664,704.0,2,AW00029664,2014-09-12 11:15:07.263,Only Bikes and Accessories,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,1f54a3a03f361187c47cb8326bd8498fbe920df6fc2155a349a97d08cd32d48d
24539,29665,706.0,9,AW00029665,2014-09-12 11:15:07.263,Rental Gallery,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,ef967f34afdb152fea66be4deb484bd13526ac6258e23bc61a877686c798cfd3
24540,29666,708.0,6,AW00029666,2014-09-12 11:15:07.263,South Bike Company,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,59cef685e4c82424abc7897520771724b5168babf2e1da50592738dec5778df5
24541,29667,710.0,5,AW00029667,2014-09-12 11:15:07.263,Wonderful Bikes Inc.,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,f1c67b4ec05201b8552537fb0a847c0fc6ad5c90f79b6703aca1866ed38a7c8b
24542,29668,714.0,3,AW00029668,2014-09-12 11:15:07.263,Discount Bicycle Specialists,2014-09-12 11:15:07.497,Cycle Store,True,2006-06-23,9999-12-31 00:00:00,5cbbd3cb8d18d36d9320f5bc774c06d33b9a79973a89a61e28e339a482c5ecd5
24543,29669,716.0,2,AW00029669,2014-09-12 11:15:07.263,Famous Bike Sales and Service,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,d55a9cbcaa65d5b36905738e76a9b2d6f33cca23ddbfc809d804fd317dc8301b
24544,29670,718.0,9,AW00029670,2014-09-12 11:15:07.263,First Supplies,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,b61fdb52b10cd0f56d3b31979d61239999b2485fd788de4b70ae6d8b0f385ad3
24545,29671,720.0,6,AW00029671,2014-09-12 11:15:07.263,Machines & Cycles Store,2014-09-12 11:15:07.497,Cycle Store,True,2006-06-23,9999-12-31 00:00:00,6ec2b011b277c7a772e99c48e9dd11465252b4fdddf25fba65d4a167b70250a0
24546,29672,722.0,5,AW00029672,2014-09-12 11:15:07.263,Pedals Warehouse,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,416890e544ccd9730d2d6e56880ad184d16fb1ba493036cf3dfd379a5dbf6957
24547,29673,724.0,4,AW00029673,2014-09-12 11:15:07.263,Two Wheels Cycle Store,2014-09-12 11:15:07.497,Cycle Store,True,2006-06-23,9999-12-31 00:00:00,19a62e6cd7152fd1c09e2c0e7fd887795b819b86d55f72354f2b173122f51422
24548,29674,726.0,3,AW00029674,2014-09-12 11:15:07.263,Westside Cycle Store,2014-09-12 11:15:07.497,Cycle Store,True,2006-06-23,9999-12-31 00:00:00,79698b3acb17292ad3df33ac177ce2fc01c7a36660f7d9e68a9f39073f14c2f5
24549,29675,728.0,2,AW00029675,2014-09-12 11:15:07.263,Wholesale Bikes,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,f69848cfd84102f7102f3e2e75edacdde29692ff9f81586663aa4a356cc9e22d
24550,29676,730.0,8,AW00029676,2014-09-12 11:15:07.263,Very Best Sports Supply,2014-09-12 11:15:07.497,Sports Store,True,2006-06-23,9999-12-31 00:00:00,17a31d68fc7a6d2184c9029fdef20728d0e03fd9051ef576be1efb63f3670707
24551,29677,732.0,6,AW00029677,2014-09-12 11:15:07.263,Urban Sports Emporium,2014-09-12 11:15:07.497,Sports Store,True,2006-06-23,9999-12-31 00:00:00,24e36ec461dc04b328ca844aeb6eec5a221f7bab77631550b9f1f0615e4bb1d3
24552,29678,734.0,5,AW00029678,2014-09-12 11:15:07.263,Superlative Bikes,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,772c57e4f6f1b221d77a36ea477236902c7e551a4738dfbd2d7520e03b8dddfa
24553,29679,736.0,8,AW00029679,2014-09-12 11:15:07.263,Primary Cycle Shop,2014-09-12 11:15:07.497,Cycle Store,True,2006-06-23,9999-12-31 00:00:00,6bf67af3712af231842e9c7f343f5854139832fb9692c16d0edf22bcdb51a091
24554,29680,738.0,6,AW00029680,2014-09-12 11:15:07.263,Sixth Bike Store,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,1318055ee560e271315251f57d12ee6ebaecf390a4fd3eae71cf85d3e639299e
24555,29681,740.0,5,AW00029681,2014-09-12 11:15:07.263,Touring Services,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,00aa24c0e08e3ac0d29e067b8e859e821ac198eeace57843f7adc53d161652ea
24556,29682,742.0,4,AW00029682,2014-09-12 11:15:07.263,Vehicle Shop,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,ba24143f3bfd4418968aacdba0d7a64790cb9f7afe034735082d4d18b443ae34
24557,29683,744.0,1,AW00029683,2014-09-12 11:15:07.263,First Department Stores,2014-09-12 11:15:07.497,Department Store,True,2006-06-23,9999-12-31 00:00:00,656297195175f304dea45f0601a123945455a9748609dab6df224abf0007368e
24558,29684,746.0,3,AW00029684,2014-09-12 11:15:07.263,Grand Sport Boutique,2014-09-12 11:15:07.497,Sports Store,True,2006-06-23,9999-12-31 00:00:00,5271350fd24bfcc8f5c7cea5c367f590dd98f804c2b778108a95f04a2e1f1a98
24559,29685,752.0,5,AW00029685,2014-09-12 11:15:07.263,Elemental Sporting Goods,2014-09-12 11:15:07.497,Sports Store,True,2006-06-23,9999-12-31 00:00:00,d5cd6c2811b07662846c2489b553c80273f66847a22b143aa5ae70a404cb4d5b
24560,29686,754.0,4,AW00029686,2014-09-12 11:15:07.263,Distinctive Store,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,da9de21ac40844f25a2e0c12d6f1c6ecc016dd30d654c39d4cf6c05867f97ef3
24561,29687,758.0,8,AW00029687,2014-09-12 11:15:07.263,Nearby Bike Mall,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,120e087335efda2273bfbfd8f6963a57e75e18237b0962d709b52106d40a26db
24562,29688,760.0,3,AW00029688,2014-09-12 11:15:07.263,Handy Bike Services,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,b3b673f3f032968405564ccc3ed17dcc35f2a3b6ea7399dfb7152eab31350191
24563,29689,762.0,1,AW00029689,2014-09-12 11:15:07.263,Friendly Bike Shop,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,abe60eed30de7f1b365287824e668332e2a9825a07e32427f482dfbaa1182bfe
24564,29690,764.0,1,AW00029690,2014-09-12 11:15:07.263,Fashionable Bikes and Accessories,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,b0c88b07e0ecfe1aa34bf692b4805d86acf27cee69e63d08488e59761991ca94
24565,29691,766.0,5,AW00029691,2014-09-12 11:15:07.263,Extreme Toy Store,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,02051a94ce165e8fd4e1d7a9e1fc4859562be9bf7247475d326a67c7b4bbfd35
24566,29692,768.0,6,AW00029692,2014-09-12 11:15:07.263,Citywide Service and Repair,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,15b91d033d11cffd768ac555ad5d17e550062a13dd6fb6c103371564678db7dd
24567,29693,770.0,8,AW00029693,2014-09-12 11:15:07.263,Best Cycle Store,2014-09-12 11:15:07.497,Cycle Store,True,2006-06-23,9999-12-31 00:00:00,f218655a12d7b6742d1d0f53f88ba4c1068a272f3c98b75a651aadd611944b03
24568,29694,772.0,2,AW00029694,2014-09-12 11:15:07.263,Professional Sporting Goods,2014-09-12 11:15:07.497,Sports Store,True,2006-06-23,9999-12-31 00:00:00,0882b23ab0110af29512ed68359a4e1174ea69070018982a77b34a39e07fc6ac
24569,29695,774.0,1,AW00029695,2014-09-12 11:15:07.263,Rugged Bikes,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,9fd4e045eb93985746eb686b850e0ef2cac59fd105aedc49f2f05f8cd0ee01eb
24570,29696,776.0,4,AW00029696,2014-09-12 11:15:07.263,Principal Bike Company,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,2ef220f1650a5c202b23a83888f7eaeffdee3d0346568554b3b2658f3f80f705
24571,29697,778.0,5,AW00029697,2014-09-12 11:15:07.263,One-Piece Handle Bars,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,ffd8e1f6fe176794cf15bc08992b01a4966579b0a298aac35d54488727d0a229
24572,29698,780.0,6,AW00029698,2014-09-12 11:15:07.263,Finer Riding Supplies,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,ab80dddf2507b4dcb2f450ef3051806b6fa8a3fb10c638ebf37de35525cf8912
24573,29699,782.0,6,AW00029699,2014-09-12 11:15:07.263,Neighborhood Store,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,1bb13dce11dba5b7c8874c93f863a1a5e41b683686f5c33caa897fe5f71af1f0
24574,29700,784.0,9,AW00029700,2014-09-12 11:15:07.263,Online Bike Catalog,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,e3f7221297ddae0ead215d7557e60fbec6e3c05a9022697f245b4f5741b96596
24575,29701,786.0,2,AW00029701,2014-09-12 11:15:07.263,Outdoor Equipment Store,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,d84f4ecabfce65bab2409f2daeedaf3764e04ad7fb78c439bde8d98e220a0a48
24576,29702,788.0,4,AW00029702,2014-09-12 11:15:07.263,Paint Supply,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,c8a209c16825532eed39bb907967f0567aa1878f65c9090055add9717f37d92b
24577,29703,790.0,4,AW00029703,2014-09-12 11:15:07.263,Preferred Bikes,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,8b2cafad6be875afabe1318c6f511f28cc2140199c06b2aac9173e75bfb47300
24578,29704,792.0,5,AW00029704,2014-09-12 11:15:07.263,Rally Day Mall,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,57a8ed162e158c17aaa77037a1a35ac866a154e391ae0260eb8c784911f0d1fa
24579,29705,794.0,6,AW00029705,2014-09-12 11:15:07.263,Rewarding Activities Company,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,51939496f7291e247a1d0a49c7c08ed16ad93c8217035cbac767efcb03abcd92
24580,29706,796.0,9,AW00029706,2014-09-12 11:15:07.263,Rich Department Store,2014-09-12 11:15:07.497,Department Store,True,2006-06-23,9999-12-31 00:00:00,04035fa1d6938df388ca9468b0b9d25fb4fe3425737c9e3b47fb40f720023acb
24581,29707,798.0,5,AW00029707,2014-09-12 11:15:07.263,Sales and Supply Company,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,c5a53ad15c17431c4642962b42d788fd3a071eccfe2683e91260070355e7bcd5
24582,29708,800.0,4,AW00029708,2014-09-12 11:15:07.263,Stationary Bikes and Stands,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,84785c95755724955bcd7600c3a97fd45b0e95701dcacf91a04888a878728f6e
